"aa_id"|"school_id"|"depositdate"|"amount"|"discount"|"lastupdate"|"staffid"|"remarks"|"commission"
"S010172"|457|"20130813"|8500|""|""|""|""|"Y"
"S011528"|373|"20130705"|9000|"0"|""|""|""|"Y"
"S011116"|313|"20130813"|5000|""|""|""|""|"Y"
"S011447"|197|"20130813"|6199|""|""|"AA00036"|""|"Y"
"S009615"|430|"20130816"|2000|""|""|""|""|"Y"
"S009925"|607|"20130709"|11905|""|""|"AA00007"|""|"Y"
"S012064"|88|"20130710"|1700|""|""|""|""|"Y"
"S012233"|607|"20130711"|2250|""|""|""|""|"Y"
"S012139"|291|"20130711"|4229.5|""|""|""|""|"Y"
"S012240"|604|"20130711"|10175|""|""|""|""|"Y"
"S012090"|115|"20130712"|1500|""|""|""|""|"Y"
"S011945"|15|"20130715"|9920|""|""|""|""|"Y"
"S012305"|130|"20130816"|1000|""|""|""|""|"Y"
"S009622"|381|"20130718"|10615|""|""|""|""|"Y"
"S006337"|12|"20130817"|1500|""|""|""|""|"Y"
"S009525"|34|"20130723"|0|""|""|""|"deposit is not required"|"Y"
"S012015"|55|"20130817"|2066|""|""|""|""|"Y"
"S012427"|607|"20130723"|2250|""|""|""|""|"Y"
"S012331"|464|"20130723"|8660|""|""|""|""|"Y"
"S012330"|464|"20130723"|8660|""|""|""|""|"Y"
"S009788"|634|"20130823"|3000|""|""|""|""|"Y"
"S009411"|130|"20130823"|1000|""|""|""|""|"Y"
"S012290"|517|"20130824"|0|""|""|""|"paid one yr school fee. cannot claim comm as std is EU, college charge home fee"|"N"
"S011451"|517|"20130801"|1000|""|""|""|""|"Y"
"S010969"|611|"20130801"|800|""|""|""|""|"Y"
"S011374"|101|"20130801"|9000|""|""|""|""|"Y"
"S011760"|306|"20130801"|9870|""|""|""|""|"Y"
"S009629"|423|"20130801"|750|""|""|""|""|"Y"
"S009747"|330|"20130801"|3500|""|""|""|""|"Y"
"S009806"|655|"20130801"|800|""|""|""|""|"Y"
"S010259"|258|"20130801"|9000|""|""|""|""|"Y"
"S007052"|313|"20130801"|5000|""|""|""|""|"Y"
"S011824"|377|"20130801"|1000|""|""|""|""|"Y"
"S009861"|89|"20130801"|2000|""|""|""|""|"Y"
"S011395"|457|"20130801"|8840|""|""|""|""|"Y"
"S010847"|103|"20130801"|9348|""|""|""|""|"Y"
"S010893"|257|"20130801"|500|""|""|""|""|"Y"
"S009187"|21|"20130801"|15000|""|""|""|""|"Y"
"S010211"|11|"20130801"|9795|""|""|""|""|"Y"
"S011310"|18|"20130801"|9735|""|""|""|""|"Y"
"S011564"|68|"20130801"|1135|""|""|""|""|"Y"
"S007708"|12|"20130801"|1500|""|""|""|""|"Y"
"S009480"|544|"20130801"|1000|""|""|""|""|"Y"
"S007130"|20|"20130801"|7683|""|""|""|""|"Y"
"S009403"|50|"20130801"|9017|""|""|""|""|"Y"
"S011106"|9|"20130802"|9996|""|""|""|""|"Y"
"S012424"|140|"20130730"|10320|""|""|"AA00020"|""|"Y"
"S010061"|141|"20130802"|1000|""|""|""|""|"Y"
"S006417"|101|"20130802"|9000|""|""|""|""|"Y"
"S009609"|493|"20130802"|2000|""|""|""|""|"Y"
"S011706"|71|"20130802"|4100|""|""|""|""|"Y"
"S011307"|381|"20130802"|10989|""|""|""|""|"Y"
"S009098"|136|"20130802"|1000|""|""|""|""|"Y"
"S011034"|250|"20130802"|9499|""|""|""|""|"Y"
"S010125"|1|"20130802"|10350|""|""|""|""|"Y"
"S010937"|17|"20130802"|4380|""|""|""|""|"Y"
"S009664"|533|"20130802"|11380|""|""|""|""|"Y"
"S010004"|3|"20130802"|9665|""|""|""|""|"Y"
"S011030"|592|"20130802"|8040|""|""|""|""|"Y"
"S006727"|655|"20130802"|8850|""|""|""|""|"Y"
"S011096"|274|"20130802"|9000|""|""|""|""|"Y"
"S011562"|381|"20130802"|10615|""|""|""|""|"Y"
"S009559"|575|"20130802"|7000|"50%"|""|""|""|"Y"
"S008768"|575|"20130802"|7000|""|""|""|""|"Y"
"S001430"|101|"20130802"|9000|""|""|"AA00002"|"1st cheque GBP 4000, 2nd cheque: 5000"|"Y"
"S009851"|15|"20130802"|9920|""|""|""|""|"Y"
"S006490"|457|"20130802"|8500|""|""|""|""|"Y"
"S005922"|101|"20130802"|9000|""|""|""|""|"Y"
"S009597"|251|"20130802"|8950|""|""|""|""|"Y"
"S010095"|511|"20130802"|4000|""|""|""|""|"Y"
"S012009"|58|"20130802"|10050|""|""|""|""|"Y"
"S010093"|20|"20130802"|7863|""|""|""|""|"Y"
"S005443"|533|"20130802"|10380|""|""|""|""|"Y"
"S006302"|12|"20130802"|1500|""|""|""|""|"Y"
"S009294"|40|"20130802"|10000|""|""|""|""|"Y"
"S009294"|172|"20130802"|3660|""|""|""|"GBP 3660 Full fee"|"Y"
"S008156"|22|"20130802"|10143|""|""|""|""|"Y"
"S011712"|36|"20130802"|2000|""|""|""|""|"Y"
"S009663"|13|"20130802"|3777|""|""|""|""|"Y"
"S007744"|17|"20130802"|4380|""|""|""|""|"Y"
"S002666"|1|"20130802"|10350|""|""|""|""|"Y"
"S007409"|381|"20130802"|10615|""|""|""|""|"Y"
"S012593"|685|"20130808"|1650|""|""|"AA00007"|""|"Y"
"S012453"|570|"20130802"|2000|""|""|"AA00002"|""|"Y"
"S012544"|55|"20130828"|5042|""|""|""|""|"Y"
"S006407"|55|"20130828"|4970|""|""|""|""|"Y"
"S007091"|652|"20130830"|1250|""|""|""|""|"Y"
"S008135"|526|"20130831"|350|""|""|""|""|"Y"
"S011392"|172|"20130831"|366|""|""|""|""|"Y"
"S007275"|670|"20130831"|300|""|""|""|""|"Y"
"S011528"|661|"20130831"|400|""|""|""|""|"Y"
"S011372"|661|"20130831"|400|""|""|""|""|"Y"
"S011645"|661|"20130813"|400|""|""|"AA00003"|"Summer 2013 deposit by Wendy"|"Y"
"S007419"|41|"20130902"|3000|""|""|""|""|"Y"
"S030204"|115|"20130902"|1550|""|""|""|""|"Y"
"S007419"|634|"20130902"|3000|""|""|""|""|"Y"
"S030163"|139|"20130904"|100|""|""|""|""|"Y"
"S030242"|39|"20130904"|250|""|""|""|""|"Y"
"S010896"|3|"20130905"|9995|""|""|""|""|"Y"
"S005458"|472|"20130906"|9895|""|""|""|""|"Y"
"S012451"|88|"20130808"|1700|""|""|""|""|"Y"
"S011585"|261|"20130803"|9150|""|""|"AA00027"|""|"Y"
"S009723"|50|"20130813"|9017|""|""|""|""|"Y"
"S009711"|549|"20130813"|5050|""|""|""|""|"Y"
"S010203"|61|"20130813"|7736|""|""|""|""|"Y"
"S009587"|18|"20130813"|9735|""|""|""|""|"Y"
"S011336"|101|"20130813"|9000|""|""|""|""|"Y"
"S009164"|11|"20130813"|9795|""|""|""|""|"Y"
"S004360"|115|"20130813"|1500|""|""|""|""|"Y"
"S011287"|138|"20130813"|500|""|""|""|""|"Y"
"S009697"|103|"20130813"|8867|""|""|""|""|"Y"
"S006023"|40|"20130813"|8000|""|""|""|""|"Y"
"S005307"|462|"20130813"|11250|""|""|""|""|"Y"
"S009261"|687|"20130813"|2500|""|""|""|""|"Y"
"S009660"|29|"20130813"|1000|""|""|""|""|"Y"
"S008662"|457|"20130813"|8500|""|""|""|""|"Y"
"S007414"|68|"20130813"|1135|""|""|""|""|"Y"
"S011285"|264|"20130813"|2000|""|""|""|""|"Y"
"S005671"|4|"20130813"|11000|""|""|""|""|"Y"
"S010904"|18|"20130813"|9735|""|""|""|""|"Y"
"S010108"|533|"20130813"|11380|""|""|""|""|"Y"
"S010197"|110|"20130813"|10257|""|""|""|""|"Y"
"S009414"|136|"20130813"|1000|""|""|""|""|"Y"
"S005126"|1|"20130813"|10350|""|""|""|""|"Y"
"S009659"|20|"20130813"|7863|""|""|""|""|"Y"
"S005819"|455|"20130813"|4100|""|""|""|""|"Y"
"S008385"|575|"20130813"|7000|""|""|""|""|"Y"
"S010954"|412|"20130813"|3500|""|""|""|""|"Y"
"S008743"|599|"20130813"|2500|""|""|""|""|"Y"
"S011142"|89|"20130813"|2350|""|""|""|""|"Y"
"S009588"|431|"20130813"|3000|""|""|""|""|"Y"
"S010103"|687|"20130813"|2500|""|""|""|""|"Y"
"S011345"|323|"20130813"|7704|""|""|""|""|"Y"
"S009342"|528|"20130813"|10000|""|""|""|""|"Y"
"S010860"|101|"20130813"|9000|""|""|""|""|"Y"
"S010944"|197|"20130813"|8645|""|""|""|""|"Y"
"S011431"|592|"20130813"|8040|""|""|""|""|"Y"
"S011234"|125|"20130813"|10500|""|""|""|""|"Y"
"S010134"|110|"20130813"|10007|""|""|""|""|"Y"
"S011785"|381|"20130813"|9889|""|""|""|""|"Y"
"S010874"|336|"20130813"|1000|""|""|""|""|"Y"
"S011084"|687|"20130813"|2500|""|""|""|""|"Y"
"S008541"|274|"20130813"|9000|""|""|""|""|"Y"
"S009319"|20|"20130813"|7863|""|""|""|""|"Y"
"S004037"|482|"20130813"|2100|""|""|""|""|"Y"
"S011591"|336|"20130813"|1000|""|""|""|""|"Y"
"S010161"|110|"20130813"|10257|""|""|""|""|"Y"
"S009898"|20|"20130813"|7863|""|""|""|""|"Y"
"S011401"|381|"20130813"|10989|""|""|""|""|"Y"
"S010961"|208|"20130813"|650|""|""|""|""|"Y"
"S009791"|101|"20130813"|9000|""|""|""|""|"Y"
"S006627"|573|"20130813"|1000|""|""|""|""|"Y"
"S011328"|455|"20130813"|4100|""|""|""|""|"Y"
"S009958"|225|"20130813"|1000|""|""|""|""|"Y"
"S009957"|225|"20130813"|1000|""|""|""|""|"Y"
"S010894"|457|"20130813"|8500|""|""|""|""|"Y"
"S010178"|423|"20130813"|750|""|""|""|""|"Y"
"S011251"|154|"20130802"|11777|""|""|""|""|"Y"
"S011690"|58|"20130802"|9755|""|""|""|""|"Y"
"S005404"|12|"20130802"|1500|""|""|""|""|"Y"
"S009866"|544|"20130813"|1000|""|""|""|""|"Y"
"S006114"|4|"20130802"|750|""|""|""|""|"Y"
"S009749"|274|"20130802"|9000|""|""|""|""|"Y"
"S012054"|348|"20130802"|3395|""|""|""|"GBP 3395 full fee"|"Y"
"S009776"|274|"20130813"|9000|""|""|""|""|"Y"
"S006965"|1|"20130802"|10350|""|""|""|""|"Y"
"S009460"|11|"20130802"|9795|""|""|""|""|"Y"
"S009052"|4|"20130802"|750|""|""|""|""|"Y"
"S007444"|452|"20130802"|3300|""|""|""|"GBP3300 full fee"|"Y"
"S011492"|154|"20130802"|11777|""|""|""|""|"Y"
"S011293"|422|"20130802"|1500|""|""|""|""|"Y"
"S011729"|214|"20130802"|10890|""|""|""|""|"Y"
"S011026"|250|"20130802"|9499|""|""|""|""|"Y"
"S009903"|687|"20130802"|2500|"5%"|""|""|""|"Y"
"S004968"|381|"20130802"|10989|""|""|""|""|"Y"
"S010960"|17|"20130802"|4380|""|""|""|""|"Y"
"S007794"|55|"20130802"|1876|""|""|""|""|"Y"
"S008987"|11|"20130802"|9795|""|""|""|""|"Y"
"S009508"|533|"20130802"|11380|"10%"|""|""|""|"Y"
"S009078"|2|"20130802"|4000|""|""|""|""|"Y"
"S008789"|655|"20130802"|9520|""|""|""|""|"Y"
"S011777"|593|"20130802"|8500|""|""|""|""|"Y"
"S010175"|13|"20130802"|3777|""|""|""|""|"Y"
"S009807"|306|"20130802"|9985|""|""|""|""|"Y"
"S008983"|110|"20130802"|10557|""|""|""|""|"Y"
"S008569"|20|"20130802"|7863|""|""|""|""|"Y"
"S011110"|380|"20130802"|3000|""|""|""|""|"Y"
"S007995"|345|"20130802"|10890|"10%"|""|""|""|"Y"
"S008838"|373|"20130802"|9000|""|""|""|""|"Y"
"S007524"|197|"20130802"|8645|""|""|""|""|"Y"
"S009991"|13|"20130802"|3777|""|""|""|""|"Y"
"S009550"|274|"20130802"|9000|""|""|""|""|"Y"
"S011717"|377|"20130802"|1000|""|""|""|""|"Y"
"S008740"|1|"20130802"|10350|""|""|""|""|"Y"
"S012041"|103|"20130802"|8867|""|""|""|""|"Y"
"S011861"|141|"20130802"|1000|""|""|""|""|"Y"
"S009621"|11|"20130802"|9795|"20%"|""|""|""|"Y"
"S011494"|433|"20130802"|2839|""|""|""|""|"Y"
"S009396"|10|"20130802"|10450|""|""|""|""|"Y"
"S010238"|2|"20130802"|4000|""|""|""|""|"Y"
"S010013"|20|"20130802"|7863|""|""|""|""|"Y"
"S012488"|346|"20130802"|2300|""|""|""|"GBP 2300 full fee"|"Y"
"S011173"|192|"20130802"|4648|""|""|""|""|"Y"
"S011015"|150|"20130802"|900|""|""|""|""|"Y"
"S001420"|431|"20130802"|3000|""|""|""|""|"Y"
"S011114"|472|"20130802"|9395|""|""|""|""|"Y"
"S010166"|533|"20130802"|10380|""|""|""|""|"Y"
"S011962"|575|"20130802"|7000|""|""|""|""|"Y"
"S011075"|575|"20130802"|7000|""|""|""|""|"Y"
"S011305"|340|"20130802"|2000|""|""|""|""|"Y"
"S011305"|632|"20130802"|2140|""|""|""|"GBP 2140 full fee"|"Y"
"S004978"|545|"20130802"|7780|""|""|""|""|"Y"
"S012035"|34|"20130802"|750|""|""|""|""|"Y"
"S010207"|250|"20130802"|9499|""|""|""|""|"Y"
"S009911"|103|"20130802"|8867|"5%"|""|""|""|"Y"
"S011650"|36|"20130802"|2000|""|""|""|""|"Y"
"S011357"|330|"20130802"|3500|""|""|""|""|"Y"
"S011357"|172|"20130802"|7220|""|""|""|"GBP 7220 full fee"|"Y"
"S009605"|302|"20130802"|2000|""|""|""|""|"Y"
"S009455"|655|"20130802"|8850|""|""|""|""|"Y"
"S009453"|655|"20130802"|8850|""|""|""|""|"Y"
"S011181"|457|"20130802"|8500|""|""|""|""|"Y"
"S009606"|377|"20130802"|1000|"10%"|""|""|""|"Y"
"S010917"|465|"20130802"|9380|""|""|""|""|"Y"
"S003987"|55|"20130802"|1940|""|""|""|""|"Y"
"S009630"|4|"20130802"|11000|""|""|""|""|"Y"
"S009580"|337|"20130802"|8700|""|""|""|""|"Y"
"S007852"|431|"20130802"|3000|""|""|""|""|"Y"
"S009878"|7|"20130802"|13000|""|""|""|""|"Y"
"S009443"|322|"20130802"|9400|""|""|""|""|"Y"
"S011679"|457|"20130802"|8500|""|""|""|""|"Y"
"S010202"|20|"20130802"|7863|""|""|""|""|"Y"
"S010083"|20|"20130802"|7863|""|""|""|""|"Y"
"S011993"|172|"20130802"|3660|""|""|""|"GBP 3660 full fee"|"Y"
"S009241"|22|"20130802"|10143|""|""|""|""|"Y"
"S011061"|101|"20130802"|9000|""|""|""|""|"Y"
"S011755"|576|"20130802"|1000|""|""|""|""|"Y"
"S009082"|3|"20130802"|9665|""|""|""|""|"Y"
"S010196"|631|"20130802"|1000|""|""|""|""|"Y"
"S009947"|208|"20130802"|700|""|""|""|""|"Y"
"S008560"|136|"20130802"|1000|""|""|""|""|"Y"
"S012065"|258|"20130802"|9575|""|""|""|""|"Y"
"S009535"|11|"20130802"|9795|""|""|""|""|"Y"
"S007248"|36|"20130813"|2000|""|""|""|""|"Y"
"S006493"|50|"20130813"|9017|""|""|""|""|"Y"
"S011423"|101|"20130813"|9000|""|""|""|""|"Y"
"S009983"|7|"20130813"|13000|""|""|""|""|"Y"
"S011264"|457|"20130813"|8500|""|""|""|""|"Y"
"S010181"|150|"20130813"|900|""|""|""|""|"Y"
"S009725"|3|"20130813"|9665|""|""|""|""|"Y"
"S003882"|655|"20130813"|9520|""|""|""|""|"Y"
"S010162"|687|"20130813"|2500|""|""|""|""|"Y"
"S010971"|380|"20130813"|3000|""|""|""|""|"Y"
"S011302"|457|"20130813"|8500|""|""|""|""|"Y"
"S004892"|101|"20130813"|9000|""|""|""|""|"Y"
"S009435"|208|"20130813"|650|""|""|""|""|"Y"
"S005368"|528|"20130813"|10000|""|""|""|""|"Y"
"S004689"|3|"20130813"|9665|""|""|""|""|"Y"
"S009919"|380|"20130813"|3000|""|""|""|""|"Y"
"S009482"|101|"20130813"|9000|""|""|""|""|"Y"
"S004127"|88|"20130813"|1700|""|""|""|""|"Y"
"S010077"|500|"20130813"|1000|""|""|""|""|"Y"
"S011040"|457|"20130813"|8500|""|""|""|""|"Y"
"S011027"|39|"20130813"|250|""|""|""|""|"Y"
"S008678"|16|"20130805"|3000|""|""|""|""|"Y"
"S009699"|16|"20130805"|3000|""|""|""|""|"Y"
"S008949"|7|"20130805"|13000|""|""|""|""|"Y"
"S009751"|58|"20130805"|9755|""|""|""|""|"Y"
"S009449"|303|"20130805"|600|""|""|""|""|"Y"
"S007737"|562|"20130805"|2500|""|""|""|""|"Y"
"S012019"|286|"20130805"|8705|""|""|""|""|"Y"
"S009952"|412|"20130805"|3500|""|""|""|""|"Y"
"S011017"|472|"20130805"|9395|""|""|""|""|"Y"
"S008919"|13|"20130805"|3777|""|""|""|""|"Y"
"S009463"|95|"20130805"|2500|""|""|""|""|"Y"
"S012037"|670|"20130805"|300|""|""|""|"Summer 2013 deposit by Eva"|"Y"
"S011728"|306|"20130805"|11025|""|""|""|""|"Y"
"S011342"|524|"20130805"|9500|""|""|""|""|"Y"
"S009037"|377|"20130805"|1000|""|""|""|""|"Y"
"S007593"|346|"20130805"|350|""|""|""|"Summer 2012 Deposit by CC"|"Y"
"S007593"|273|"20130805"|7000|""|""|""|""|"Y"
"S010246"|655|"20130805"|8850|""|""|""|""|"Y"
"S007955"|68|"20130805"|1135|""|""|""|""|"Y"
"S009720"|687|"20130805"|2500|""|""|""|""|"Y"
"S010141"|115|"20130805"|1500|""|""|""|""|"Y"
"S010140"|115|"20130805"|1500|""|""|""|""|"Y"
"S006982"|89|"20130805"|2350|""|""|""|""|"Y"
"S007188"|687|"20130805"|2500|""|""|""|""|"Y"
"S010865"|3|"20130805"|9665|""|""|""|""|"Y"
"S010835"|150|"20130805"|900|""|""|""|""|"Y"
"S011258"|101|"20130805"|9000|""|""|""|""|"Y"
"S011223"|98|"20130805"|2500|""|""|""|""|"Y"
"S010236"|101|"20130805"|9000|""|""|""|""|"Y"
"S007791"|7|"20130805"|13000|""|""|""|""|"Y"
"S009236"|465|"20130805"|9380|""|""|""|""|"Y"
"S009388"|533|"20130805"|11380|""|""|""|""|"N"
"S006989"|533|"20130805"|11380|""|""|""|""|"N"
"S009913"|655|"20130805"|8850|""|""|""|""|"Y"
"S011752"|655|"20130805"|9520|""|""|""|""|"Y"
"S010846"|103|"20130805"|9348|""|""|""|""|"Y"
"S010994"|373|"20130805"|9000|""|""|""|""|"Y"
"S010273"|20|"20130805"|7863|""|""|""|""|"Y"
"S010071"|655|"20130805"|8850|""|""|""|""|"Y"
"S009929"|257|"20130805"|500|""|""|""|""|"Y"
"S005800"|509|"20130709"|1500|""|""|"AA00019"|""|"Y"
"S010926"|655|"20130805"|8850|""|""|""|""|"Y"
"S011078"|323|"20130805"|7704|""|""|""|""|"Y"
"S011582"|306|"20130805"|9985|""|""|""|""|"Y"
"S010176"|574|"20130805"|2000|""|""|""|""|"Y"
"S009401"|381|"20130805"|10989|""|""|"AA00019"|""|"Y"
"S009511"|22|"20130802"|10143|""|""|"AA00019"|""|"Y"
"S009433"|533|"20130805"|11380|""|""|""|""|"Y"
"S009141"|533|"20130805"|11380|""|""|""|""|"Y"
"S011586"|103|"20130802"|8867|""|""|""|""|"Y"
"S010005"|2|"20130802"|4000|""|""|""|""|"Y"
"S009485"|274|"20130802"|9000|""|""|""|""|"Y"
"S011566"|134|"20130802"|9835|""|""|""|""|"Y"
"S011579"|435|"20130802"|300|""|""|""|""|"Y"
"S011136"|101|"20130802"|9000|""|""|""|""|"Y"
"S006198"|602|"20130723"|3100|""|""|"AA00019"|""|"Y"
"S011735"|423|"20130802"|750|""|""|""|""|"Y"
"S011510"|423|"20130802"|7480|""|""|""|""|"Y"
"S009427"|20|"20130802"|7683|""|""|""|""|"Y"
"S006366"|21|"20130802"|15000|""|""|""|""|"Y"
"S010055"|3|"20130802"|9665|""|""|""|""|"Y"
"S011721"|214|"20130802"|10890|""|""|""|""|"Y"
"S011103"|150|"20130802"|900|""|""|""|""|"Y"
"S010155"|4|"20130802"|9225|"10%"|""|""|"10% birley scholarship"|"Y"
"S011452"|455|"20130802"|4100|""|""|""|""|"Y"
"S010265"|208|"20130802"|650|""|""|""|""|"Y"
"S010135"|101|"20130802"|9000|""|""|""|""|"Y"
"S008781"|22|"20130802"|10143|""|""|""|""|"Y"
"S006864"|554|"20130802"|2000|""|""|""|""|"Y"
"S011297"|577|"20130802"|1260|""|""|""|""|"Y"
"S011670"|394|"20130802"|5432|""|""|""|""|"Y"
"S011846"|483|"20130802"|1800|""|""|""|""|"Y"
"S007422"|345|"20130802"|10890|""|""|""|""|"Y"
"S008758"|306|"20130802"|9985|""|""|""|""|"Y"
"S009009"|12|"20130802"|1550|""|""|""|""|"Y"
"S007826"|50|"20130802"|9017|""|""|""|""|"Y"
"S006597"|55|"20130802"|1876|""|""|""|""|"Y"
"S011335"|554|"20130802"|2000|""|""|""|""|"Y"
"S005870"|545|"20130802"|7780|""|""|""|""|"Y"
"S009383"|17|"20130802"|4380|""|""|""|""|"Y"
"S008059"|36|"20130802"|2000|""|""|""|""|"Y"
"S006851"|250|"20130802"|9499|""|""|""|""|"Y"
"S005019"|9|"20130802"|9996|""|""|""|""|"Y"
"S011681"|389|"20130802"|1000|""|""|""|""|"Y"
"S011073"|597|"20130802"|8000|""|""|""|""|"Y"
"S005219"|431|"20130802"|2250|""|""|""|""|"Y"
"S009124"|18|"20130802"|9735|""|""|""|""|"Y"
"S012156"|554|"20130802"|2000|""|""|""|""|"Y"
"S011839"|380|"20130802"|3000|""|""|""|""|"Y"
"S009616"|655|"20130802"|8850|""|""|""|""|"Y"
"S009219"|544|"20130802"|1000|""|""|""|""|"Y"
"S009797"|9|"20130802"|9996|""|""|""|""|"Y"
"S005943"|101|"20130802"|9000|""|""|""|""|"Y"
"S009530"|423|"20130802"|915|""|""|""|""|"Y"
"S008102"|12|"20130802"|1500|""|""|""|""|"Y"
"S012217"|394|"20130802"|9320|""|""|""|""|"Y"
"S009744"|322|"20130802"|9400|""|""|""|""|"Y"
"S011496"|554|"20130802"|2000|""|""|""|""|"Y"
"S010885"|299|"20130802"|9530|""|""|""|""|"Y"
"S009159"|302|"20130802"|2000|""|""|""|""|"Y"
"S012108"|435|"20130802"|300|""|""|""|""|"Y"
"S001982"|655|"20130802"|9520|""|""|""|""|"Y"
"S011720"|2|"20130802"|4000|""|""|""|""|"Y"
"S011708"|423|"20130802"|750|""|""|""|""|"Y"
"S012107"|88|"20130802"|1700|""|""|""|""|"Y"
"S011563"|433|"20130802"|2839|""|""|""|""|"Y"
"S009766"|7|"20130802"|13000|""|""|""|""|"Y"
"S008246"|13|"20130802"|3777|""|""|""|""|"Y"
"S011895"|247|"20130802"|1000|""|""|""|""|"Y"
"S011271"|380|"20130802"|3000|""|""|""|""|"Y"
"S006491"|101|"20130802"|4000|""|""|""|""|"Y"
"S011413"|655|"20130802"|9570|""|""|""|""|"Y"
"S009641"|21|"20130802"|15000|""|""|""|""|"Y"
"S008810"|2|"20130802"|4000|""|""|""|""|"Y"
"S011408"|57|"20130802"|0|""|""|""|""|"N"
"S009916"|20|"20130802"|7863|""|""|""|""|"Y"
"S007573"|431|"20130802"|0|""|""|""|""|"Y"
"S011105"|197|"20130802"|8645|""|""|""|""|"Y"
"S009732"|13|"20130805"|3777|""|""|""|""|"Y"
"S008065"|7|"20130802"|13000|""|""|""|""|"Y"
"S011854"|110|"20130802"|10257|""|""|"AA00029"|""|"Y"
"S011016"|1|"20130802"|10350|""|""|""|""|"Y"
"S012014"|68|"20130802"|1135|""|""|""|""|"Y"
"S011530"|16|"20130802"|3000|""|""|""|""|"Y"
"S010032"|101|"20130802"|9000|""|""|""|""|"Y"
"S009841"|101|"20130802"|9000|""|""|""|""|"Y"
"S007060"|506|"20130802"|800|""|""|""|""|"Y"
"S009694"|465|"20130802"|9380|""|""|""|""|"Y"
"S006709"|1|"20130805"|10350|""|""|""|""|"Y"
"S009371"|16|"20130805"|3000|""|""|""|""|"Y"
"S010250"|3|"20130805"|9665|""|""|""|""|"Y"
"S012303"|139|"20130727"|7320|""|""|"AA00019"|""|"Y"
"S008648"|533|"20130805"|10380|""|""|""|""|"Y"
"S011973"|42|"20130416"|400|""|""|"AA00003"|"Summer 2013 deposit by CC"|"Y"
"S012426"|95|"20130801"|2500|""|""|"AA00019"|""|"Y"
"S009558"|11|"20130805"|9795|""|""|""|""|"Y"
"S011800"|306|"20130805"|11025|""|""|""|""|"Y"
"S009924"|3|"20130805"|9665|""|""|""|""|"Y"
"S010205"|21|"20130805"|15250|""|""|""|""|"Y"
"S010965"|55|"20130805"|5066|""|""|""|""|"Y"
"S011987"|666|"20130417"|100|""|""|"AA00003"|"Summer 2013 deposit by CC"|"Y"
"S011956"|632|"20130413"|300|""|""|"AA00003"|"Summer 2013 deposit by CC"|"Y"
"S009439"|632|"20130413"|300|""|""|"AA00003"|""|"Y"
"S006276"|599|"20130806"|2500|""|""|""|""|"Y"
"S009950"|493|"20130806"|2000|""|""|""|""|"Y"
"S010908"|611|"20130806"|800|""|""|""|""|"Y"
"S009644"|465|"20130806"|9380|""|""|""|""|"Y"
"S011029"|39|"20130806"|250|""|""|""|""|"Y"
"S010862"|159|"20130806"|9535|""|""|""|""|"Y"
"S009050"|348|"20120308"|495|""|""|""|"Summer 2012 deposit by CC"|"Y"
"S011999"|285|"20130803"|16456|""|""|""|""|"Y"
"S008142"|599|"20130803"|2500|""|""|""|""|"Y"
"S010991"|110|"20130803"|10557|"10%"|""|""|""|"Y"
"S010041"|11|"20130803"|9795|""|""|""|""|"Y"
"S010935"|455|"20130803"|4100|""|""|"AA00019"|""|"Y"
"S011454"|631|"20130803"|1150|""|""|""|""|"Y"
"S009869"|50|"20130803"|9017|""|""|""|""|"Y"
"S009395"|274|"20130803"|9000|""|""|""|""|"Y"
"S010852"|50|"20130803"|9017|""|""|""|""|"Y"
"S007264"|101|"20130803"|9000|""|""|""|""|"Y"
"S011292"|84|"20130803"|500|""|""|""|""|"Y"
"S011700"|261|"20130803"|9150|""|""|""|""|"Y"
"S009351"|3|"20130803"|9665|""|""|""|""|"Y"
"S009932"|381|"20130803"|10989|""|""|""|""|"Y"
"S009529"|12|"20130803"|1500|""|""|""|""|"Y"
"S011099"|274|"20130803"|9000|""|""|""|""|"Y"
"S010031"|16|"20130803"|3000|""|""|""|""|"Y"
"S009223"|681|"20130803"|3500|""|""|""|""|"Y"
"S008927"|7|"20130803"|13000|""|""|""|""|"Y"
"S011157"|36|"20130803"|9400|""|""|""|""|"Y"
"S006260"|101|"20130803"|9000|""|""|""|""|"Y"
"S011620"|50|"20130803"|9017|""|""|""|""|"Y"
"S010040"|465|"20130803"|9380|""|""|""|""|"Y"
"S010209"|1|"20130803"|10350|""|""|""|""|"Y"
"S011104"|197|"20130803"|8645|""|""|""|""|"Y"
"S008024"|611|"20130803"|800|""|""|""|""|"Y"
"S008025"|3|"20130803"|9665|""|""|""|""|"Y"
"S009648"|7|"20130803"|13000|""|""|""|""|"Y"
"S009243"|655|"20130803"|9520|""|""|""|""|"Y"
"S007478"|55|"20130803"|2012|""|""|""|""|"Y"
"S010891"|687|"20130803"|2500|""|""|""|""|"Y"
"S005201"|500|"20130803"|0|""|""|""|""|"N"
"S005604"|55|"20130803"|1970|""|""|""|""|"Y"
"S010119"|412|"20130803"|3750|""|""|""|""|"Y"
"S007981"|500|"20130803"|0|""|""|"AA00019"|""|"N"
"S012143"|130|"20130803"|1000|""|""|""|""|"Y"
"S009495"|9|"20130803"|9495|""|""|""|""|"Y"
"S011935"|631|"20130803"|1000|""|""|""|""|"Y"
"S010984"|577|"20130803"|1260|""|""|""|""|"Y"
