"aa_id"|"school_id"|"depositdate"|"amount"|"discount"|"lastupdate"|"staffid"|"remarks"|"commission"
"S032289"|655|"20141212"|10400|""|"20141212111825"|""|""|"Y"
"S030312"|4|"20141212"|12500|"GBP 500 per annum"|"20141212113215"|""|"exhibition for academic excellence, worth GBP 500 per annum"|"Y"
"S031822"|16|"20141212"|8000|""|"20141212114726"|""|""|"Y"
"S009611"|16|"20141212"|3000|""|"20141212114813"|""|""|"Y"
"S030970"|274|"20141212"|1000|""|"20141212115024"|""|""|"Y"
"S032093"|655|"20141212"|10400|""|"20141212115240"|""|""|"Y"
"S032097"|154|"20141212"|13608|""|"20141212122743"|""|""|"Y"
"S031703"|13|"20141212"|4299|""|"20141212133224"|""|""|"Y"
"S031750"|322|"20141212"|9972|"5%"|"20141212134604"|""|""|"Y"
"S030223"|687|"20141212"|2500|""|"20141212140239"|""|""|"Y"
"S032104"|11|"20141212"|10545|""|"20141212150033"|""|""|"Y"
"S032039"|7|"20141212"|13000|""|"20141212150542"|""|""|"Y"
"S010851"|12|"20141212"|13221|""|"20141212153516"|""|""|"Y"
"S031453"|11|"20141212"|10545|""|"20141212153652"|""|""|"Y"
"S031455"|140|"20141212"|10680|""|"20141212160124"|""|""|"Y"
"S032045"|13|"20141212"|4299|""|"20141212160931"|""|""|"Y"
"S031863"|13|"20141212"|4299|""|"20141212170729"|""|""|"Y"
"S031972"|136|"20141212"|11000|""|"20141212171740"|""|""|"Y"
"S031827"|13|"20141212"|4299|""|"20141212180818"|""|""|"Y"
"S032219"|150|"20141212"|900|""|"20141212182552"|""|""|"Y"
"S032019"|306|"20141212"|10654|""|"20141212192306"|""|""|"Y"
"S031570"|322|"20141213"|9860|""|"20141213095624"|""|""|"Y"
"S031931"|13|"20141213"|4299|""|"20141213101910"|""|""|"Y"
"S030299"|130|"20141213"|1000|""|"20141213102114"|""|""|"Y"
"S030298"|130|"20141213"|1000|""|"20141213102139"|""|""|"Y"
"S032162"|50|"20141213"|9654|""|"20141213111508"|""|""|"Y"
"S012321"|687|"20141213"|2500|""|"20141213124415"|""|""|"Y"
"S012322"|7|"20141213"|13000|""|"20141213154713"|""|""|"Y"
"S031552"|7|"20141213"|13000|""|"20141213160659"|""|""|"Y"
"S032304"|211|"20141213"|8570|""|"20141213163146"|""|""|"Y"
"S032005"|7|"20141213"|13000|""|"20141213170344"|""|""|"Y"
"S031605"|687|"20141213"|2500|""|"20141213172456"|""|""|"Y"
"S031356"|318|"20141215"|964|""|"20141215095348"|""|""|"Y"
"S030924"|687|"20141215"|2500|""|"20141215102608"|""|""|"Y"
"S031633"|7|"20141215"|13000|""|"20141215105038"|""|""|"Y"
"S031884"|4|"20141215"|12000|""|"20141215105711"|""|""|"Y"
"S030789"|13|"20141215"|4299|""|"20141215105814"|""|""|"Y"
"S030642"|17|"20141215"|4780|""|"20141215110237"|""|""|"Y"
"S031681"|7|"20141215"|13000|""|"20141215112743"|""|""|"Y"
"S031098"|4|"20141215"|12000|""|"20141215131516"|""|""|"Y"
"S031805"|140|"20141215"|10680|""|"20141215143344"|""|""|"Y"
"S031939"|11|"20141215"|10545|""|"20141215153052"|""|""|"Y"
"S031643"|7|"20141215"|13000|""|"20141215155748"|""|""|"Y"
"S031085"|11|"20141215"|10545|""|"20141215155929"|""|""|"Y"
"S031588"|211|"20141215"|8570|""|"20141215160351"|""|""|"Y"
"S032074"|306|"20141215"|10645|""|"20141215160941"|""|""|"Y"
"S007788"|599|"20141229"|2500|""|"20141229145225"|""|""|"Y"
"S030770"|7|"20141215"|13000|""|"20141215161243"|"AA00007"|""|"Y"
"S031133"|11|"20141215"|10545|""|"20141215163544"|""|""|"Y"
"S031447"|7|"20141215"|13000|""|"20141215164112"|""|""|"Y"
"S006741"|7|"20141215"|13000|""|"20141215164235"|""|""|"Y"
"S030682"|7|"20141215"|13000|""|"20141215164630"|""|""|"Y"
"S011635"|17|"20141215"|4780|""|"20141215173140"|""|""|"Y"
"S032006"|11|"20141215"|10545|""|"20141215174949"|""|""|"Y"
"S007463"|7|"20141215"|13000|""|"20141215181858"|""|""|"Y"
"S011275"|22|"20141215"|10950|""|"20141215184941"|""|""|"Y"
"S031994"|11|"20141215"|10545|""|"20141215185903"|""|""|"Y"
"S030512"|7|"20141215"|13000|""|"20141215194606"|""|""|"Y"
"S009774"|11|"20141215"|10545|""|"20141215200843"|""|""|"Y"
"S032124"|10|"20141215"|9980|""|"20141215203959"|""|""|"Y"
"S031626"|543|"20141216"|2000|""|"20141216101128"|""|""|"Y"
"S031326"|7|"20141216"|13000|""|"20141216101201"|""|""|"Y"
"S006167"|544|"20141216"|1000|""|"20141216101433"|""|""|"Y"
"S031590"|533|"20141216"|12120|""|"20141216115530"|""|""|"Y"
"S031813"|2|"20141216"|6000|""|"20141216160228"|""|""|"Y"
"S031875"|4|"20141216"|11500|""|"20141216161340"|""|""|"Y"
"S032325"|211|"20141216"|8570|""|"20141216163725"|""|""|"Y"
"S031390"|687|"20141216"|2500|""|"20141216184704"|""|""|"Y"
"S031927"|154|"20141217"|13608|""|"20141217155729"|""|""|"Y"
"S005273"|22|"20141217"|10950|""|"20141217162729"|""|""|"Y"
"S031783"|110|"20141217"|10938|""|"20141217164242"|""|""|"Y"
"S032889"|348|"20150408"|595|""|"20150408145105"|""|""|"Y"
"S031960"|687|"20141217"|2500|""|"20141217175708"|""|""|"Y"
"S031971"|101|"20141218"|9000|""|"20141218102839"|""|""|"Y"
"S031873"|380|"20141218"|3000|""|"20141218164454"|""|""|"Y"
"S009702"|1|"20141218"|11730|""|"20141218183518"|""|""|"Y"
"S030581"|687|"20141218"|2500|""|"20141218183643"|""|""|"Y"
"S012104"|687|"20141219"|2500|""|"20141219103602"|""|""|"Y"
"S030803"|7|"20150112"|13000|""|"20150112133554"|""|""|"Y"
"S031561"|6|"20141219"|14000|""|"20141219112331"|""|""|"Y"
"S032053"|508|"20141219"|2000|""|"20141219122750"|""|""|"Y"
"S031706"|17|"20141219"|4780|""|"20141219151300"|""|""|"Y"
"S032001"|211|"20141219"|8570|""|"20141219151601"|""|""|"Y"
"S031891"|465|"20141219"|9902|""|"20141219171106"|""|""|"Y"
"S031143"|11|"20141220"|10545|""|"20141220115332"|""|""|"Y"
"S012484"|2|"20141220"|6000|""|"20141220115947"|""|""|"Y"
"S030684"|1|"20141220"|11730|""|"20141220132807"|""|""|"Y"
"S031643"|101|"20141220"|9000|""|"20141220160208"|""|""|"Y"
"S010985"|103|"20141220"|10003|""|"20141220160521"|""|""|"Y"
"S032375"|251|"20141220"|9633|""|"20141220191120"|""|""|"Y"
"S031734"|687|"20141222"|2500|""|"20141222104830"|""|""|"Y"
"S030700"|2|"20141222"|6000|""|"20141222132616"|""|""|"Y"
"S031414"|433|"20141223"|2500|""|"20141223114355"|""|""|"Y"
"S031973"|1|"20141223"|11730|""|"20141223121529"|""|""|"Y"
"S032412"|211|"20141223"|8870|""|"20141223124029"|""|""|"Y"
"S031733"|687|"20141223"|2500|""|"20141223174439"|""|""|"Y"
"S031577"|2|"20141224"|6000|""|"20141224093034"|""|""|"Y"
"S031403"|103|"20141224"|10003|"10%"|"20141224102115"|""|""|"Y"
"S031758"|125|"20141224"|11450|""|"20141224104235"|""|""|"Y"
"S032151"|103|"20141224"|10003|""|"20141224123657"|""|""|"Y"
"S032339"|687|"20141227"|2500|""|"20141227093344"|""|""|"Y"
"S030508"|381|"20141227"|12375|""|"20141227101226"|""|""|"Y"
"S030190"|302|"20141227"|4500|""|"20141227131826"|""|""|"Y"
"S032128"|322|"20141227"|9972|""|"20141227133711"|""|""|"Y"
"S032100"|655|"20141229"|10400|""|"20141229151759"|""|""|"Y"
"S032421"|687|"20141219"|2500|""|"20141229152341"|"AA00019"|"weekly boarding"|"Y"
"S030298"|20|"20141229"|8370|""|"20141229160828"|""|""|"Y"
"S030299"|20|"20141229"|8370|""|"20141229160903"|""|""|"Y"
"S031511"|11|"20141229"|10545|""|"20141229170718"|""|""|"Y"
"S031950"|16|"20141230"|3000|""|"20141230193645"|""|""|"Y"
"S032244"|50|"20141231"|9654|""|"20141231091104"|""|""|"Y"
"S031963"|506|"20150102"|3000|""|"20150102105649"|""|""|"Y"
"S031963"|599|"20150102"|3000|""|"20150102105726"|""|""|"Y"
"S032098"|50|"20150102"|9654|""|"20150102134132"|""|""|"Y"
"S031679"|140|"20150102"|9654|""|"20150102151657"|""|""|"Y"
"S031678"|140|"20150102"|10680|""|"20150102151738"|""|""|"Y"
"S009204"|50|"20150102"|9654|""|"20150102151815"|""|""|"Y"
"S032145"|61|"20150102"|9000|""|"20150102155556"|""|""|"Y"
"S031634"|21|"20150102"|15800|""|"20150102155806"|""|""|"Y"
"S032330"|258|"20150102"|5050|""|"20150102160211"|""|""|"Y"
"S031073"|50|"20150102"|9654|""|"20150102160520"|""|""|"Y"
"S032038"|9|"20150102"|10650|""|"20150102161654"|""|""|"Y"
"S030743"|4|"20150102"|13500|""|"20150102171505"|""|""|"Y"
"S030889"|21|"20150103"|15800|""|"20150103095718"|""|""|"Y"
"S012535"|322|"20150103"|9760|""|"20150103112321"|""|""|"Y"
"S008271"|4|"20150103"|13500|""|"20150103151457"|""|""|"Y"
"S031101"|21|"20150103"|15800|""|"20150103165451"|""|""|"Y"
"S030398"|549|"20150103"|5270|""|"20150103171050"|""|""|"Y"
"S031051"|4|"20150103"|13500|""|"20150103192154"|""|""|"Y"
"S030827"|18|"20150105"|9330|""|"20150105102751"|""|""|"Y"
"S031864"|465|"20150105"|9902|""|"20150105105636"|""|""|"Y"
"S031208"|16|"20150105"|3000|""|"20150105110947"|""|""|"Y"
"S009843"|4|"20150105"|13500|""|"20150105122519"|""|""|"Y"
"S012384"|4|"20150105"|13500|""|"20150105132629"|""|""|"Y"
"S030913"|533|"20150105"|12120|""|"20150105141701"|""|""|"Y"
"S031327"|6|"20150105"|14000|""|"20150105145124"|""|""|"Y"
"S031664"|544|"20150105"|1000|""|"20150105181354"|""|""|"Y"
"S011807"|59|"20150106"|2000|""|"20150106145919"|""|""|"Y"
"S031688"|15|"20150107"|10725|""|"20150107121240"|""|""|"Y"
"S031532"|687|"20150107"|2500|""|"20150107121405"|""|"weekly boarding"|"Y"
"S006369"|21|"20150107"|9000|""|"20150107163051"|""|""|"Y"
"S031548"|533|"20150108"|12120|""|"20150108100756"|""|""|"Y"
"S012461"|150|"20150108"|9000|""|"20150108105043"|""|""|"Y"
"S031565"|21|"20150108"|15800|""|"20150108120641"|""|""|"Y"
"S031434"|533|"20150109"|12120|""|"20150109095255"|""|""|"Y"
"S012575"|21|"20150109"|15800|""|"20150109122142"|""|""|"Y"
"S030593"|21|"20150110"|15800|""|"20150110170754"|""|""|"Y"
"S012037"|493|"20150112"|9550|""|"20150112135330"|""|""|"Y"
"S030966"|88|"20150112"|1700|""|"20150112162616"|""|""|"Y"
"S031785"|16|"20150112"|3000|""|"20150112163117"|""|""|"Y"
"S030796"|9|"20150112"|10650|""|"20150112163251"|""|""|"Y"
"S011789"|59|"20150112"|2100|""|"20150112171930"|""|""|"Y"
"S032469"|302|"20150112"|4500|""|"20150112173113"|""|""|"Y"
"S031735"|7|"20150113"|6000|""|"20150113130238"|""|""|"Y"
"S032101"|258|"20150113"|5050|""|"20150113175116"|""|""|"Y"
"S030752"|6|"20150114"|14000|""|"20150114112943"|""|""|"Y"
"S032344"|258|"20150116"|5050|""|"20150116113047"|""|""|"Y"
"S032256"|251|"20150116"|9633|""|"20150116163438"|""|""|"Y"
"S032048"|9|"20150116"|10650|""|"20150116164625"|""|""|"Y"
"S031641"|545|"20150116"|8540|""|"20150116164748"|""|""|"Y"
"S030555"|103|"20150116"|9488|""|"20150116165754"|""|""|"Y"
"S031662"|380|"20150116"|3000|""|"20150116181242"|""|""|"Y"
"S030941"|472|"20150117"|10055|""|"20150117103454"|""|""|"Y"
"S007232"|533|"20150117"|12120|""|"20150117134652"|""|""|"Y"
"S009887"|611|"20150119"|800|""|"20150119131950"|""|""|"Y"
"S032122"|9|"20150119"|10840|""|"20150119174001"|""|""|"Y"
"S031997"|3|"20150119"|10395|""|"20150119191026"|""|""|"Y"
"S031759"|322|"20150121"|9972|""|"20150121125235"|""|""|"Y"
"S031175"|340|"20150122"|2000|""|"20150122104724"|""|""|"Y"
"S031664"|3|"20150122"|10395|""|"20150122111603"|""|""|"Y"
"S031999"|103|"20150122"|9488|""|"20150122151612"|""|""|"Y"
"S032033"|30019|"20150123"|1500|""|"20150123102738"|""|"non-comm"|"N"
"S008482"|4|"20150123"|13500|""|"20150123155323"|""|""|"Y"
"S032243"|501|"20150123"|8750|""|"20150123171143"|""|""|"Y"
"S031712"|3|"20150124"|10395|""|"20150124170114"|""|""|"Y"
"S012578"|6|"20150124"|14000|""|"20150124171421"|""|""|"Y"
"S031451"|3|"20150126"|10395|""|"20150126115457"|""|""|"Y"
"S031980"|271|"20150126"|1100|""|"20150126120415"|""|""|"Y"
"S031935"|3|"20150126"|10395|""|"20150126165105"|""|""|"Y"
"S032144"|670|"20150127"|300|""|"20150127121237"|""|""|"Y"
"S032432"|419|"20150205"|14500|""|"20150205132311"|""|""|"Y"
"S032633"|6|"20150128"|0|""|"20150128161804"|"AA00007"|""|"N"
"S011602"|599|"20150128"|3000|""|"20150128172504"|""|""|"Y"
"S030896"|9|"20150128"|10650|""|"20150128174621"|""|""|"Y"
"S031879"|323|"20150128"|8570|""|"20150128185204"|""|""|"Y"
"S032179"|577|"20150130"|4060|""|"20150130154453"|""|""|"Y"
"S031591"|6|"20150130"|11000|""|"20150130181450"|""|""|"Y"
"S031584"|16|"20150130"|3000|""|"20150130182112"|""|""|"Y"
"S011615"|6|"20150130"|11000|""|"20150130182449"|""|""|"Y"
"S034758"|274|"20161101"|11000|""|"20161101103741"|""|""|"Y"
"S031926"|318|"20150130"|900|""|"20150130193248"|""|""|"Y"
"S031762"|101|"20150131"|9000|""|"20150131103344"|""|""|"Y"
"S011694"|6|"20150131"|14000|""|"20150131154033"|""|""|"Y"
"S030542"|520|"20150131"|1600|""|"20150131184040"|""|""|"Y"
"S032422"|465|"20150202"|9902|""|"20150202191535"|""|""|"Y"
"S005825"|101|"20150203"|9000|""|"20150203185740"|""|""|"Y"
"S032599"|50|"20151223"|9500|""|"20151223183002"|""|""|"Y"
"S032462"|322|"20150205"|9760|""|"20150205151611"|""|""|"Y"
"S031709"|544|"20150205"|1000|""|"20150205173311"|""|""|"Y"
"S031915"|380|"20150206"|3000|""|"20150206191228"|""|""|"Y"
"S007851"|208|"20150207"|10230|""|"20150207102536"|""|""|"Y"
"S032383"|30000|"20150207"|500|""|"20150207171948"|""|""|"Y"
"S007337"|674|"20150209"|500|""|"20150209145659"|""|""|"Y"
"S031862"|345|"20150209"|11720|""|"20150209154806"|""|""|"Y"
"S031581"|136|"20150210"|11000|""|"20150210113508"|""|""|"Y"
"S011287"|674|"20150210"|500|""|"20150210152248"|""|""|"Y"
"S032120"|533|"20150210"|7935|""|"20150210175430"|""|""|"Y"
"S032491"|211|"20150210"|8570|""|"20150210183500"|""|""|"Y"
"S032198"|655|"20150210"|10450|""|"20150210185618"|""|""|"Y"
"S031268"|533|"20150211"|7935|""|"20150211161329"|""|""|"Y"
"S031315"|286|"20150211"|9576|""|"20150211180206"|""|""|"Y"
"S031030"|103|"20150212"|10003|""|"20150212105457"|""|""|"Y"
"S032279"|340|"20150212"|2000|""|"20150212110512"|""|""|"Y"
"S031433"|533|"20150212"|12120|""|"20150212181035"|""|""|"Y"
"S030862"|7|"20150212"|13000|""|"20150212195849"|""|""|"Y"
"S011855"|533|"20150212"|12120|""|"20150212200024"|""|""|"Y"
"S030493"|533|"20150213"|12120|""|"20150213105135"|""|""|"Y"
"S032597"|670|"20150213"|300|""|"20150213180729"|""|""|"Y"
"S031635"|670|"20150213"|300|""|"20150213180752"|""|""|"Y"
"S005825"|101|"20150213"|500|""|"20150213190333"|""|""|"Y"
"S031977"|533|"20150213"|12120|""|"20150213203105"|""|""|"Y"
"S011734"|11|"20150216"|10545|""|"20150216101322"|""|""|"Y"
"S032637"|313|"20150216"|5000|""|"20150216104420"|""|""|"Y"
"S032514"|381|"20150216"|11440|""|"20150216115331"|""|""|"Y"
"S031725"|533|"20150216"|12120|""|"20150216121552"|""|""|"Y"
"S005456"|110|"20150216"|10938|""|"20150216155014"|""|""|"Y"
"S008588"|7|"20150216"|13000|""|"20150216192141"|""|""|"Y"
"S031646"|306|"20150217"|9902|""|"20150217135253"|""|""|"Y"
"S032191"|55|"20150217"|2076|""|"20150217170423"|""|""|"Y"
"S032449"|322|"20150217"|9760|""|"20150217173213"|""|""|"Y"
"S031093"|67|"20150217"|9495|""|"20150217175918"|""|""|"Y"
"S031620"|7|"20150217"|13000|""|"20150217181956"|""|""|"Y"
"S011043"|7|"20150217"|13000|""|"20150217182036"|""|""|"Y"
"S031686"|670|"20150608"|300|""|"20150608121927"|""|""|"Y"
"S011966"|394|"20150218"|7740|""|"20150218110634"|""|""|"Y"
"S032546"|211|"20150218"|8570|""|"20150218132435"|""|""|"Y"
"S009210"|7|"20150218"|13000|""|"20150218155921"|""|""|"Y"
"S031646"|465|"20150218"|9902|""|"20150218170352"|""|""|"Y"
"S030795"|50|"20150223"|9500|""|"20150223133422"|""|""|"Y"
"S008939"|286|"20150223"|9676|""|"20150223180418"|""|""|"Y"
"S031145"|545|"20150223"|8540|""|"20150223182100"|""|""|"Y"
"S032467"|322|"20150223"|9760|""|"20150223184542"|""|""|"Y"
"S030812"|39|"20150224"|250|""|"20150224191429"|""|""|"Y"
"S031130"|17|"20150225"|4780|""|"20150225093228"|""|""|"Y"
"S031979"|545|"20150225"|8600|""|"20150225114832"|""|""|"Y"
"S032599"|42|"20150225"|500|""|"20150225150717"|""|""|"Y"
"S034075"|172|"20160407"|420|""|"20160407110116"|""|""|"Y"
"S032722"|303|"20150317"|600|""|"20150317101110"|""|""|"Y"
"S032601"|419|"20150225"|14500|""|"20150225171902"|""|""|"Y"
"S032192"|394|"20150225"|9680|""|"20150225173015"|""|""|"Y"
"S032663"|670|"20150225"|300|""|"20150225175945"|""|""|"Y"
"S011793"|101|"20150226"|9000|""|"20150226113259"|""|""|"Y"
"S032481"|103|"20150226"|9488|""|"20150226150659"|""|""|"Y"
"S031680"|271|"20150226"|1000|""|"20150226154724"|""|""|"Y"
"S032752"|483|"20150226"|5000|""|"20150226172407"|""|""|"Y"
"S032337"|58|"20150226"|10355|""|"20150226174317"|""|""|"Y"
"S031924"|136|"20150226"|11000|""|"20150226183533"|""|""|"Y"
"S032263"|306|"20150226"|10645|""|"20150226190926"|""|""|"Y"
"S032054"|271|"20150227"|1000|""|"20150227155334"|""|""|"Y"
"S031910"|340|"20150227"|2000|""|"20150227175939"|""|""|"Y"
"S009586"|1|"20150227"|11730|""|"20150227185906"|""|""|"Y"
"S031885"|533|"20150227"|12120|""|"20150227204708"|""|""|"Y"
"S030983"|2|"20150302"|6000|""|"20150302152957"|""|""|"Y"
"S006167"|17|"20150302"|980|""|"20150302160354"|""|""|"Y"
"S031339"|7|"20150302"|13000|""|"20150302171245"|""|""|"Y"
"S032045"|17|"20150302"|4780|""|"20150302180150"|""|""|"Y"
"S032194"|248|"20150302"|9310|""|"20150302182112"|""|""|"Y"
"S032111"|2|"20150302"|6000|""|"20150302184740"|""|""|"Y"
"S006243"|208|"20150310"|1000|""|"20150310151041"|""|""|"Y"
"S031007"|2|"20150303"|6000|""|"20150303100640"|""|""|"Y"
"S030931"|472|"20150303"|10055|""|"20150303100720"|""|""|"Y"
"S008247"|17|"20150302"|4780|""|"20150303101023"|"AA00042"|""|"Y"
"S031429"|2|"20150303"|6000|""|"20150303101930"|""|""|"Y"
"S032385"|655|"20150303"|10450|""|"20150303185655"|""|""|"Y"
"S032267"|17|"20150303"|4780|""|"20150303200705"|""|""|"Y"
"S032465"|404|"20150304"|3300|""|"20150304154639"|""|""|"Y"
"S032020"|655|"20150305"|10400|""|"20150305103023"|""|""|"Y"
"S032022"|16|"20150305"|3000|""|"20150305121557"|""|""|"Y"
"S032645"|36|"20150305"|1500|""|"20150305134910"|""|""|"Y"
"S031413"|2|"20150305"|6000|""|"20150305181615"|""|""|"Y"
"S032036"|110|"20150306"|10938|""|"20150306105916"|""|""|"Y"
"S032120"|532|"20150306"|7935|""|"20150306121305"|""|""|"Y"
"S032062"|2|"20150306"|6000|""|"20150306130148"|""|""|"Y"
"S008932"|150|"20150306"|1000|""|"20150306165919"|""|""|"Y"
"S032180"|135|"20150306"|3476|""|"20150306194158"|""|""|"Y"
"S031439"|394|"20150306"|9860|""|"20150306194431"|""|""|"Y"
"S030381"|306|"20150310"|10645|""|"20150310201431"|""|""|"Y"
"S008932"|20|"20150307"|1000|""|"20150307101457"|"AA00042"|""|"Y"
"S032665"|577|"20150307"|4060|""|"20150307145513"|""|""|"Y"
"S030701"|2|"20150307"|6000|""|"20150307152626"|""|""|"Y"
"S008749"|103|"20150311"|9488|""|"20150311110132"|""|""|"Y"
"S032654"|6|"20150218"|0|""|"20150307181711"|"AA00007"|""|"Y"
"S031525"|345|"20141201"|0|""|"20150307181948"|""|""|"Y"
"S032172"|533|"20150109"|12120|""|"20150307182244"|""|""|"Y"
"S031466"|318|"20141207"|964|""|"20150307182407"|""|""|"Y"
"S012396"|533|"20150307"|12120|""|"20150307191318"|""|""|"Y"
"S032460"|340|"20150309"|2000|""|"20150309111100"|""|""|"Y"
"S031788"|591|"20150309"|3350|""|"20150309150735"|""|""|"Y"
"S011490"|36|"20150310"|1500|""|"20150310123302"|""|""|"Y"
"S032011"|2|"20150310"|6000|""|"20150310125941"|""|""|"Y"
"S032081"|103|"20150311"|9488|""|"20150311121213"|""|""|"Y"
"S032678"|303|"20150311"|600|""|"20150311130122"|""|""|"Y"
"S032471"|302|"20150311"|4500|""|"20150311190527"|""|""|"Y"
"S031762"|17|"20150312"|980|""|"20150312110039"|""|""|"Y"
"S032189"|248|"20150312"|9310|""|"20150312114303"|""|""|"Y"
"S032591"|192|"20150312"|4942|""|"20150312124146"|""|""|"Y"
"S032717"|177|"20150312"|8890|""|"20150312164619"|""|""|"Y"
"S032490"|36|"20150312"|1500|""|"20150312164744"|""|""|"Y"
"S032356"|322|"20150312"|9760|""|"20150312173541"|""|""|"Y"
"S030298"|2|"20150313"|6000|""|"20150313113757"|""|""|"Y"
"S030772"|404|"20150313"|3300|""|"20150313162323"|""|""|"Y"
"S032691"|631|"20150313"|1000|""|"20150313164741"|""|""|"Y"
"S032323"|655|"20150313"|10450|""|"20150313183222"|""|""|"Y"
"S032323"|172|"20150313"|420|""|"20150313183253"|""|""|"Y"
"S031444"|36|"20150313"|1500|""|"20150313192101"|""|""|"Y"
"S033932"|575|"20160218"|9000|""|"20160218144644"|""|""|"Y"
"S032539"|89|"20150317"|6500|""|"20150317184351"|""|""|"Y"
"S032815"|346|"20150318"|2250|""|"20150318154111"|""|""|"Y"
"S032560"|7|"20150318"|13000|""|"20150318171552"|""|""|"Y"
"S032366"|16|"20150319"|8000|""|"20150319110558"|""|""|"Y"
"S030210"|533|"20150319"|12120|""|"20150319180131"|""|""|"Y"
"S032401"|457|"20150320"|9240|""|"20150320120630"|""|""|"Y"
"S032602"|344|"20150320"|1500|""|"20150320150727"|""|""|"Y"
"S032236"|340|"20150320"|2000|""|"20150320182539"|""|""|"Y"
"S031918"|192|"20150320"|4942|""|"20150320184708"|""|""|"Y"
"S032480"|250|"20150321"|10358|""|"20150321163449"|""|""|"Y"
"S032608"|250|"20150321"|10358|""|"20150321163650"|""|""|"Y"
"S032859"|528|"20150321"|2610|""|"20150321174654"|""|""|"Y"
"S032888"|348|"20150408"|595|""|"20150408145031"|""|""|"Y"
"S032164"|381|"20150321"|12375|""|"20150321184612"|""|""|"Y"
"S032116"|7|"20150323"|13000|""|"20150323151510"|""|""|"Y"
"S031639"|7|"20150323"|13000|""|"20150323152400"|""|""|"Y"
"S032733"|404|"20150323"|3300|""|"20150323182537"|""|""|"Y"
"S032529"|20|"20150323"|8370|""|"20150323184722"|""|""|"Y"
"S031594"|1|"20150324"|11730|""|"20150324102256"|""|""|"Y"
"S032834"|687|"20150324"|500|""|"20150324133732"|""|""|"Y"
"S032468"|55|"20150325"|1980|""|"20150325102559"|""|""|"Y"
"S032859"|30014|"20150321"|2660|""|"20150325105818"|"AA00054"|""|"Y"
"S030196"|39|"20150325"|250|""|"20150325110336"|""|""|"Y"
"S032410"|53|"20150325"|1500|""|"20150325130826"|""|""|"Y"
"S031960"|103|"20141217"|10003|""|"20150325150116"|"AA00029"|""|"Y"
"S031578"|337|"20150409"|800|""|"20150409104142"|""|""|"Y"
"S032874"|452|"20150324"|500|""|"20150325180829"|"AA00054"|""|"Y"
"S032872"|346|"20150326"|350|""|"20150326133708"|""|""|"Y"
"S032869"|346|"20150326"|350|""|"20150326133738"|""|""|"Y"
"S032684"|271|"20150327"|1000|""|"20150327102429"|""|""|"Y"
"S031728"|457|"20150327"|9240|""|"20150327105144"|""|""|"Y"
"S032181"|78|"20150327"|4500|""|"20150327113052"|""|""|"Y"
"S032660"|322|"20150317"|9760|""|"20150327120206"|""|""|"Y"
"S032210"|554|"20150327"|2000|""|"20150327180830"|""|""|"Y"
"S031702"|2|"20150328"|6000|""|"20150328165301"|""|""|"Y"
"S032554"|303|"20150330"|600|""|"20150330120552"|""|""|"Y"
"S031335"|339|"20150330"|7930|""|"20150330151345"|""|""|"Y"
"S031441"|303|"20150330"|600|""|"20150330172550"|""|""|"Y"
"S032137"|11|"20150330"|10545|""|"20150330202802"|""|""|"Y"
"S032525"|50|"20150331"|9500|""|"20150331155931"|""|""|"Y"
"S032836"|58|"20151224"|10355|""|"20151224115639"|""|""|"Y"
"S032686"|9|"20150331"|10650|""|"20150331181002"|""|""|"Y"
"S032824"|55|"20150331"|1980|""|"20150331181101"|""|""|"Y"
"S032754"|271|"20150331"|1000|""|"20150331181703"|""|""|"Y"
"S032883"|661|"20150401"|400|""|"20150401171332"|""|""|"Y"
"S031560"|9|"20150410"|10650|""|"20150410104336"|""|""|"Y"
"S032443"|348|"20150402"|595|""|"20150402095821"|"AA00007"|"Course	New Perspectives : Human Biology, Physics & Chemistry, Acting & Performance Skills
Accommodation	St Peter's College
Arrival Date	2 August 2015
Departure Date	15 August 2015"|"Y"
"S032536"|130|"20150414"|1000|""|"20150414191017"|""|""|"Y"
"S032746"|670|"20150417"|300|""|"20150417103933"|""|""|"Y"
"S030265"|346|"20150410"|350|""|"20150410124655"|""|"Leon - Enrolled Summer 2015"|"Y"
"S030265"|452|"20150410"|500|""|"20150410125624"|""|"Leon - Enrolled Summer 2015"|"Y"
"S031537"|679|"20150402"|450|""|"20150410131451"|"AA00054"|"Leon - Enrolled 2015"|"Y"
"S031536"|679|"20150402"|450|""|"20150410131751"|"AA00054"|"Leon - Enrolled summer 2015"|"Y"
"S007363"|30014|"20150410"|2660|""|"20150410132239"|""|"Leon - Enrolled Summer 2015"|"Y"
"S032630"|313|"20150410"|5000|""|"20150410180238"|""|""|"Y"
"S032796"|15|"20150410"|10725|""|"20150410180542"|""|""|"Y"
"S032615"|130|"20150411"|1000|""|"20150411100108"|""|""|"Y"
"S032596"|22|"20150411"|10950|""|"20150411104628"|""|""|"Y"
"S031436"|670|"20150411"|300|""|"20150411120750"|""|""|"Y"
"S031556"|3|"20141110"|0|""|"20150411205005"|""|""|"Y"
"S008675"|412|"20150331"|800|""|"20151215184258"|"AA00054"|"It is a day place."|"Y"
"S030423"|292|"20150420"|200|""|"20150420101431"|""|""|"Y"
"S032870"|694|"20150420"|445|""|"20150420143245"|""|""|"Y"
"S032095"|250|"20141201"|10358|""|"20150413100616"|""|""|"Y"
