"aa_id"|"infotype"|"info"|"lastupdate"|"staffid"|"remarks"
"S000001"|"Password"|"Password:
12345
don't use this password
54321"|"20120526144420"|""|""
"S007155"|"hello"|"I love England"|"20120623023610"|""|""
"S006680"|"Testing fsjdhfjshdfkjsh skjdhfkdsjh fkjdsh fkjdsh f"|"sdfsdf
sdfsd
fsd
fsd
fsdf"|"20120623212427"|""|""
"S012366"|"English Standard"|"EXCELLENT"|"20130709111329"|"AA00025"|""
"S010234"|"English Standard"|"ABOVE AVERAGE"|"20130724151457"|"AA00038"|""
"S012366"|"Character"|"Sporty, modest, Optimistic, easy going, organized"|"20130709111345"|"AA00025"|""
"S012366"|"Special Talents"|"Computer Skills, sports"|"20130709111351"|"AA00025"|""
"S010234"|"Interests / Hobbies"|"Play sports , Listen music"|"20130724151511"|"AA00038"|""
"S012366"|"Know AA From"|"Friend's recommendation"|"20130709111421"|"AA00025"|""
"S012366"|"Received News from AA"|"YES"|"20130709111438"|"AA00025"|""
"S012364"|"English Standard"|"EXCELLENT"|"20130709111652"|"AA00025"|""
"S012364"|"Interests / Hobbies"|"Playing bridge and debating"|"20130709111658"|"AA00025"|""
"S012364"|"Character"|"calm, diligent, reserved, logical"|"20130709111704"|"AA00025"|""
"S012364"|"Guardian in UK"|"close relatives"|"20130709111728"|"AA00025"|""
"S012364"|"Know AA From"|"through friends"|"20130709111735"|"AA00025"|""
"S012364"|"Received News from AA"|"YES"|"20130709111740"|"AA00025"|""
"S012368"|"English Standard"|"ABOVE AVERAGE"|"20130709111825"|"AA00025"|""
"S012368"|"Interests / Hobbies"|"singing and dancing"|"20130709111832"|"AA00025"|""
"S012368"|"Character"|"outgoing"|"20130709111837"|"AA00025"|""
"S012467"|"School Preferred"|"Headington School, Roedean School, Cheltenham Ladies College, Headington School, Downehouse School, Oundle School, Royal High School of Bath"|"20130906124833"|"AA00011"|""
"S012368"|"Other Requirement"|"boarding"|"20130709111852"|"AA00025"|""
"S012368"|"Preferred School Type"|"GIRLS"|"20130709111905"|"AA00025"|""
"S012368"|"Max Budget per Term"|"8000"|"20130709111912"|"AA00025"|""
"S012368"|"School Preferred"|"Headington; Badminton ; Epsom"|"20130709111919"|"AA00025"|""
"S012368"|"Reasons to Study in UK"|"escape from DSE"|"20130709111926"|"AA00025"|""
"S012368"|"Know AA From"|"refer by elder schoolmate"|"20130709111933"|"AA00025"|""
"S012368"|"Received News from AA"|"YES"|"20130709111939"|"AA00025"|""
"S012365"|"English Standard"|"ABOVE AVERAGE"|"20130709112017"|"AA00025"|""
"S012365"|"Interests / Hobbies"|"science subjects"|"20130709112023"|"AA00025"|""
"S012365"|"Character"|"hardworking"|"20130709112028"|"AA00025"|""
"S012365"|"Know AA From"|"referral"|"20130709112034"|"AA00025"|""
"S012365"|"Received News from AA"|"YES"|"20130709112039"|"AA00025"|""
"S012376"|"Interests / Hobbies"|"sports"|"20130710113741"|"AA00025"|""
"S012376"|"Character"|"active"|"20130710113748"|"AA00025"|""
"S012376"|"Special Talents"|"he is a member of boyscout"|"20130710113754"|"AA00025"|""
"S012376"|"Location Preference"|"South of England or near London"|"20130710113803"|"AA00025"|""
"S012376"|"Max Budget per Term"|"30000"|"20130710113810"|"AA00025"|""
"S030371"|"Received News from AA"|"Yes"|"20130913161427"|"AA00011"|""
"S012376"|"Reasons to Study in UK"|"could increase the English and academic knowledge and continue to study in university in UK."|"20130710113825"|"AA00025"|""
"S012376"|"Know AA From"|"one of my relative"|"20130710113832"|"AA00025"|""
"S012479"|"English Standard"|"Average"|"20130913174609"|"AA00011"|""
"S012369"|"English Standard"|"EXCELLENT"|"20130710122637"|"AA00038"|""
"S012369"|"Interests / Hobbies"|"Taekwondo,Piano,Swimming,Chess"|"20130710122651"|"AA00038"|""
"S012369"|"Character"|"Quietly Confident,Caring"|"20130710122852"|"AA00038"|""
"S012369"|"Special Talents"|"Taekwondo(already interviewes by Mr.Gammell at Charterhouse)"|"20130710122911"|"AA00038"|""
"S012369"|"Learning Difficulties"|"Nope"|"20130710122932"|"AA00038"|""
"S012467"|"School Applied Before"|"Headington School, Roedean School, Cheltenham Ladies College, Headington School, Downehouse School, Oundle School, Royal High School of Bath"|"20130906124858"|"AA00011"|""
"S012369"|"School Preferred"|"Charterhouse"|"20130710123046"|"AA00038"|""
"S012370"|"English Standard"|"EXCELLENT"|"20130710123240"|"AA00038"|""
"S012370"|"Interests / Hobbies"|"Taekwondo,Piano,Guitar,Cricket,Swimming,Puplic Speaking"|"20130710123255"|"AA00038"|""
"S012370"|"Character"|"Confident,Jovial"|"20130710123409"|"AA00038"|""
"S012370"|"Special Talents"|"Taekwondo and Puplic Speaking(already interviewes by Mr.Gammell at Charterhouse)"|"20130710123422"|"AA00038"|""
"S012370"|"Learning Difficulties"|"NOPE"|"20130710123435"|"AA00038"|""
"S030330"|"Work in Government"|"N"|"20130906130300"|"AA00011"|""
"S012370"|"Guardian in UK"|"Yes,Grandparents,Coventry"|"20130710123507"|"AA00038"|""
"S012370"|"School Preferred"|"Charterhouse"|"20130710123529"|"AA00038"|""
"S012369"|"Guardian in UK"|"Yes,Grandparents at Coventry"|"20130710123600"|"AA00038"|""
"S012373"|"English Standard"|"EXCELLENT"|"20130710124041"|"AA00038"|""
"S012373"|"Interests / Hobbies"|"Computer"|"20130710124057"|"AA00038"|""
"S012373"|"Learning Difficulties"|"Nope"|"20130710124116"|"AA00038"|""
"S030330"|"Interests / Hobbies"|"drawing"|"20130906130300"|"AA00011"|""
"S012373"|"Location Preference"|"Seenoaks or Eqv"|"20130710124200"|"AA00038"|""
"S012373"|"Preferred School Type"|"CO-ED"|"20130710124251"|"AA00038"|""
"S011945"|"English Standard"|"ABOVE AVERAGE"|"20130710182110"|"AA00038"|""
"S011945"|"Interests / Hobbies"|"Singing, reading and swimming"|"20130710182124"|"AA00038"|""
"S011945"|"Character"|"A cheerful, outgoing and helpful girl"|"20130710182138"|"AA00038"|""
"S011945"|"Preferred School Type"|"NO PREFERENCE"|"20130710182201"|"AA00038"|""
"S012394"|"English Standard"|"ABOVE AVERAGE"|"20130712103626"|"AA00025"|""
"S012394"|"Interests / Hobbies"|"swimming, badminton"|"20130712103633"|"AA00025"|""
"S012394"|"Character"|"cheerful"|"20130712103639"|"AA00025"|""
"S012394"|"Special Talents"|"language"|"20130712103645"|"AA00025"|""
"S030330"|"Character"|"gentle"|"20130906130300"|"AA00011"|""
"S012394"|"Location Preference"|"London"|"20130712103658"|"AA00025"|""
"S012394"|"Max Budget per Term"|"9000"|"20130712103704"|"AA00025"|""
"S012394"|"School Preferred"|"St. Paul's Girl's School, St. Swithun's School, Headington School, St. Mary's Caine"|"20130712103711"|"AA00025"|""
"S012394"|"School Applied Before"|"Wycombe Abbey School, Cheltenham Ladies's College, Badminton school Benenden School"|"20130712103719"|"AA00025"|""
"S012394"|"Know AA From"|"Belinda CHAN"|"20130712103725"|"AA00025"|""
"S012394"|"Received News from AA"|"YES"|"20130712103735"|"AA00025"|""
"S012390"|"English Standard"|"ABOVE AVERAGE"|"20130712103834"|"AA00025"|""
"S012388"|"English Standard"|"ABOVE AVERAGE"|"20130712103918"|"AA00025"|""
"S012388"|"Interests / Hobbies"|"Foreign Languages (particularly French and German), Politics, Current Affairs"|"20130712103924"|"AA00025"|""
"S012388"|"Character"|"Nice, friendly, curious"|"20130712103929"|"AA00025"|""
"S012388"|"Special Talents"|"Modern Foreign Languages"|"20130712103936"|"AA00025"|""
"S012388"|"Location Preference"|"England"|"20130712103943"|"AA00025"|""
"S012388"|"Other Requirement"|"Must offer HL French, German, Economics and/or Politics"|"20130712103950"|"AA00025"|""
"S012388"|"School Preferred"|"Wellington College, Sevenoaks School, Charterhouse School, UWC Atlantic College"|"20130712103959"|"AA00025"|""
"S012388"|"Reasons to Study in UK"|"Able to do IB HL subjects (French, German, Economics/Politics)"|"20130712104007"|"AA00025"|""
"S012388"|"Know AA From"|"Internet"|"20130712104012"|"AA00025"|""
"S012388"|"Received News from AA"|"YES"|"20130712104018"|"AA00025"|""
"S012393"|"English Standard"|"ABOVE AVERAGE"|"20130712104152"|"AA00025"|""
"S030330"|"Learning Difficulties"|"N"|"20130906130300"|"AA00011"|""
"S012393"|"Received News from AA"|"YES"|"20130712104233"|"AA00025"|""
"S012389"|"English Standard"|"EXCELLENT"|"20130712104354"|"AA00025"|""
"S012389"|"Interests / Hobbies"|"Science, Medical Stuff, Badminton"|"20130712104359"|"AA00025"|""
"S012389"|"Character"|"Inquisitive"|"20130712104404"|"AA00025"|""
"S012389"|"Special Talents"|"Physics, Chemistry, Biology"|"20130712104411"|"AA00025"|""
"S012389"|"Preferred School Type"|"CO-ED"|"20130712104417"|"AA00025"|""
"S012389"|"Reasons to Study in UK"|"To aviod the IB and to take AL instead"|"20130712104426"|"AA00025"|""
"S012389"|"Know AA From"|"Friends"|"20130712104432"|"AA00025"|""
"S012389"|"Received News from AA"|"YES"|"20130712104437"|"AA00025"|""
"S012402"|"English Standard"|"ABOVE AVERAGE"|"20130712141709"|"AA00025"|""
"S012402"|"Interests / Hobbies"|"Reading, debatem Listening to music, Piano"|"20130712141724"|"AA00025"|""
"S012402"|"Character"|"Easy-going, Hard-working, Striving for best"|"20130712141730"|"AA00025"|""
"S030330"|"Studying in UK"|"Y"|"20130906130300"|"AA00011"|""
"S030330"|"Studying in UK School"|"sister"|"20130906130300"|"AA00011"|""
"S012402"|"Location Preference"|"South of England, London"|"20130712141813"|"AA00025"|""
"S012402"|"School Preferred"|"Wycombe Abbey, Cheltenham Ladies' College"|"20130712141822"|"AA00025"|""
"S012402"|"Preferred School Type"|"GIRLS"|"20130712141828"|"AA00025"|""
"S012402"|"Reasons to Study in UK"|"To get into oxbridge or Imperial"|"20130712141835"|"AA00025"|""
"S012402"|"Know AA From"|"Friend"|"20130712141840"|"AA00025"|""
"S012402"|"Received News from AA"|"YES"|"20130712141850"|"AA00025"|""
"S006625"|"English Standard"|"EXCELLENT"|"20130712153953"|"AA00025"|""
"S006625"|"Interests / Hobbies"|"reading(English books) , writing"|"20130712153958"|"AA00025"|""
"S006625"|"Preferred School Type"|"BOYS"|"20130712154004"|"AA00025"|""
"S030330"|"Guardian Type"|"Y"|"20130906130300"|"AA00011"|""
"S006625"|"Received News from AA"|"YES"|"20130712154011"|"AA00025"|""
"S034722"|"Work in Government"|"N"|"20160813094044"|"AA00069"|""
"S012407"|"Interests / Hobbies"|"computer games, guitar, tennis"|"20130713124129"|"AA00025"|""
"S012407"|"Character"|"positive, but a bit laid back, contented"|"20130713124138"|"AA00025"|""
"S012407"|"Preferred School Type"|"BOYS"|"20130713124149"|"AA00025"|""
"S012407"|"Received News from AA"|"YES"|"20130713124155"|"AA00025"|""
"S012404"|"English Standard"|"AVERAGE"|"20130713124228"|"AA00025"|""
"S012404"|"Interests / Hobbies"|"computer games, guitar, tennis, volleyball"|"20130713124235"|"AA00025"|""
"S012404"|"Character"|"caring, positive, quite confident"|"20130713124242"|"AA00025"|""
"S012404"|"Received News from AA"|"YES"|"20130713124254"|"AA00025"|""
"S012413"|"English Standard"|"Excellent"|"20130713161425"|"AA00038"|""
"S012413"|"Interests / Hobbies"|"Jazz,Piano,Painting,Cooking"|"20130713161453"|"AA00038"|""
"S012413"|"Character"|"Outing,Friendly"|"20130713161512"|"AA00038"|""
"S012413"|"Learning Difficulties"|"Nope"|"20130713161554"|"AA00038"|""
"S012413"|"Studying in UK"|"Yes,In Manchester"|"20130713161621"|"AA00038"|""
"S012413"|"Guardian in UK"|"Yes,In Edingburgh"|"20130713161715"|"AA00038"|""
"S012413"|"Preferred School Type"|"Girls or Co-ed"|"20130713161839"|"AA00038"|""
"S012413"|"Other Requirement"|"With Boarding Facilities"|"20130713162338"|"AA00038"|""
"S012413"|"School Preferred"|"Chelternham Ladies College"|"20130713162417"|"AA00038"|""
"S012415"|"English Standard"|"Average"|"20130715120722"|"AA00038"|""
"S012438"|"Character"|"Confident and outgoing"|"20130717102511"|"AA00025"|""
"S012415"|"Interests / Hobbies"|"Swimming, Reading books, Volunteering Works"|"20130715120745"|"AA00038"|""
"S012415"|"Special Talents"|"Piano, Clarinet"|"20130715120803"|"AA00038"|""
"S012426"|"English Standard"|"Above Average"|"20130715122110"|"AA00038"|""
"S012426"|"Interests / Hobbies"|"Dance"|"20130715122121"|"AA00038"|""
"S012426"|"Character"|"Out-going"|"20130715122228"|"AA00038"|""
"S012426"|"Studying in UK"|"City of London Freemens School"|"20130715122252"|"AA00038"|""
"S012426"|"Special Talents"|"Public Speaking"|"20130715122306"|"AA00038"|""
"S012417"|"Interests / Hobbies"|"Performance Art: Dance (Chinse,Dance, Jazz) Speech & Drama, Basketball, Volley Ball"|"20130715154012"|"AA00011"|""
"S012417"|"Character"|"Cheerful, Positive, Creative, Dedicated, Caring, Responsible, Excellent Team Player"|"20130715154128"|"AA00011"|""
"S012417"|"English Standard"|"Excellent"|"20130715154142"|"AA00011"|""
"S012417"|"Special Talents"|"Chinese Dance, Drama, Public Speaking"|"20130715154201"|"AA00011"|""
"S012417"|"Preferred School Type"|"Girls"|"20130715154436"|"AA00011"|""
"S012424"|"English Standard"|"above average"|"20130715181206"|"AA00011"|""
"S012424"|"Interests / Hobbies"|"dance(ballet).piano.flute.reading.coral speaking"|"20130715181224"|"AA00011"|""
"S012424"|"Character"|"outgoing"|"20130715181239"|"AA00011"|""
"S012424"|"Special Talents"|"dance(ballet)"|"20130715181259"|"AA00011"|""
"S012424"|"Location Preference"|"Christ Hospital College"|"20130715181320"|"AA00011"|""
"S012424"|"Preferred School Type"|"girls"|"20130715181506"|"AA00011"|""
"S012424"|"School Preferred"|"Christ Hospital College"|"20130715181536"|"AA00011"|""
"S012420"|"English Standard"|"above average"|"20130715181825"|"AA00011"|""
"S012420"|"Interests / Hobbies"|"sports"|"20130715181832"|"AA00011"|""
"S012420"|"Character"|"sporty"|"20130715181846"|"AA00011"|""
"S030330"|"Guardian in UK"|"friend"|"20130906130300"|"AA00011"|""
"S012418"|"English Standard"|"excellent"|"20130715182125"|"AA00011"|""
"S012418"|"School Preferred"|"Charterhouse, Sevenoaks, Benendon School, Abbey College"|"20130715182145"|"AA00011"|""
"S012427"|"Interests / Hobbies"|"dancing, basketball, music"|"20130715185434"|"AA00011"|""
"S012427"|"Preferred School Type"|"Girls"|"20130715185513"|"AA00011"|""
"S012036"|"English Standard"|"ABOVE AVERAGE"|"20130716104014"|"AA00025"|""
"S012036"|"Interests / Hobbies"|"violin, table tennis, basketball. swimming"|"20130716104020"|"AA00025"|""
"S012036"|"Character"|"active and energetic, outgoing, sociable"|"20130716104025"|"AA00025"|""
"S030330"|"Location Preference"|"South England"|"20130906130300"|"AA00011"|""
"S012036"|"Religion Requirement"|"catholic preferred"|"20130716104056"|"AA00025"|""
"S012036"|"Preferred School Type"|"BOYS"|"20130716104102"|"AA00025"|""
"S012036"|"School Preferred"|"Harrow, Tonbridge, Radley, Winchester"|"20130716104109"|"AA00025"|""
"S012036"|"Know AA From"|"friend's recommendation"|"20130716104114"|"AA00025"|""
"S012416"|"English Standard"|"ABOVE AVERAGE"|"20130716112023"|"AA00025"|""
"S012416"|"Interests / Hobbies"|"Basketball"|"20130716112032"|"AA00025"|""
"S012416"|"Character"|"Considerate, cautious, attentive"|"20130716112040"|"AA00025"|""
"S012416"|"Special Talents"|"piano"|"20130716112052"|"AA00025"|""
"S030330"|"Religion Requirement"|"Christian"|"20130906130300"|"AA00011"|""
"S030330"|"English Standard"|"average"|"20130906130647"|"AA00011"|""
"S012416"|"Know AA From"|"Word of mouth"|"20130716112131"|"AA00025"|""
"S008708"|"Character"|"gun-loving"|"20130724175948"|"AA00038"|""
"S012419"|"English Standard"|"ABOVE AVERAGE"|"20130716112817"|"AA00025"|""
"S012419"|"Interests / Hobbies"|"performing arts, music"|"20130716112822"|"AA00025"|""
"S012419"|"Special Talents"|"talkative, friendly"|"20130716112829"|"AA00025"|""
"S012419"|"School Preferred"|"Tonbridge, Winchester, Seven Oaks, Harrow"|"20130716112835"|"AA00025"|""
"S012419"|"School Applied Before"|"Tonbridge, Winchester, Seven Oaks"|"20130716112844"|"AA00025"|""
"S012419"|"Received News from AA"|"YES"|"20130716112851"|"AA00025"|""
"S012430"|"English Standard"|"ABOVE AVERAGE"|"20130716113005"|"AA00025"|""
"S012430"|"Interests / Hobbies"|"Basketball and volleyball"|"20130716113010"|"AA00025"|""
"S012430"|"Character"|"Responsible, honest, helpful"|"20130716113016"|"AA00025"|""
"S008708"|"English Standard"|"Above Average"|"20130724180008"|"AA00038"|""
"S030330"|"Preferred School Type"|"girls"|"20130906130656"|"AA00011"|""
"S012430"|"School Preferred"|"Strewsbury School, Tonbridge School, Brighton College, Charterhouse, Abingdon School"|"20130716113037"|"AA00025"|""
"S012430"|"Reasons to Study in UK"|"I am a British citizen and I want to study in my homeland."|"20130716113043"|"AA00025"|""
"S012430"|"Know AA From"|"Introduced by Lauree Wang"|"20130716113049"|"AA00025"|""
"S012430"|"Received News from AA"|"YES"|"20130716113056"|"AA00025"|""
"S012433"|"English Standard"|"ABOVE AVERAGE"|"20130716113230"|"AA00025"|""
"S012433"|"Interests / Hobbies"|"Reading, Running, Science"|"20130716113236"|"AA00025"|""
"S012433"|"Character"|"Optimistic, sociable, responsible"|"20130716113241"|"AA00025"|""
"S030324"|"English Standard"|"Above average"|"20130906164434"|"AA00011"|""
"S012433"|"School Preferred"|"Shrewsbury School, Brighton College, Charterhouse, Tonbridge School, Abingdon School"|"20130716113255"|"AA00025"|""
"S012433"|"Reasons to Study in UK"|"I'm a British Citizen, and i want to study in my motherland."|"20130716113302"|"AA00025"|""
"S012433"|"Know AA From"|"Introduced by Lauree Wang"|"20130716113309"|"AA00025"|""
"S012433"|"Received News from AA"|"YES"|"20130716113315"|"AA00025"|""
"S012432"|"English Standard"|"ABOVE AVERAGE"|"20130716113355"|"AA00025"|""
"S012432"|"Reasons to Study in UK"|"To study A-level course"|"20130716113401"|"AA00025"|""
"S012432"|"Know AA From"|"From friends"|"20130716113407"|"AA00025"|""
"S012432"|"Received News from AA"|"YES"|"20130716113413"|"AA00025"|""
"S012438"|"English Standard"|"EXCELLENT"|"20130717102457"|"AA00025"|""
"S012438"|"Interests / Hobbies"|"Golf and movie making"|"20130717102503"|"AA00025"|""
"S030324"|"Preferred School Type"|"Co-ed"|"20130906164442"|"AA00011"|""
"S012438"|"School Preferred"|"Harrow School"|"20130717102553"|"AA00025"|""
"S012438"|"School Applied Before"|"Harrow School"|"20130717102557"|"AA00025"|""
"S012438"|"Reasons to Study in UK"|"Learn to be leader"|"20130717102603"|"AA00025"|""
"S012438"|"Received News from AA"|"NO"|"20130717102611"|"AA00025"|""
"S012438"|"Know AA From"|"Through Harrow School"|"20130717102615"|"AA00025"|""
"S012439"|"English Standard"|"ABOVE AVERAGE"|"20130717102654"|"AA00025"|""
"S012439"|"Interests / Hobbies"|"Swimming, Golf, Cello, Painting"|"20130717102659"|"AA00025"|""
"S012439"|"Character"|"Outgoing, energetic"|"20130717102705"|"AA00025"|""
"S012439"|"Special Talents"|"Swimming, Hong Kong Team"|"20130717102710"|"AA00025"|""
"S012439"|"Know AA From"|"Friends' reference"|"20130717102715"|"AA00025"|""
"S012439"|"Preferred School Type"|"BOYS"|"20130717102721"|"AA00025"|""
"S012439"|"Received News from AA"|"YES"|"20130717102727"|"AA00025"|""
"S012449"|"English Standard"|"ABOVE AVERAGE"|"20130719110658"|"AA00025"|""
"S012449"|"Interests / Hobbies"|"rugby, tennis, basketball, table tennis, making model, flute"|"20130719110705"|"AA00025"|""
"S012449"|"Character"|"out-going, friendly, team player, willing to take the lead"|"20130719110710"|"AA00025"|""
"S012449"|"Special Talents"|"gifted child, double distinction in world class arena"|"20130719110715"|"AA00025"|""
"S030343"|"Work in Government"|"N"|"20130906164750"|"AA00011"|""
"S012449"|"Other Requirement"|"Pre U, IB, majority boarders"|"20130719110742"|"AA00025"|""
"S012449"|"School Preferred"|"Charterhouse"|"20130719110749"|"AA00025"|""
"S008708"|"Interests / Hobbies"|"Sports,Scouting,Drama,Community Service"|"20130724180047"|"AA00038"|""
"S012449"|"Received News from AA"|"YES"|"20130719110803"|"AA00025"|""
"S008708"|"Learning Difficulties"|"Yes"|"20130724180106"|"AA00038"|""
"S012449"|"Reasons to Study in UK"|"1. want to study in school that can inspire students to broaden their view. 
2. quality teaching staffs. 
3. balanced between academic sports and music"|"20130719110908"|"AA00025"|""
"S006777"|"English Standard"|"EXCELLENT"|"20130719111218"|"AA00025"|""
"S006777"|"Interests / Hobbies"|"Reading, writing, playing badminton, playing chess, watching movies, listening to music"|"20130719111228"|"AA00025"|""
"S006777"|"Character"|"Cheerful, caring, helpful"|"20130719111233"|"AA00025"|""
"S008708"|"Preferred School Type"|"No Preference"|"20130724180132"|"AA00038"|""
"S008708"|"Reasons to Study in UK"|"Good boarding School"|"20130724180156"|"AA00038"|""
"S030343"|"English Standard"|"above average"|"20130906165624"|"AA00011"|""
"S006777"|"Location Preference"|"England"|"20130719111239"|"AA00025"|""
"S006777"|"Preferred School Type"|"BOYS"|"20130719111245"|"AA00025"|""
"S006777"|"School Preferred"|"Colchester Royal Grammar School Harrow School Tonbridge School"|"20130719111253"|"AA00025"|""
"S006777"|"Know AA From"|"Through advertisement"|"20130719111300"|"AA00025"|""
"S006777"|"Received News from AA"|"YES"|"20130719111307"|"AA00025"|""
"S012343"|"English Standard"|"AVERAGE"|"20130719112259"|"AA00025"|""
"S012343"|"Interests / Hobbies"|"none"|"20130719112303"|"AA00025"|""
"S012343"|"Character"|"cheerful"|"20130719112308"|"AA00025"|""
"S012343"|"Special Talents"|"guitar,drawing"|"20130719112316"|"AA00025"|""
"S012343"|"Know AA From"|"via sufing the Internet"|"20130719112325"|"AA00025"|""
"S012343"|"Received News from AA"|"YES"|"20130719112332"|"AA00025"|""
"S012334"|"English Standard"|"ABOVE AVERAGE"|"20130719112358"|"AA00038"|""
"S012334"|"Interests / Hobbies"|"Listening to Music, Travelling, Playing basketball, Ice-skating"|"20130719112417"|"AA00038"|""
"S012334"|"Character"|"Cheerful, Outgoing, Willing to Help"|"20130719112434"|"AA00038"|""
"S012334"|"Special Talents"|"Diploma in Piano"|"20130719112459"|"AA00038"|""
"S012334"|"Preferred School Type"|"GIRLS"|"20130719112527"|"AA00038"|""
"S012334"|"Reasons to Study in UK"|"England has a better learning environment and the method of teaching is more sutiable for me."|"20130719112549"|"AA00038"|""
"S012450"|"Know AA From"|"Friends"|"20130719154023"|"AA00025"|""
"S012450"|"Received News from AA"|"YES"|"20130719154031"|"AA00025"|""
"S012452"|"English Standard"|"average"|"20130719154811"|"AA00011"|""
"S012452"|"Interests / Hobbies"|"football, music, cooking"|"20130719154825"|"AA00011"|""
"S012452"|"Character"|"upright, positive, sociable"|"20130719154839"|"AA00011"|""
"S012452"|"Special Talents"|"Leadership, public speaking"|"20130719154853"|"AA00011"|""
"S012452"|"Learning Difficulties"|"no"|"20130719154904"|"AA00011"|""
"S030396"|"English Standard"|"Above average"|"20130904112107"|"AA00011"|""
"S030396"|"Preferred School Type"|"Co-ed"|"20130904112119"|"AA00011"|""
"S012452"|"Location Preference"|"Yes, London or southern England"|"20130719155044"|"AA00011"|""
"S030323"|"Work in Government"|"Y"|"20130904112906"|"AA00011"|""
"S012452"|"Preferred School Type"|"No preference"|"20130719155125"|"AA00011"|""
"S012452"|"Max Budget per Term"|"15000"|"20130719155144"|"AA00011"|""
"S012452"|"School Preferred"|"Colchester, Ashford, Asby"|"20130719155203"|"AA00011"|""
"S012452"|"Reasons to Study in UK"|"horizon boardening, international cultural exposure, all rounded development"|"20130719155219"|"AA00011"|""
"S012455"|"English Standard"|"ABOVE AVERAGE"|"20130720101233"|"AA00025"|""
"S012455"|"Interests / Hobbies"|"basketball"|"20130720101240"|"AA00025"|""
"S012455"|"Character"|"outgoing, cheerful, mature & independence"|"20130720101247"|"AA00025"|""
"S012455"|"Special Talents"|"leadership"|"20130720101252"|"AA00025"|""
"S012455"|"Preferred School Type"|"CO-ED"|"20130720101303"|"AA00025"|""
"S012455"|"Max Budget per Term"|"9000"|"20130720101311"|"AA00025"|""
"S012455"|"Religion Requirement"|"christian"|"20130720101316"|"AA00025"|""
"S012455"|"School Preferred"|"1. Cardiff 6th form college 2. City of London Freemen's School 3. Caterham school"|"20130720101322"|"AA00025"|""
"S012455"|"Reasons to Study in UK"|"Better chance of getting into a well-known/reputed university"|"20130720101328"|"AA00025"|""
"S008708"|"Religion Requirement"|"Catholic(If Pose)"|"20130724180249"|"AA00038"|""
"S012455"|"Know AA From"|"Kevin is a brother of Natalie Wong Tzee Tsin, who had applied through Academic Asia for her F6 studies with Woldingham School"|"20130720101351"|"AA00025"|""
"S012455"|"Received News from AA"|"YES"|"20130720101355"|"AA00025"|""
"S012456"|"English Standard"|"EXCELLENT"|"20130720101605"|"AA00025"|""
"S012456"|"Interests / Hobbies"|"Reading, Piano, Sports (Swimming, Rugby, Netball, Badminton and more) , Dance, Film Studies"|"20130720101611"|"AA00025"|""
"S012456"|"Character"|"Friendly, Open-minded, Positive attitude, Confidence"|"20130720101618"|"AA00025"|""
"S012456"|"Special Talents"|"Current playing Piano Grade 8, Latin Dance"|"20130720101624"|"AA00025"|""
"S012456"|"Location Preference"|"South side of England (Not North England, Scotland and Wales)"|"20130720101633"|"AA00025"|""
"S012456"|"School Preferred"|"IB schools, subjects that provide a Dental pathway"|"20130720101643"|"AA00025"|""
"S012456"|"Reasons to Study in UK"|"More choices of colleges and universities for Dentistry."|"20130720101649"|"AA00025"|""
"S012456"|"Know AA From"|"Friend"|"20130720101656"|"AA00025"|""
"S012456"|"Received News from AA"|"YES"|"20130720101701"|"AA00025"|""
"S012457"|"English Standard"|"ABOVE AVERAGE"|"20130720101752"|"AA00025"|""
"S012457"|"Interests / Hobbies"|"Skating, athletics"|"20130720101758"|"AA00025"|""
"S012457"|"Character"|"Outgoing"|"20130720101803"|"AA00025"|""
"S012457"|"Preferred School Type"|"CO-ED"|"20130720101810"|"AA00025"|""
"S012457"|"School Preferred"|"Caterham School"|"20130720101816"|"AA00025"|""
"S012457"|"School Applied Before"|"Roedean School"|"20130720101832"|"AA00025"|""
"S030323"|"Interests / Hobbies"|"Reading, ballet"|"20130904112906"|"AA00011"|""
"S012457"|"Received News from AA"|"YES"|"20130720101839"|"AA00025"|""
"S012458"|"English Standard"|"EXCELLENT"|"20130720101933"|"AA00025"|""
"S012458"|"Interests / Hobbies"|"Cycling, basketball"|"20130720101938"|"AA00025"|""
"S012458"|"Character"|"Outgoing, friendly"|"20130720101943"|"AA00025"|""
"S012458"|"Preferred School Type"|"CO-ED"|"20130720101950"|"AA00025"|""
"S012458"|"School Preferred"|"Ryde School"|"20130720101957"|"AA00025"|""
"S012458"|"Know AA From"|"Recommended by friend"|"20130720102002"|"AA00025"|""
"S012458"|"Received News from AA"|"YES"|"20130720102011"|"AA00025"|""
"S012245"|"English Standard"|"EXCELLENT"|"20130720114707"|"AA00025"|""
"S030323"|"Character"|"Active"|"20130904112906"|"AA00011"|""
"S012245"|"Received News from AA"|"YES"|"20130720114720"|"AA00025"|""
"S012348"|"Interests / Hobbies"|"sports, music & visual arts"|"20130720132930"|"AA00011"|""
"S012348"|"Character"|"active, cheerful & enthusiastic"|"20130720132950"|"AA00011"|""
"S012348"|"Special Talents"|"Piano playing, drawing, badminton"|"20130720133003"|"AA00011"|""
"S012463"|"Interests / Hobbies"|"sports, reading"|"20130720142442"|"AA00011"|""
"S012463"|"Character"|"pleasant, sociable"|"20130720142457"|"AA00011"|""
"S012463"|"Special Talents"|"sports (shot put & orcus throw)"|"20130720142511"|"AA00011"|""
