"aa_id"|"infotype"|"info"|"lastupdate"|"staffid"|"remarks"
"S033868"|"Work in Government"|"Y"|"20151219095616"|"AA00038"|""
"S033868"|"English Standard"|"AVERAGE"|"20151219095616"|"AA00038"|""
"S033868"|"Interests / Hobbies"|"TABLE TENNIS"|"20151219095616"|"AA00038"|""
"S033868"|"Character"|"PROACTIVE"|"20151219095616"|"AA00038"|""
"S033868"|"Learning Difficulties"|"N"|"20151219095616"|"AA00038"|""
"S033868"|"Special Talents"|"TABLE TENNIS"|"20151219095616"|"AA00038"|""
"S033868"|"Studying in UK"|"Y"|"20151219095616"|"AA00038"|""
"S033868"|"Studying in UK School"|"Cousin is studying university in England"|"20151219095616"|"AA00038"|""
"S033868"|"Guardian Type"|"N"|"20151219095616"|"AA00038"|""
"S033868"|"Location Preference"|"NO PREFRENCE"|"20151219095616"|"AA00038"|""
"S033868"|"Preferred School Type"|"NO PREFERENCE"|"20151219095616"|"AA00038"|""
"S033868"|"Religion Requirement"|"NO PREFERENCE"|"20151219095616"|"AA00038"|""
"S033868"|"Other Requirement"|"BOARDING SCHOOL"|"20151219095616"|"AA00038"|""
"S033868"|"School Preferred"|"DALLAM SCHOOL AT MILNTHORPE IN CUMBRIA"|"20151219095616"|"AA00038"|""
"S033913"|"Work in Government"|"N"|"20151228101256"|"AA00011"|""
"S033913"|"English Standard"|"ABOVE AVERAGE"|"20151228101256"|"AA00011"|""
"S033913"|"Interests / Hobbies"|"scouting, soccer"|"20151228101256"|"AA00011"|""
"S033913"|"Character"|"Cheerful, friendly"|"20151228101256"|"AA00011"|""
"S033913"|"Learning Difficulties"|"N"|"20151228101256"|"AA00011"|""
"S033913"|"Studying in UK"|"Y"|"20151228101256"|"AA00011"|""
"S033913"|"Studying in UK School"|"Brother in Nottingham"|"20151228101256"|"AA00011"|""
"S033913"|"Guardian Type"|"Y"|"20151228101256"|"AA00011"|""
"S033913"|"Guardian in UK"|"Brotherp"|"20151228101256"|"AA00011"|""
"S033913"|"Location Preference"|"London"|"20151228101256"|"AA00011"|""
"S033913"|"Preferred School Type"|"CO-ED"|"20151228101256"|"AA00011"|""
"S033913"|"Max Budget per Term"|"£40,000 per year"|"20151228101256"|"AA00011"|""
"S033913"|"Religion Requirement"|"Nil"|"20151228101256"|"AA00011"|""
"S033913"|"School Applied Before"|"Caterham"|"20151228101256"|"AA00011"|""
"S033899"|"English Standard"|"average"|"20151228141731"|"AA00011"|""
"S033907"|"Studying in UK"|"Y"|"20151230095318"|"AA00011"|""
"S033907"|"Guardian Type"|"Y"|"20151230095318"|"AA00011"|""
"S033907"|"Preferred School Type"|"CO-ED"|"20151230095318"|"AA00011"|""
"S033909"|"Interests / Hobbies"|"swimming, tennis, table-tennis, badminton, interested in leadership activities and participant in charity events"|"20151231101428"|"AA00011"|""
"S033909"|"Character"|"open, funny, independent"|"20151231101445"|"AA00011"|""
"S033909"|"School Preferred"|"Sevenoaks School"|"20151231101953"|"AA00011"|""
"S033909"|"School Applied Before"|"Queen Ethelburga's"|"20151231102114"|"AA00011"|""
"S033910"|"Character"|"energet,dependable,confident"|"20151231111532"|"AA00038"|""
"S033910"|"Special Talents"|"trumpet,chinese dance"|"20151231111600"|"AA00038"|""
"S033910"|"Reasons to Study in UK"|"good learning environment,can broaden horizans,meet different culture in the word"|"20151231111803"|"AA00038"|""
"S033916"|"Work in Government"|"N"|"20160102094553"|"AA00038"|""
"S033912"|"English Standard"|"ABOVE AVERAGE"|"20160102132146"|"AA00038"|""
"S033912"|"Interests / Hobbies"|"Sports"|"20160102132146"|"AA00038"|""
"S033912"|"Special Talents"|"Excellent at table tennis"|"20160102132146"|"AA00038"|""
"S033912"|"Studying in UK"|"N"|"20160102132146"|"AA00038"|""
"S033912"|"Guardian Type"|"N"|"20160102132146"|"AA00038"|""
"S033914"|"Character"|"pleasant, concentrate on study"|"20160102151614"|"AA00011"|""
"S033914"|"Relatives / Friends Studying in UK"|"Yes, Lancing College"|"20160102151630"|"AA00011"|""
"S033917"|"English Standard"|"average"|"20160104101731"|"AA00011"|""
"S033917"|"Interests / Hobbies"|"basketball , ice skating"|"20160104101748"|"AA00011"|""
"S033917"|"Character"|"shy, silent"|"20160104101802"|"AA00011"|""
"S033917"|"Relatives / Friends Studying in UK"|"Yes, Cardiff University"|"20160104101816"|"AA00011"|""
"S033929"|"Work in Government"|"N"|"20160108154323"|"AA00038"|""
"S033929"|"English Standard"|"EXCELLENT"|"20160108154323"|"AA00038"|""
"S033929"|"Interests / Hobbies"|"Reading, piano, creative writing"|"20160108154323"|"AA00038"|""
"S033929"|"Character"|"Gentle, good nature & shy"|"20160108154323"|"AA00038"|""
"S033929"|"Learning Difficulties"|"N"|"20160108154323"|"AA00038"|""
"S033929"|"Special Talents"|"Piano"|"20160108154323"|"AA00038"|""
"S033929"|"Studying in UK"|"Y"|"20160108154323"|"AA00038"|""
"S033929"|"Studying in UK School"|"Cousin studying at Cheltenham Ladies"|"20160108154323"|"AA00038"|""
"S033929"|"Guardian Type"|"Y"|"20160108154323"|"AA00038"|""
"S033929"|"Guardian in UK"|"Both friends and relatives have agreed to be guardians"|"20160108154323"|"AA00038"|""
"S033929"|"Location Preference"|"proximity to south of England"|"20160108154323"|"AA00038"|""
"S033929"|"Preferred School Type"|"GIRLS"|"20160108154323"|"AA00038"|""
"S033929"|"Religion Requirement"|"Christian"|"20160108154323"|"AA00038"|""
"S033929"|"School Preferred"|"Headington School,Brighton College"|"20160108154323"|"AA00038"|""
"S033929"|"School Applied Before"|"Registered with Cheltenham Ladies College"|"20160108154323"|"AA00038"|""
"S033929"|"Reasons to Study in UK"|"Better studying environment"|"20160108154323"|"AA00038"|""
"S034253"|"Work in Government"|"N"|"20160108154504"|"AA00038"|""
"S033874"|"Work in Government"|"N"|"20151219100018"|"AA00038"|""
"S033874"|"English Standard"|"ABOVE AVERAGE"|"20151219100018"|"AA00038"|""
"S033874"|"Interests / Hobbies"|"Drawing, Rugby, Volleyball, Guitar, Piano, Horse riding, Ice skating,"|"20151219100018"|"AA00038"|""
"S033874"|"Character"|"Quite at first, talkative, good listener, boyish,"|"20151219100018"|"AA00038"|""
"S033874"|"Learning Difficulties"|"N"|"20151219100018"|"AA00038"|""
"S033874"|"Studying in UK"|"Y"|"20151219100018"|"AA00038"|""
"S033874"|"Studying in UK School"|"Cousin"|"20151219100018"|"AA00038"|""
"S033874"|"Guardian Type"|"N"|"20151219100018"|"AA00038"|""
"S033874"|"Location Preference"|"Near London, cities near London"|"20151219100018"|"AA00038"|""
"S033874"|"Preferred School Type"|"CO-ED"|"20151219100018"|"AA00038"|""
"S033874"|"School Preferred"|"ACS Cobham International School"|"20151219100018"|"AA00038"|""
"S033874"|"School Applied Before"|"Haileybury"|"20151219100018"|"AA00038"|""
"S033871"|"English Standard"|"excellent"|"20151219104213"|"AA00011"|""
"S033871"|"Interests / Hobbies"|"music - piano, ballet dance, basketball, swimming, reading"|"20151219104243"|"AA00011"|""
"S033871"|"Character"|"diligent, open and cheerful & willing to learn"|"20151219104325"|"AA00011"|""
"S033871"|"Relatives / Friends Studying in UK"|"Yes"|"20151219104350"|"AA00011"|""
"S033871"|"Relatives / Friends act as Guardian in UK"|"Yes"|"20151219104401"|"AA00011"|""
"S033871"|"Special Talents"|"piano - grade 8"|"20151219104416"|"AA00011"|""
"S033871"|"Location Preference"|"girls / co-ed"|"20151219104429"|"AA00011"|""
"S033871"|"School Preferred"|"CLC, St. Swithun, Downe House"|"20151219104457"|"AA00011"|""
"S033871"|"Reasons to Study in UK"|"widen her exposure"|"20151219104517"|"AA00011"|""
"S033875"|"Interests / Hobbies"|"table tennis, taekwondo, violin, gochess, maths & science"|"20151219143423"|"AA00011"|""
"S033875"|"Character"|"outgoing & curious"|"20151219143436"|"AA00011"|""
"S033875"|"Relatives / Friends Studying in UK"|"Yes"|"20151219143446"|"AA00011"|""
"S033875"|"Relatives / Friends act as Guardian in UK"|"Yes"|"20151219143455"|"AA00011"|""
"S033875"|"Preferred School Type"|"boys"|"20151219143507"|"AA00011"|""
"S033875"|"Reasons to Study in UK"|"gain overseas expriences in a structured environment"|"20151219143615"|"AA00011"|""
"S033877"|"English Standard"|"above average"|"20151219154730"|"AA00011"|""
"S033877"|"Interests / Hobbies"|"music, reading, jogging"|"20151219154750"|"AA00011"|""
"S033877"|"Character"|"gentle & quiet"|"20151219154803"|"AA00011"|""
"S033877"|"Relatives / Friends Studying in UK"|"Yes, Sussex University"|"20151219154819"|"AA00011"|""
"S033877"|"Relatives / Friends act as Guardian in UK"|"Yes, Brimingham"|"20151219154847"|"AA00011"|""
"S033877"|"Special Talents"|"good I.T. skill"|"20151219154859"|"AA00011"|""
"S033877"|"Location Preference"|"boys / co-ed"|"20151219154914"|"AA00011"|""
"S033877"|"Religion Requirement"|"Yes"|"20151219154925"|"AA00011"|""
"S033877"|"Other Requirement"|"state school if possible"|"20151219154950"|"AA00011"|""
"S033877"|"School Preferred"|"Colchester Grammar School"|"20151219155017"|"AA00011"|""
"S033877"|"Reasons to Study in UK"|"He can be more independent & braoden her knowldege in every aspects."|"20151219155107"|"AA00011"|""
"S033880"|"English Standard"|"excellent"|"20151221121139"|"AA00011"|""
"S033880"|"Interests / Hobbies"|"netball, violin"|"20151221121150"|"AA00011"|""
"S033880"|"Character"|"easy going, studious"|"20151221121200"|"AA00011"|""
"S033880"|"Relatives / Friends Studying in UK"|"Yes"|"20151221121210"|"AA00011"|""
"S033880"|"School Preferred"|"Sevenoaks, Benenden, Carduff Sixth Form College"|"20151221121239"|"AA00011"|""
"S033880"|"Reasons to Study in UK"|"to do A-Levels instead of IB, better chance of getting into UK university"|"20151221121308"|"AA00011"|""
"S033882"|"English Standard"|"Average"|"20151221132603"|"AA00038"|""
"S033882"|"Interests / Hobbies"|"Badminton"|"20151221132629"|"AA00038"|""
"S033882"|"Religion Requirement"|"Yes,Christian"|"20151221132654"|"AA00038"|""
"S033892"|"Work in Government"|"N"|"20151221154657"|"AA00038"|""
"S033892"|"Interests / Hobbies"|"Badminton, Golf"|"20151221154657"|"AA00038"|""
"S033892"|"Character"|"quiet, polite and helpful"|"20151221154657"|"AA00038"|""
"S033892"|"Learning Difficulties"|"N"|"20151221154657"|"AA00038"|""
"S033892"|"Special Talents"|"Nil"|"20151221154657"|"AA00038"|""
"S033892"|"Studying in UK"|"Y"|"20151221154657"|"AA00038"|""
"S033892"|"Studying in UK School"|"Brother (Foundation Course)"|"20151221154657"|"AA00038"|""
"S033892"|"Guardian Type"|"Y"|"20151221154657"|"AA00038"|""
"S033892"|"Guardian in UK"|"Auntie"|"20151221154657"|"AA00038"|""
"S033892"|"Preferred School Type"|"NO PREFERENCE"|"20151221154657"|"AA00038"|""
"S033892"|"School Preferred"|"College in Cambridge,"|"20151221154657"|"AA00038"|""
"S033892"|"Reasons to Study in UK"|"Good education, improve writing skills, independent, be spontaneous"|"20151221154657"|"AA00038"|""
"S033888"|"Character"|"earnest, optimistic"|"20151223111741"|"AA00011"|""
"S033888"|"Interests / Hobbies"|"maths, fencing"|"20151223111756"|"AA00011"|""
"S033888"|"School Preferred"|"Dulwich, Oundle"|"20151223111809"|"AA00011"|""
"S033888"|"Special Talents"|"maths"|"20151223111816"|"AA00011"|""
"S033891"|"English Standard"|"excellent"|"20151223123417"|"AA00011"|""
"S033891"|"Interests / Hobbies"|"sports, running, track and field, mathematics and reading"|"20151223123452"|"AA00011"|""
"S033891"|"Relatives / Friends Studying in UK"|"Yes, sister will attend UK school next year. High Wycombe"|"20151224111103"|"AA00011"|""
"S033923"|"Work in Government"|"N"|"20160108151119"|"AA00011"|""
"S033891"|"Relatives / Friends act as Guardian in UK"|"Yes, Dorset, HK"|"20151223123621"|"AA00011"|""
"S033891"|"Special Talents"|"#3 in HK city wide 100M race and 400M relay competition, passionate and very strong in Mathematics, plays piano"|"20151223123659"|"AA00011"|""
"S033891"|"Location Preference"|"London, UK"|"20151223123712"|"AA00011"|""
"S033891"|"School Preferred"|"Harrow School, Eton College, Winchester College"|"20151223123746"|"AA00011"|""
"S033891"|"School Applied Before"|"Harrow School, Eton College, Winchester College"|"20151223123806"|"AA00011"|""
"S033891"|"Reasons to Study in UK"|"We believe the UK has the best boarding environment for young boys."|"20151223133813"|"AA00011"|""
"S033891"|"Character"|"works hard, easy to get along with, values highly a good education"|"20151223134125"|"AA00011"|""
"S033895"|"Work in Government"|"N"|"20151223171840"|"AA00011"|""
"S033895"|"English Standard"|"AVERAGE"|"20151223171840"|"AA00011"|""
"S033895"|"Interests / Hobbies"|"pla"|"20151223171840"|"AA00011"|""
"S033896"|"Interests / Hobbies"|"piano, reading, maths"|"20151228110741"|"AA00011"|""
"S033899"|"Interests / Hobbies"|"soccer"|"20151228141740"|"AA00011"|""
"S033909"|"English Standard"|"excellent"|"20151231101257"|"AA00011"|""
"S033909"|"Special Talents"|"good organizational, leadership skills, can draw well and swim well, confident in tennis, table tennis & badmintion"|"20151231101853"|"AA00011"|""
"S033909"|"Location Preference"|"co-ed"|"20151231101910"|"AA00011"|""
"S033909"|"Reasons to Study in UK"|"hope to reveive a more well-rounded education by immersing myself in another culture"|"20151231102039"|"AA00011"|""
"S033910"|"English Standard"|"Excellent"|"20151231111419"|"AA00038"|""
"S033910"|"Interests / Hobbies"|"Dancing,Squash,Singing"|"20151231111451"|"AA00038"|""
"S033910"|"Other Requirement"|"Would like to have Scholarship,boarding School"|"20151231111658"|"AA00038"|""
"S034528"|"Work in Government"|"N"|"20160102094420"|"AA00038"|""
"S034528"|"English Standard"|"AVERAGE"|"20160102094420"|"AA00038"|""
"S034528"|"Interests / Hobbies"|"sports, movie,singing"|"20160102094420"|"AA00038"|""
"S034528"|"Character"|"outgoing,optimist, kind-hearted"|"20160102094420"|"AA00038"|""
"S034528"|"Learning Difficulties"|"N"|"20160102094420"|"AA00038"|""
"S034528"|"Special Talents"|"squash, piano"|"20160102094420"|"AA00038"|""
"S034528"|"Studying in UK"|"N"|"20160102094420"|"AA00038"|""
"S034528"|"Guardian Type"|"N"|"20160102094420"|"AA00038"|""
"S034528"|"Preferred School Type"|"NO PREFERENCE"|"20160102094420"|"AA00038"|""
"S034528"|"Religion Requirement"|"christian"|"20160102094420"|"AA00038"|""
"S034528"|"Other Requirement"|"multi-care for overseas student & small class"|"20160102094420"|"AA00038"|""
"S034528"|"School Preferred"|"The Leys School, Gresham's School, Rossall  School, Oundle School"|"20160102094420"|"AA00038"|""
"S034528"|"Reasons to Study in UK"|"better environment for studying"|"20160102094420"|"AA00038"|""
"S033899"|"Work in Government"|"N"|"20160102094717"|"AA00038"|""
"S033899"|"Learning Difficulties"|"N"|"20160102094717"|"AA00038"|""
"S033899"|"Studying in UK"|"N"|"20160102094717"|"AA00038"|""
"S033899"|"Guardian Type"|"N"|"20160102094717"|"AA00038"|""
"S033899"|"Preferred School Type"|"NO PREFERENCE"|"20160102094717"|"AA00038"|""
"S033909"|"Work in Government"|"N"|"20160102094717"|"AA00038"|""
"S033909"|"Learning Difficulties"|"N"|"20160102094717"|"AA00038"|""
"S033909"|"Studying in UK"|"N"|"20160102094717"|"AA00038"|""
"S033909"|"Guardian Type"|"N"|"20160102094717"|"AA00038"|""
"S033909"|"Preferred School Type"|"CO-ED"|"20160102094717"|"AA00038"|""
"S033914"|"English Standard"|"above average"|"20160102151527"|"AA00011"|""
"S033914"|"Interests / Hobbies"|"singing, piano, tennis, hiking, reading"|"20160102151541"|"AA00011"|""
"S033914"|"Location Preference"|"prefer IB School"|"20160102151650"|"AA00011"|""
"S033914"|"Preferred School Type"|"co-ed"|"20160102151706"|"AA00011"|""
"S033923"|"English Standard"|"EXCELLENT"|"20160108151119"|"AA00011"|""
"S033923"|"Interests / Hobbies"|"Football, cycling, badminton, camping"|"20160108151119"|"AA00011"|""
"S033923"|"Character"|"being grateful, always in a happy mood"|"20160108151119"|"AA00011"|""
"S033923"|"Learning Difficulties"|"N"|"20160108151119"|"AA00011"|""
"S033923"|"Studying in UK"|"N"|"20160108151119"|"AA00011"|""
"S033923"|"Guardian Type"|"N"|"20160108151119"|"AA00011"|""
"S033923"|"Location Preference"|"any"|"20160108151119"|"AA00011"|""
"S033923"|"Preferred School Type"|"CO-ED"|"20160108151119"|"AA00011"|""
"S033927"|"Location Preference"|"LONDON"|"20160108154707"|"AA00038"|""
"S033925"|"Work in Government"|"N"|"20160108155036"|"AA00038"|""
"S033925"|"English Standard"|"EXCELLENT"|"20160108155036"|"AA00038"|""
"S033932"|"English Standard"|"average"|"20160111102254"|"AA00011"|""
"S033938"|"Work in Government"|"N"|"20160111104937"|"AA00038"|""
"S033925"|"Learning Difficulties"|"N"|"20160108155036"|"AA00038"|""
"S033938"|"English Standard"|"ABOVE AVERAGE"|"20160111104937"|"AA00038"|""
"S033925"|"Studying in UK"|"N"|"20160108155036"|"AA00038"|""
"S033925"|"Guardian Type"|"N"|"20160108155036"|"AA00038"|""
"S033938"|"Learning Difficulties"|"N"|"20160111104937"|"AA00038"|""
"S033938"|"Studying in UK"|"N"|"20160111104937"|"AA00038"|""
"S033938"|"Guardian Type"|"N"|"20160111104937"|"AA00038"|""
"S033925"|"Character"|"curious, strong, determined"|"20160109104913"|"AA00011"|""
"S033925"|"Interests / Hobbies"|"reading, writing, ballet, drama, music, skiing"|"20160109105034"|"AA00011"|""
"S033925"|"Location Preference"|"London vincity"|"20160109105044"|"AA00011"|""
"S033925"|"Preferred School Type"|"girls"|"20160109105053"|"AA00011"|""
"S033925"|"School Preferred"|"Cheltenham Ladies College"|"20160109105110"|"AA00011"|""
"S033925"|"Special Talents"|"special love of reading, well read and literary, natural dancer, physically agile and active"|"20160109105151"|"AA00011"|""
"S033938"|"Preferred School Type"|"GIRLS"|"20160111104937"|"AA00038"|""
"S033948"|"Work in Government"|"N"|"20160111104937"|"AA00038"|""
"S033948"|"English Standard"|"AVERAGE"|"20160111104937"|"AA00038"|""
"S033948"|"Interests / Hobbies"|"Music and Sports"|"20160111104937"|"AA00038"|""
"S033948"|"Learning Difficulties"|"N"|"20160111104937"|"AA00038"|""
"S033948"|"Studying in UK"|"N"|"20160111104937"|"AA00038"|""
"S033948"|"Guardian Type"|"N"|"20160111104937"|"AA00038"|""
"S033948"|"Preferred School Type"|"CO-ED"|"20160111104937"|"AA00038"|""
"S033948"|"Religion Requirement"|"No religion"|"20160111104937"|"AA00038"|""
"S033936"|"English Standard"|"Above Average"|"20160111151636"|"AA00038"|""
"S033978"|"Work in Government"|"N"|"20160119100241"|"AA00038"|""
"S033936"|"Location Preference"|"Boys"|"20160111151947"|"AA00038"|""
"S033937"|"English Standard"|"above average"|"20160111152911"|"AA00011"|""
"S033978"|"English Standard"|"AVERAGE"|"20160119100241"|"AA00038"|""
"S033937"|"Location Preference"|"Buckinghamshire / Oxfordshire"|"20160111153125"|"AA00011"|""
"S033937"|"Preferred School Type"|"boys"|"20160111153143"|"AA00011"|""
"S033937"|"School Applied Before"|"Abingdon School"|"20160111153213"|"AA00011"|""
"S033937"|"Relatives / Friends Studying in UK"|"Yes, sister at Wycombe Abbey School"|"20160111153422"|"AA00011"|""
"S033936"|"Character"|"Creative,Helpful, Energetic"|"20160111153718"|"AA00011"|""
"S033939"|"English Standard"|"average"|"20160113104333"|"AA00011"|""
"S033939"|"Relatives / Friends Studying in UK"|"Yes, London"|"20160113104347"|"AA00011"|""
"S033939"|"School Preferred"|"Harrow School"|"20160113104439"|"AA00011"|""
"S033939"|"Preferred School Type"|"boys"|"20160113105153"|"AA00011"|""
"S033940"|"Relatives / Friends act as Guardian in UK"|"Yes, London"|"20160113105658"|"AA00011"|""
"S033940"|"Location Preference"|"London"|"20160113105713"|"AA00011"|""
"S033940"|"Preferred School Type"|"boys"|"20160113105731"|"AA00011"|""
"S033940"|"School Preferred"|"Harrow School"|"20160113105746"|"AA00011"|""
"S033942"|"Work in Government"|"N"|"20160114101529"|"AA00038"|""
"S033942"|"English Standard"|"ABOVE AVERAGE"|"20160114101529"|"AA00038"|""
"S033942"|"Learning Difficulties"|"N"|"20160114101529"|"AA00038"|""
"S033942"|"Studying in UK"|"N"|"20160114101529"|"AA00038"|""
"S033942"|"Guardian Type"|"N"|"20160114101529"|"AA00038"|""
"S033942"|"Location Preference"|"Between Cardiff and Southampton"|"20160114101529"|"AA00038"|""
"S033942"|"Religion Requirement"|"nil"|"20160114101529"|"AA00038"|""
"S033942"|"School Preferred"|"nil"|"20160114101529"|"AA00038"|""
"S033942"|"School Applied Before"|"nil"|"20160114101529"|"AA00038"|""
"S033942"|"Reasons to Study in UK"|"2 sisters in Europe"|"20160114101529"|"AA00038"|""
"S033947"|"English Standard"|"average"|"20160115143748"|"AA00011"|""
"S033947"|"Interests / Hobbies"|"hiking, tennis, movie"|"20160115143801"|"AA00011"|""
"S033947"|"Character"|"kind hearted, serious, positive, friendly"|"20160115143821"|"AA00011"|""
"S033949"|"Work in Government"|"N"|"20160116094456"|"AA00038"|""
"S033949"|"English Standard"|"EXCELLENT"|"20160116094456"|"AA00038"|""
"S033949"|"Interests / Hobbies"|"piano"|"20160116094456"|"AA00038"|""
"S033949"|"Character"|"caring"|"20160116094456"|"AA00038"|""
"S033949"|"Learning Difficulties"|"N"|"20160116094456"|"AA00038"|""
"S033949"|"Special Talents"|"N/A"|"20160116094456"|"AA00038"|""
"S033949"|"Studying in UK"|"N"|"20160116094456"|"AA00038"|""
"S033949"|"Guardian Type"|"N"|"20160116094456"|"AA00038"|""
"S033949"|"Location Preference"|"No preference"|"20160116094456"|"AA00038"|""
"S033965"|"Character"|"open minded"|"20160120151906"|"AA00011"|""
"S033924"|"Work in Government"|"N"|"20160108155108"|"AA00038"|""
"S033932"|"Interests / Hobbies"|"drum, badminton, piano"|"20160111102309"|"AA00011"|""
"S036854"|"Work in Government"|"N"|"20180228095654"|"AA00011"|""
"S033928"|"English Standard"|"above average"|"20160109141618"|"AA00011"|""
"S033928"|"Relatives / Friends act as Guardian in UK"|"Yes, London"|"20160109141631"|"AA00011"|""
"S033928"|"Reasons to Study in UK"|"Family will be relocating to UK in 2017"|"20160109141651"|"AA00011"|""
"S033933"|"English Standard"|"average"|"20160111111429"|"AA00011"|""
"S033933"|"Interests / Hobbies"|"drawing, design, dancing"|"20160111111443"|"AA00011"|""
"S033936"|"School Applied Before"|"Winchester,Tonbridge"|"20160111152110"|"AA00038"|""
"S033937"|"Interests / Hobbies"|"rading, piano, percussion, football & swimming"|"20160111152929"|"AA00011"|""
"S033937"|"Character"|"cheerful, amiable, sporty and limitless curiosity"|"20160111152948"|"AA00011"|""
"S033937"|"Relatives / Friends act as Guardian in UK"|"Yes, Surrey / Cambridge"|"20160111153104"|"AA00011"|""
"S033937"|"School Preferred"|"Harrow School"|"20160111153157"|"AA00011"|""
"S033939"|"Relatives / Friends act as Guardian in UK"|"Yes, London"|"20160113104359"|"AA00011"|""
"S033939"|"Location Preference"|"London"|"20160113104419"|"AA00011"|""
"S033940"|"English Standard"|"average"|"20160113105632"|"AA00011"|""
"S033940"|"Relatives / Friends Studying in UK"|"Yes, London"|"20160113105649"|"AA00011"|""
"S033960"|"Work in Government"|"N"|"20160114101339"|"AA00038"|""
"S033960"|"English Standard"|"ABOVE AVERAGE"|"20160114101339"|"AA00038"|""
"S033960"|"Interests / Hobbies"|"Fencing, Wing Chun"|"20160114101339"|"AA00038"|""
"S033960"|"Character"|"Good natured, gentle"|"20160114101339"|"AA00038"|""
"S033960"|"Learning Difficulties"|"N"|"20160114101339"|"AA00038"|""
"S033960"|"Studying in UK"|"Y"|"20160114101339"|"AA00038"|""
"S033960"|"Studying in UK School"|"Cousin at Dulwich"|"20160114101339"|"AA00038"|""
"S033960"|"Guardian Type"|"Y"|"20160114101339"|"AA00038"|""
"S033960"|"Preferred School Type"|"BOYS"|"20160114101339"|"AA00038"|""
"S033960"|"School Preferred"|"Dulwich, Winchester, Harrow"|"20160114101339"|"AA00038"|""
"S033953"|"Work in Government"|"Y"|"20160114101657"|"AA00038"|""
"S033953"|"Interests / Hobbies"|"Computer Prgramming"|"20160114101657"|"AA00038"|""
"S033953"|"Character"|"Introvert"|"20160114101657"|"AA00038"|""
"S033953"|"Learning Difficulties"|"N"|"20160114101657"|"AA00038"|""
"S033953"|"Special Talents"|"Computer Propgramming"|"20160114101657"|"AA00038"|""
"S033953"|"Studying in UK"|"N"|"20160114101657"|"AA00038"|""
"S033953"|"Guardian Type"|"N"|"20160114101657"|"AA00038"|""
"S033953"|"Preferred School Type"|"NO PREFERENCE"|"20160114101657"|"AA00038"|""
"S033947"|"Relatives / Friends Studying in UK"|"Yes, London"|"20160115143835"|"AA00011"|""
"S033947"|"Reasons to Study in UK"|"better school life"|"20160115143849"|"AA00011"|""
"S033949"|"Preferred School Type"|"CO-ED"|"20160116094456"|"AA00038"|""
"S033949"|"Max Budget per Term"|"As required"|"20160116094456"|"AA00038"|""
"S033949"|"Religion Requirement"|"N/A"|"20160116094456"|"AA00038"|""
"S033949"|"Other Requirement"|"N/A"|"20160116094456"|"AA00038"|""
"S033949"|"School Preferred"|"OPEN"|"20160116094456"|"AA00038"|""
"S033949"|"School Applied Before"|"N/A"|"20160116094456"|"AA00038"|""
"S033949"|"Reasons to Study in UK"|"To obtain better education and develop an international perspective of studying and living"|"20160116094456"|"AA00038"|""
"S033956"|"Work in Government"|"N"|"20160116095137"|"AA00038"|""
"S033956"|"English Standard"|"WEAK"|"20160116095137"|"AA00038"|""
"S033978"|"Interests / Hobbies"|"swimming, drawing, euphonium"|"20160119100241"|"AA00038"|""
"S033956"|"Learning Difficulties"|"N"|"20160116095137"|"AA00038"|""
"S033956"|"Studying in UK"|"N"|"20160116095137"|"AA00038"|""
"S033956"|"Guardian Type"|"Y"|"20160116095137"|"AA00038"|""
"S033978"|"Character"|"optisium"|"20160119100241"|"AA00038"|""
"S033978"|"Learning Difficulties"|"N"|"20160119100241"|"AA00038"|""
"S033956"|"Preferred School Type"|"CO-ED"|"20160116095137"|"AA00038"|""
"S033974"|"Work in Government"|"N"|"20160116095419"|"AA00038"|""
"S033974"|"English Standard"|"AVERAGE"|"20160116095419"|"AA00038"|""
"S033974"|"Interests / Hobbies"|"PLAYING BASKETBALL, PLAYING FOOTBALL"|"20160116095419"|"AA00038"|""
"S033974"|"Character"|"OUTGOING"|"20160116095419"|"AA00038"|""
"S033974"|"Learning Difficulties"|"N"|"20160116095419"|"AA00038"|""
"S033974"|"Studying in UK"|"N"|"20160116095419"|"AA00038"|""
"S033974"|"Guardian Type"|"N"|"20160116095419"|"AA00038"|""
"S033974"|"Preferred School Type"|"CO-ED"|"20160116095419"|"AA00038"|""
"S033955"|"Work in Government"|"N"|"20160116095854"|"AA00038"|""
"S033955"|"English Standard"|"EXCELLENT"|"20160116095854"|"AA00038"|""
"S033955"|"Interests / Hobbies"|"painting,music"|"20160116095854"|"AA00038"|""
"S033955"|"Character"|"independent"|"20160116095854"|"AA00038"|""
"S033955"|"Learning Difficulties"|"N"|"20160116095854"|"AA00038"|""
"S033955"|"Studying in UK"|"N"|"20160116095854"|"AA00038"|""
"S033955"|"Guardian Type"|"N"|"20160116095854"|"AA00038"|""
"S033955"|"Location Preference"|"London"|"20160116095854"|"AA00038"|""
"S033955"|"Preferred School Type"|"CO-ED"|"20160116095854"|"AA00038"|""
"S033966"|"Work in Government"|"N"|"20160116100107"|"AA00038"|""
"S033966"|"English Standard"|"EXCELLENT"|"20160116100107"|"AA00038"|""
"S033966"|"Learning Difficulties"|"N"|"20160116100107"|"AA00038"|""
"S033966"|"Studying in UK"|"Y"|"20160116100107"|"AA00038"|""
"S033966"|"Studying in UK School"|"Concord College"|"20160116100107"|"AA00038"|""
"S033966"|"Guardian Type"|"Y"|"20160116100107"|"AA00038"|""
