"school_id"|"examyear"|"grade"|"results"|"lastupdate"|"staffid"|"remarks"|"examtype"
250|"2013"|"A* - B"|"70"|"20130906115808"|"AA00025"|""|"A Level"
250|"2013"|""|"37"|"20130906115814"|"AA00025"|""|"IB"
261|"2013"|"A* - B"|"64"|"20130906115306"|"AA00025"|""|"A Level"
103|"2013"|"A* - A"|"78"|"20130905102328"|"AA00025"|""|"GCSE"
364|"2013"|"A*"|"16.4"|"20130905171730"|"AA00040"|""|"GCSE"
364|"2013"|"A* - A"|"35.6"|"20130905171738"|"AA00040"|""|"GCSE"
364|"2013"|"A*"|"3.5"|"20130905171744"|"AA00040"|""|"A Level"
364|"2013"|"A* - A"|"27.9"|"20130905171749"|"AA00040"|""|"A Level"
364|"2013"|"A* - B"|"53.5"|"20130905171758"|"AA00040"|""|"A Level"
541|"2013"|"A*"|"24"|"20130905180708"|"AA00040"|""|"GCSE"
367|"2013"|"A* - B"|"78"|"20130905181027"|"AA00040"|""|"A Level"
462|"2012"|"A* - A"|"85"|"20140531172119"|"AA00044"|""|"GCSE"
373|"2013"|"A* - A"|"50"|"20130905182003"|"AA00040"|""|"A Level"
373|"2013"|"A* - B"|"75"|"20130905182014"|"AA00040"|""|"A Level"
462|"2012"|"A*"|"55"|"20140531172306"|"AA00044"|""|"GCSE"
381|"2013"|"A* - B"|"84"|"20130905182757"|"AA00040"|""|"A Level"
10|"2013"|"A*"|"36"|"20130906103138"|"AA00025"|""|"GCSE"
10|"2013"|"A* - A"|"69"|"20130906103145"|"AA00025"|""|"GCSE"
10|"2013"|"A*"|"16"|"20130906103154"|"AA00025"|""|"A Level"
10|"2013"|"A* - A"|"55"|"20130906103202"|"AA00025"|""|"A Level"
10|"2013"|"A* - B"|"82"|"20130906103209"|"AA00025"|""|"A Level"
544|"2013"|"A*"|"31.9"|"20130906103832"|"AA00025"|""|"GCSE"
544|"2013"|"A* - A"|"62.3"|"20130906103840"|"AA00025"|""|"GCSE"
544|"2013"|"A*"|"19.67"|"20130906103848"|"AA00025"|""|"A Level"
544|"2013"|"A* - A"|"58.61"|"20130906103858"|"AA00025"|""|"A Level"
544|"2013"|"A* - B"|"81.15"|"20130906103906"|"AA00025"|""|"A Level"
544|"2013"|""|"36"|"20130906103915"|"AA00025"|""|"IB"
412|"2013"|"A* - A"|"43"|"20130906104125"|"AA00025"|""|"GCSE"
464|"2013"|"A*"|"8"|"20130906104445"|"AA00025"|""|"A Level"
464|"2013"|"A* - A"|"43"|"20130906104451"|"AA00025"|""|"A Level"
464|"2013"|"A* - B"|"74"|"20130906104457"|"AA00025"|""|"A Level"
464|"2013"|"A*"|"25"|"20130906104507"|"AA00025"|""|"GCSE"
464|"2013"|"A* - A"|"56"|"20130906104514"|"AA00025"|""|"GCSE"
570|"2013"|"A*"|"10"|"20130906105303"|"AA00025"|""|"A Level"
462|"2011"|"A*"|"50"|"20140531172351"|"AA00044"|""|"GCSE"
570|"2013"|""|"33"|"20130906105346"|"AA00025"|""|"IB"
462|"2011"|"A* - A"|"80"|"20140531172357"|"AA00044"|""|"GCSE"
511|"2013"|"A*"|"14.6"|"20130906112003"|"AA00025"|""|"A Level"
511|"2013"|"A* - A"|"47.5"|"20130906112009"|"AA00025"|""|"A Level"
511|"2013"|"A* - B"|"76.7"|"20130906112016"|"AA00025"|""|"A Level"
507|"2013"|"A*"|"18.2"|"20130906112234"|"AA00025"|""|"GCSE"
507|"2013"|"A* - A"|"46.5"|"20130906112240"|"AA00025"|""|"GCSE"
482|"2013"|"A*"|"15"|"20130906112956"|"AA00025"|""|"GCSE"
482|"2013"|"A* - A"|"42"|"20130906113001"|"AA00025"|""|"GCSE"
482|"2013"|"A* - A"|"41"|"20130906113009"|"AA00025"|""|"A Level"
482|"2013"|"A* - B"|"67"|"20130906113017"|"AA00025"|""|"A Level"
424|"2013"|"A*"|"10.6"|"20130906113319"|"AA00025"|""|"GCSE"
424|"2013"|"A* - A"|"25.8"|"20130906113326"|"AA00025"|""|"GCSE"
424|"2013"|"A*"|"14.1"|"20130906113335"|"AA00025"|""|"A Level"
424|"2013"|"A* - A"|"33.8"|"20130906113342"|"AA00025"|""|"A Level"
424|"2013"|"A* - B"|"70.4"|"20130906113348"|"AA00025"|""|"A Level"
330|"2013"|"A* - B"|"76"|"20130906114132"|"AA00025"|""|"A Level"
330|"2013"|"A*"|"21"|"20130906114140"|"AA00025"|""|"GCSE"
330|"2013"|"A* - A"|"52"|"20130906114156"|"AA00025"|""|"GCSE"
274|"2013"|"A* - A"|"55"|"20130906114602"|"AA00025"|""|"GCSE"
274|"2013"|"A* - A"|"50"|"20130906114607"|"AA00025"|""|"A Level"
264|"2013"|"A*"|"13.8"|"20130906114810"|"AA00025"|""|"GCSE"
264|"2013"|"A*"|"11"|"20130906114822"|"AA00025"|""|"A Level"
264|"2013"|"A* - A"|"41.9"|"20130906114828"|"AA00025"|""|"A Level"
264|"2013"|"A* - B"|"66"|"20130906114837"|"AA00025"|""|"A Level"
261|"2013"|"A*"|"23"|"20130906115158"|"AA00025"|""|"GCSE"
261|"2013"|"A*"|"14"|"20130906115212"|"AA00025"|""|"A Level"
261|"2013"|"A* - A"|"56"|"20130906115247"|"AA00025"|""|"GCSE"
261|"2013"|"A* - A"|"38"|"20130906115300"|"AA00025"|""|"A Level"
300|"2013"|"A* - B"|"68"|"20130903103532"|"AA00040"|""|"A Level"
301|"2013"|"A* - B"|"37"|"20130903103850"|"AA00040"|""|"A Level"
302|"2013"|"A*"|"30"|"20130903104121"|"AA00040"|""|"GCSE"
302|"2013"|"A* - A"|"60"|"20130903104134"|"AA00040"|""|"GCSE"
302|"2013"|"A*"|"19.3"|"20130903104140"|"AA00040"|""|"A Level"
302|"2013"|"A* - A"|"51.1"|"20130903104148"|"AA00040"|""|"A Level"
302|"2013"|"A* - B"|"81.7"|"20130903104156"|"AA00040"|""|"A Level"
306|"2013"|"A*"|"32"|"20130903110645"|"AA00040"|""|"GCSE"
306|"2013"|"A* - A"|"59"|"20130903110652"|"AA00040"|""|"GCSE"
119|"2013"|"A*"|"19"|"20130903111003"|"AA00040"|""|"A Level"
518|"2014"|"A*"|"14.29"|"20141014124123"|"AA00032"|""|"GCSE"
654|"2013"|"A* - A"|"34"|"20130903111345"|"AA00040"|""|"A Level"
654|"2013"|"A* - B"|"70"|"20130903111352"|"AA00040"|""|"A Level"
312|"2013"|""|"35"|"20130903111728"|"AA00040"|""|"IB"
313|"2013"|"A*"|"29"|"20130903112240"|"AA00040"|""|"GCSE"
313|"2013"|"A* - A"|"31"|"20130903112246"|"AA00040"|""|"GCSE"
313|"2013"|"A*"|"19"|"20130903112252"|"AA00040"|""|"A Level"
313|"2013"|"A* - A"|"52"|"20130903112257"|"AA00040"|""|"A Level"
313|"2013"|"A* - B"|"81"|"20130903112303"|"AA00040"|""|"A Level"
316|"2013"|"A* - A"|"51"|"20130903112520"|"AA00040"|""|"GCSE"
316|"2013"|"A* - A"|"44"|"20130903112527"|"AA00040"|""|"A Level"
316|"2013"|"A* - B"|"82"|"20130903112534"|"AA00040"|""|"A Level"
462|"2010"|"A*"|"45"|"20140531172422"|"AA00044"|""|"GCSE"
462|"2010"|"A* - A"|"72"|"20140531172428"|"AA00044"|""|"GCSE"
462|"2012"|"A* - A"|"66"|"20140531172522"|"AA00044"|""|"A Level"
462|"2010"|"A*"|"34"|"20140531172856"|"AA00044"|""|"A Level"
323|"2013"|"A* - A"|"39.1"|"20130903151319"|"AA00040"|""|"A Level"
462|"2010"|"A* - A"|"71"|"20140531172902"|"AA00044"|""|"A Level"
462|"2010"|"A* - B"|"91"|"20140531172909"|"AA00044"|""|"A Level"
61|"2014"|"A* - B"|"82"|"20141101111207"|"AA00032"|""|"A Level"
327|"2013"|"A*"|"21"|"20130903152928"|"AA00040"|""|"GCSE"
327|"2013"|"A* - A"|"51"|"20130903152935"|"AA00040"|""|"GCSE"
327|"2013"|"A*"|"17"|"20130903152942"|"AA00040"|""|"A Level"
327|"2013"|"A* - A"|"47"|"20130903152949"|"AA00040"|""|"A Level"
327|"2013"|"A* - B"|"77"|"20130903152957"|"AA00040"|""|"A Level"
328|"2013"|"A* - A"|"29.1"|"20130903153219"|"AA00040"|""|"A Level"
328|"2013"|"A* - B"|"52"|"20130903153226"|"AA00040"|""|"A Level"
336|"2013"|"A*"|"7.8"|"20130903154633"|"AA00040"|""|"A Level"
337|"2013"|"A*"|"29"|"20130903155208"|"AA00040"|""|"GCSE"
337|"2013"|"A* - A"|"61.4"|"20130903155218"|"AA00040"|""|"GCSE"
337|"2013"|"A*"|"16.3"|"20130903155226"|"AA00040"|""|"A Level"
337|"2013"|"A* - A"|"50.4"|"20130903160203"|"AA00040"|""|"A Level"
337|"2013"|"A* - B"|"85"|"20130903160210"|"AA00040"|""|"A Level"
337|"2013"|""|"36"|"20130903160217"|"AA00040"|""|"IB"
339|"2013"|"A* - A"|"57"|"20130903162307"|"AA00040"|""|"GCSE"
339|"2013"|"A* - A"|"28"|"20130903162315"|"AA00040"|""|"A Level"
339|"2013"|"A* - B"|"62"|"20130903162321"|"AA00040"|""|"A Level"
17|"2014"|"A* - B"|"93"|"20141101121012"|"AA00032"|""|"A Level"
340|"2013"|"A* - B"|"56.9"|"20130903162527"|"AA00040"|""|"A Level"
344|"2013"|"A* - B"|"59"|"20130903163343"|"AA00040"|""|"A Level"
345|"2013"|"A* - A"|"86"|"20130903163552"|"AA00040"|""|"GCSE"
18|"2014"|"A* - B"|"82"|"20140906144649"|"AA00032"|""|"A Level"
357|"2013"|"A*"|"9.9"|"20130903182547"|"AA00040"|""|"A Level"
357|"2013"|"A* - A"|"33.8"|"20130903182555"|"AA00040"|""|"A Level"
357|"2013"|"A* - B"|"61.6"|"20130903182603"|"AA00040"|""|"A Level"
362|"2013"|""|"32.5"|"20130903183054"|"AA00040"|""|"IB"
103|"2013"|"A*"|"47"|"20130905102320"|"AA00025"|""|"GCSE"
300|"2013"|"A*"|"16"|"20130903103526"|"AA00040"|""|"A Level"
16|"2014"|"A* - B"|"85"|"20141101155156"|"AA00032"|""|"A Level"
195|"2014"|"A*"|"7.8"|"20141101161038"|"AA00032"|""|"A Level"
672|"2013"|"A* - A"|"42"|"20130831175020"|"AA00040"|""|"GCSE"
672|"2013"|"A* - A"|"28"|"20130831175025"|"AA00040"|""|"A Level"
672|"2013"|"A* - B"|"67"|"20130831175037"|"AA00040"|""|"A Level"
199|"2013"|"A* - A"|"42.2"|"20130831180836"|"AA00040"|""|"GCSE"
199|"2013"|"A* - A"|"27.2"|"20130831180848"|"AA00040"|""|"A Level"
199|"2013"|"A* - B"|"59.2"|"20130831180857"|"AA00040"|""|"A Level"
200|"2013"|"A* - A"|"34"|"20130831181421"|"AA00040"|""|"GCSE"
200|"2013"|"A* - B"|"47"|"20130831181430"|"AA00040"|""|"A Level"
210|"2013"|"A* - B"|"47"|"20130902115425"|"AA00040"|""|"A Level"
213|"2013"|"A*"|"7"|"20130902120341"|"AA00040"|""|"A Level"
213|"2013"|"A* - A"|"24"|"20130902120348"|"AA00040"|""|"A Level"
213|"2013"|"A* - B"|"52"|"20130902120355"|"AA00040"|""|"A Level"
213|"2013"|"A*"|"9"|"20130902120403"|"AA00040"|""|"GCSE"
213|"2013"|"A* - A"|"35"|"20130902120412"|"AA00040"|""|"GCSE"
215|"2013"|"A*"|"26.3"|"20130902121411"|"AA00040"|""|"GCSE"
215|"2013"|"A* - A"|"51"|"20130902121417"|"AA00040"|""|"GCSE"
215|"2013"|"A*"|"20"|"20130902121423"|"AA00040"|""|"A Level"
215|"2013"|"A* - A"|"49"|"20130902121429"|"AA00040"|""|"A Level"
215|"2013"|"A* - B"|"74"|"20130902121436"|"AA00040"|""|"A Level"
216|"2013"|"A* - B"|"45"|"20130902121943"|"AA00040"|""|"A Level"
220|"2013"|"A* - A"|"25"|"20130902122542"|"AA00040"|""|"GCSE"
225|"2013"|"A* - A"|"57"|"20130902123150"|"AA00040"|""|"GCSE"
625|"2013"|"A* - A"|"49"|"20130902142801"|"AA00040"|""|"GCSE"
241|"2013"|"A* - B"|"82.8"|"20130902144715"|"AA00040"|""|"A Level"
544|"2016"|"A* - B"|"82"|"20160830100137"|"AA00044"|""|"A Level"
413|"2014"|"A* - B"|"72.9"|"20140830160429"|"AA00032"|""|"A Level"
3|"2014"|""|"38"|"20140830174304"|"AA00032"|""|"IB"
255|"2013"|"A* - A"|"37"|"20130902170517"|"AA00040"|""|"A Level"
255|"2013"|"A* - B"|"66"|"20130902170524"|"AA00040"|""|"A Level"
275|"2013"|"A* - B"|"66"|"20130902175830"|"AA00040"|""|"A Level"
9|"2013"|"A*"|"27"|"20130902180156"|"AA00040"|""|"GCSE"
9|"2013"|"A* - A"|"56"|"20130902180206"|"AA00040"|""|"GCSE"
279|"2013"|"A* - A"|"34"|"20130902180539"|"AA00040"|""|"A Level"
279|"2013"|"A* - B"|"59"|"20130902180545"|"AA00040"|""|"A Level"
18|"2014"|""|"35.9"|"20140906145053"|"AA00032"|""|"IB"
28|"2014"|"A* - B"|"67.9"|"20140918175510"|"AA00006"|""|"A Level"
129|"2014"|"A* - A"|"37"|"20141101121125"|"AA00032"|""|"A Level"
288|"2013"|"A* - A"|"32.5"|"20130902181902"|"AA00040"|""|"GCSE"
291|"2013"|"A* - A"|"24"|"20130902182202"|"AA00040"|""|"A Level"
636|"2013"|"A* - A"|"43"|"20130902182344"|"AA00040"|""|"GCSE"
293|"2013"|"A* - A"|"36"|"20130902182604"|"AA00040"|""|"GCSE"
299|"2013"|"A*"|"12"|"20130902183314"|"AA00040"|""|"A Level"
299|"2013"|"A* - A"|"35"|"20130902183319"|"AA00040"|""|"A Level"
300|"2013"|"A*"|"23"|"20130903103520"|"AA00040"|""|"GCSE"
124|"2013"|"A* - B"|"49"|"20130830174838"|"AA00040"|""|"A Level"
125|"2013"|"A* - A"|"68"|"20130830175212"|"AA00040"|""|"GCSE"
128|"2013"|"A* - A"|"50"|"20130830175355"|"AA00040"|""|"GCSE"
17|"2013"|"A*"|"52"|"20130830175559"|"AA00040"|""|"GCSE"
686|"2013"|"A* - B"|"58"|"20130830175753"|"AA00040"|""|"A Level"
134|"2013"|"A* - A"|"41"|"20130830181916"|"AA00040"|""|"GCSE"
134|"2013"|"A*"|"8"|"20130830181926"|"AA00040"|""|"A Level"
134|"2013"|"A* - A"|"24"|"20130830181932"|"AA00040"|""|"A Level"
134|"2013"|"A* - B"|"54"|"20130830181944"|"AA00040"|""|"A Level"
286|"2013"|"A* - B"|"72"|"20130831101535"|"AA00025"|""|"A Level"
286|"2013"|"A* - A"|"52"|"20130831101554"|"AA00025"|""|"A Level"
286|"2013"|"A*"|"20"|"20130831101606"|"AA00025"|""|"A Level"
286|"2013"|"A*"|"41"|"20130831101710"|"AA00025"|""|"GCSE"
286|"2013"|"A* - A"|"69"|"20130831101716"|"AA00025"|""|"GCSE"
137|"2013"|"A* - B"|"52"|"20130831105404"|"AA00040"|""|"A Level"
140|"2013"|"A* - A"|"60"|"20130831105859"|"AA00040"|""|"GCSE"
141|"2013"|"A*"|"19.7"|"20130831111349"|"AA00040"|""|"GCSE"
141|"2013"|"A* - A"|"55.8"|"20130831111357"|"AA00040"|""|"GCSE"
141|"2013"|"A*"|"13"|"20130831111403"|"AA00040"|""|"A Level"
141|"2013"|"A* - A"|"42"|"20130831111409"|"AA00040"|""|"A Level"
141|"2013"|"A* - B"|"72"|"20130831111415"|"AA00040"|""|"A Level"
520|"2014"|"A* - A"|"43"|"20141014124143"|"AA00032"|""|"A Level"
155|"2013"|"A* - A"|"39.3"|"20130831115547"|"AA00040"|""|"GCSE"
159|"2013"|"A* - A"|"61"|"20130831121920"|"AA00040"|""|"GCSE"
159|"2013"|"A* - B"|"78"|"20130831121927"|"AA00040"|""|"A Level"
162|"2013"|"A*"|"19"|"20130831160556"|"AA00040"|""|"GCSE"
162|"2013"|"A* - A"|"22"|"20130831160603"|"AA00040"|""|"GCSE"
162|"2013"|"A* - A"|"46.3"|"20130831160609"|"AA00040"|""|"A Level"
167|"2013"|"A*"|"10"|"20130831161441"|"AA00040"|""|"A Level"
167|"2013"|"A* - B"|"50"|"20130831161450"|"AA00040"|""|"A Level"
177|"2013"|"A*"|"36.5"|"20130831162548"|"AA00040"|""|"GCSE"
177|"2013"|"A* - A"|"62.2"|"20130831162556"|"AA00040"|""|"GCSE"
177|"2013"|"A*"|"13.7"|"20130831162610"|"AA00040"|""|"A Level"
177|"2013"|"A* - A"|"56.9"|"20130831162616"|"AA00040"|""|"A Level"
177|"2013"|"A* - B"|"76.5"|"20130831162624"|"AA00040"|""|"A Level"
178|"2013"|"A* - A"|"26"|"20130831163518"|"AA00040"|""|"A Level"
180|"2013"|"A* - A"|"48"|"20130831163746"|"AA00040"|""|"GCSE"
66|"2014"|""|"32"|"20141101111623"|"AA00032"|""|"IB"
592|"2013"|"A* - A"|"22.4"|"20140709125940"|""|""|"A Level"
182|"2013"|"A*"|"39"|"20130831164318"|"AA00040"|""|"GCSE"
182|"2013"|"A* - A"|"69"|"20130831164325"|"AA00040"|""|"GCSE"
182|"2013"|"A* - A"|"51"|"20130831164333"|"AA00040"|""|"A Level"
182|"2013"|"A* - B"|"80"|"20130831164339"|"AA00040"|""|"A Level"
182|"2013"|""|"36.9"|"20130831164346"|"AA00040"|""|"IB"
185|"2013"|"A* - A"|"46"|"20130831172417"|"AA00040"|""|"GCSE"
185|"2013"|"A* - A"|"36.3"|"20130831172424"|"AA00040"|""|"A Level"
187|"2013"|"A*"|"13"|"20130831173118"|"AA00040"|""|"A Level"
187|"2013"|"A* - A"|"45"|"20130831173124"|"AA00040"|""|"A Level"
187|"2013"|"A* - B"|"73"|"20130831173130"|"AA00040"|""|"A Level"
187|"2013"|"A*"|"17"|"20130831173135"|"AA00040"|""|"GCSE"
187|"2013"|"A* - A"|"42"|"20130831173141"|"AA00040"|""|"GCSE"
188|"2013"|"A* - A"|"25.7"|"20130831173554"|"AA00040"|""|"A Level"
188|"2013"|"A* - B"|"48.6"|"20130831173601"|"AA00040"|""|"A Level"
189|"2013"|"A* - B"|"74"|"20130831173907"|"AA00040"|""|"A Level"
592|"2013"|"A* - B"|"46.7"|"20140709125951"|""|""|"A Level"
47|"2013"|"A*"|"27"|"20130826114948"|"AA00040"|""|"GCSE"
47|"2013"|"A* - A"|"48.8"|"20130826114955"|"AA00040"|""|"GCSE"
47|"2013"|"A*"|"13.8"|"20130826115002"|"AA00040"|""|"A Level"
47|"2013"|"A* - A"|"40.2"|"20130826115010"|"AA00040"|""|"A Level"
47|"2013"|"A* - B"|"62.8"|"20130826115017"|"AA00040"|""|"A Level"
48|"2013"|""|"34.3"|"20130826120013"|"AA00040"|""|"IB"
50|"2013"|"A*"|"11"|"20130826120517"|"AA00040"|""|"A Level"
50|"2013"|"A* - A"|"51.7"|"20130826120525"|"AA00040"|""|"A Level"
50|"2013"|"A* - B"|"81.5"|"20130826120531"|"AA00040"|""|"A Level"
50|"2013"|""|"35"|"20130826120538"|"AA00040"|""|"IB"
55|"2013"|"A* - B"|"79"|"20130827163630"|"AA00025"|""|"A Level"
55|"2013"|"A* - A"|"57"|"20130827163643"|"AA00025"|""|"A Level"
29|"2013"|"A* - A"|"70"|"20130830121507"|"AA00040"|""|"GCSE"
58|"2013"|"A*"|"33.8"|"20130830122932"|"AA00040"|""|"GCSE"
61|"2013"|"A*"|"30"|"20130830142743"|"AA00040"|""|"GCSE"
61|"2013"|"A* - A"|"64"|"20130830142750"|"AA00040"|""|"GCSE"
61|"2013"|"A*"|"20"|"20130830142757"|"AA00040"|""|"A Level"
61|"2013"|"A* - A"|"54"|"20130830142809"|"AA00040"|""|"A Level"
61|"2013"|"A* - B"|"81"|"20130830142816"|"AA00040"|""|"A Level"
65|"2014"|"A* - A"|"47"|"20141101111732"|"AA00032"|""|"A Level"
65|"2013"|"A* - A"|"38"|"20130830143745"|"AA00040"|""|"A Level"
67|"2013"|"A*"|"15.3"|"20130830145301"|"AA00040"|""|"GCSE"
67|"2013"|"A* - A"|"40.1"|"20130830145307"|"AA00040"|""|"GCSE"
67|"2013"|"A*"|"16.8"|"20130830145314"|"AA00040"|""|"A Level"
67|"2013"|"A* - A"|"47.6"|"20130830145322"|"AA00040"|""|"A Level"
67|"2013"|"A* - B"|"75.2"|"20130830145331"|"AA00040"|""|"A Level"
576|"2013"|"A* - A"|"26"|"20130830150132"|"AA00040"|""|"A Level"
413|"2014"|"A* - B"|"72.3"|"20140830160600"|"AA00032"|""|"GCSE"
76|"2013"|"A*"|"24"|"20130830153002"|"AA00040"|""|"GCSE"
76|"2013"|"A* - A"|"57"|"20130830153009"|"AA00040"|""|"GCSE"
76|"2013"|"A* - A"|"52"|"20130830153020"|"AA00040"|""|"A Level"
76|"2013"|"A* - B"|"80"|"20130830153028"|"AA00040"|""|"A Level"
84|"2013"|"A* - A"|"37"|"20130830153618"|"AA00040"|""|"A Level"
84|"2013"|"A* - B"|"68"|"20130830153626"|"AA00040"|""|"A Level"
85|"2013"|"A* - A"|"57"|"20130830154217"|"AA00040"|""|"GCSE"
85|"2013"|"A* - A"|"52"|"20130830154228"|"AA00040"|""|"A Level"
85|"2013"|"A* - B"|"80"|"20130830154235"|"AA00040"|""|"A Level"
88|"2013"|"A* - A"|"25"|"20130830154921"|"AA00040"|""|"GCSE"
88|"2013"|"A* - A"|"23"|"20130830154928"|"AA00040"|""|"A Level"
88|"2013"|"A* - B"|"53"|"20130830154941"|"AA00040"|""|"A Level"
89|"2013"|"A* - A"|"62.5"|"20130830155312"|"AA00040"|""|"GCSE"
89|"2013"|"A* - B"|"81"|"20130830155321"|"AA00040"|""|"A Level"
652|"2013"|"A*"|"20"|"20130830161118"|"AA00040"|""|"A Level"
652|"2013"|"A* - A"|"53"|"20130830161124"|"AA00040"|""|"A Level"
652|"2013"|"A* - B"|"78"|"20130830161130"|"AA00040"|""|"A Level"
113|"2013"|"A*"|"41"|"20130830172657"|"AA00040"|""|"GCSE"
115|"2013"|"A* - A"|"54"|"20130830173044"|"AA00040"|""|"GCSE"
115|"2013"|"A* - A"|"44"|"20130830173050"|"AA00040"|""|"A Level"
18|"2014"|"A* - A"|"52"|"20140906145222"|"AA00032"|""|"A Level"
20|"2013"|"A*"|"50"|"20130830174625"|"AA00040"|""|"GCSE"
20|"2013"|"A* - A"|"79"|"20130830174631"|"AA00040"|""|"GCSE"
20|"2013"|"A* - B"|"83"|"20130830174639"|"AA00040"|""|"A Level"
21|"2013"|"A*"|"58.3"|"20130822174405"|"AA00040"|""|"GCSE"
110|"2013"|"A* - A"|"55.8"|"20131008160418"|"AA00025"|""|"GCSE"
3|"2013"|"A* - A"|"56"|"20130822174516"|"AA00040"|""|"GCSE"
4|"2013"|"A*"|"42"|"20130822174713"|"AA00040"|""|"GCSE"
4|"2013"|"A* - A"|"78"|"20130822174719"|"AA00040"|""|"GCSE"
462|"2013"|"A*"|"51"|"20140531172052"|"AA00044"|""|"GCSE"
130|"2016"|"A*"|"40"|"20160818180555"|"AA00044"|""|"A Level"
214|"2016"|"A* - B"|"66"|"20160825100338"|"AA00044"|""|"A Level"
462|"2013"|"A*"|"31"|"20140531172455"|"AA00044"|""|"A Level"
599|"2013"|"A*"|"10.7"|"20130822175653"|"AA00040"|""|"A Level"
599|"2013"|"A* - A"|"34.6"|"20130822175715"|"AA00040"|""|"A Level"
599|"2013"|"A* - B"|"62"|"20130822175725"|"AA00040"|""|"A Level"
593|"2013"|"A* - B"|"72"|"20130822180112"|"AA00040"|""|"A Level"
462|"2013"|"A* - A"|"70"|"20140531172502"|"AA00044"|""|"A Level"
687|"2013"|""|"37"|"20130822180615"|"AA00040"|""|"IB"
573|"2013"|""|"38"|"20130822181357"|"AA00040"|""|"IB"
573|"2013"|"A*"|"50"|"20130822181410"|"AA00040"|""|"GCSE"
573|"2013"|"A* - A"|"82"|"20130822181420"|"AA00040"|""|"GCSE"
508|"2013"|"A* - A"|"43"|"20130822182621"|"AA00025"|""|"A Level"
508|"2013"|"A* - A"|"48"|"20130822182719"|"AA00025"|""|"GCSE"
631|"2013"|"A*"|"27"|"20130822182957"|"AA00040"|""|"A Level"
631|"2013"|"A* - A"|"60"|"20130822183009"|"AA00040"|""|"A Level"
631|"2013"|"A* - B"|"84"|"20130822183021"|"AA00040"|""|"A Level"
467|"2013"|"A* - A"|"25"|"20130823100937"|"AA00025"|""|"A Level"
467|"2013"|"A* - B"|"50"|"20130823100945"|"AA00025"|""|"A Level"
465|"2013"|"A*"|"39"|"20130823101318"|"AA00025"|""|"GCSE"
465|"2013"|"A* - A"|"66.2"|"20130823101343"|"AA00025"|""|"GCSE"
3|"2014"|"A*"|"23"|"20140830174324"|"AA00032"|""|"A Level"
462|"2013"|"A* - A"|"77"|"20130823101513"|"AA00025"|""|"GCSE"
18|"2014"|"A*"|"18"|"20140906145301"|"AA00032"|""|"A Level"
148|"2015"|"A* - A"|"57"|"20150820101049"|"AA00044"|""|"A Level"
462|"2013"|"A* - B"|"94"|"20130823101554"|"AA00025"|""|"A Level"
494|"2013"|"A*"|"19.4"|"20130823101954"|"AA00025"|""|"A Level"
494|"2013"|"A* - A"|"39.5"|"20130823102000"|"AA00025"|""|"A Level"
494|"2013"|"A* - B"|"71.8"|"20130823102008"|"AA00025"|""|"A Level"
493|"2013"|"A* - A"|"67"|"20130823102134"|"AA00025"|""|"GCSE"
506|"2013"|""|"32.44"|"20130823102721"|"AA00025"|""|"IB"
506|"2013"|"A* - A"|"29"|"20130823102842"|"AA00025"|""|"A Level"
479|"2013"|"A* - A"|"42"|"20130823103351"|"AA00025"|""|"GCSE"
479|"2013"|"A* - B"|"68"|"20130823103409"|"AA00025"|""|"A Level"
167|"2013"|""|"31.89"|"20140717133237"|"AA00003"|""|"IB"
65|"2014"|"A* - B"|"72"|"20141101111742"|"AA00032"|""|"A Level"
603|"2013"|"A* - A"|"43"|"20130823155124"|"AA00040"|""|"GCSE"
604|"2013"|"A* - B"|"59.62"|"20130823155733"|"AA00040"|""|"A Level"
30|"2013"|"A* - A"|"55"|"20130824174917"|"AA00040"|""|"GCSE"
32|"2013"|"A*"|"14"|"20130824175418"|"AA00040"|""|"GCSE"
67|"2014"|"A*"|"27.7"|"20141101112242"|"AA00032"|""|"GCSE"
678|"2013"|"A* - A"|"32"|"20130824180119"|"AA00040"|""|"GCSE"
40|"2013"|"A*"|"13.1"|"20130826105532"|"AA00040"|""|"A Level"
40|"2013"|"A* - A"|"36.9"|"20130826105542"|"AA00040"|""|"A Level"
40|"2013"|"A* - B"|"83.6"|"20130826105549"|"AA00040"|""|"A Level"
40|"2013"|"A*"|"23.9"|"20130826105843"|"AA00040"|""|"GCSE"
40|"2013"|"A* - A"|"49.4"|"20130826105854"|"AA00040"|""|"GCSE"
41|"2013"|"A* - A"|"36"|"20130826110606"|"AA00040"|""|"A Level"
41|"2013"|"A* - B"|"63"|"20130826110613"|"AA00040"|""|"A Level"
67|"2014"|"A* - A"|"56.1"|"20141101112253"|"AA00032"|""|"GCSE"
45|"2013"|"A* - B"|"59"|"20130826112308"|"AA00040"|""|"A Level"
504|"2013"|"A* - A"|"35.6"|"20130819182253"|"AA00040"|""|"A Level"
148|"2013"|"A*"|"18"|"20130820104403"|"AA00025"|""|"A Level"
148|"2013"|"A* - A"|"58"|"20130820104416"|"AA00025"|""|"A Level"
148|"2013"|"A* - B"|"85"|"20130820104422"|"AA00025"|""|"A Level"
465|"2013"|"A*"|"17"|"20130820135307"|"AA00040"|""|"A Level"
465|"2013"|"A* - A"|"51"|"20130820135314"|"AA00040"|""|"A Level"
465|"2013"|"A* - B"|"85"|"20130820135322"|"AA00040"|""|"A Level"
