"school_id"|"visitdate"|"lastupdate"|"staffid"|"remarks"|"schoolcontact"|"visitlog"|"result"
159|"20160516"|"20160728191032"|"AA00007"|"Consultant's visit on 20160516 by B

Campus Location
Eastbourne is 1.5 hours by train from London Victoria, Eastbourne College is less than 10 min drive from Eastbourne Station. 

Campus 
The school is near town, surrounded by residential area, hotel and art centre. School located near seaside and the lovely pier and sea. Seaview is available from school buildings. The school is within 10 min walk to town centre.

Accommodation
2 Girls and 3 Boys : Vertical 
Y9 : double room
Y10: double or single
Y11+: single 

Facilites
a huge infrastructure called Project 150 is undergoing and will finish in Sep2017. After the project completed, there will be 32 state-of-the-art classrooms; a sports centre the equal of any in the region; a very large dining hall with function rooms and café; a three-storey pavilion; a foyer attached to the College theatre, a reception area, a new school shop and plentiful social and exhibition space.

There is a new music centre called Birley already in use, School rep said that Singing is strong at school. 

Academic:
Sat AM school

Student comments:
Good heating in school 
Food is sufficient. Can get second
Laundry done through 6th Form
Wifi all through, do not switch off

Activities
school is proud to have 350 pupils attending CCF.
50 pupils received gold awards for Duke of Edinburgh.
There is a Professional club  with 18 holes golf courts nearby which includes a 9 holes. 
3 tennis players in school reach national level


AA comment:
It feels like there are more white faces in school"|""|""|""
36|"20160519"|"20160724173124"|""|"Consultant's visit: Visited by Battie 20160519

Campus Location:
Nearest train station is Hayward Heath, journey from London Victoria to Hayward Heath takes 42 mins. Drive from Hayward Heath to Ardingly College takes 10 mins. Hayward Heath is a small town with sufficient shops and restaurants to support the residents. 

Campus: 230 acres

Wifi available 
Prep School located in the same campus as the senior, Prep School students are in green uniform. 


Accommodation:
Boarding House System:

Vertical Y9 - Y12: stay in same house, 2 students share a room
2 Girls House (1 Day 1 boarding) 4 Boys House (1 Day,2 boarding, 1 day & flexi)
Upper Sixth Form House (Woodard) : newly furbished, new and spacious. Co-ed boarding  
No full boarders in prep school

Sports:
Football major



Academic:
no sat AM lessons

Visa:
must go through Mark Taylor, all parents are charged GBP500. 
AA cannot help with visa application

Feedback from students:
Boarding houses are warm in winter, Food is good, teachers are caring and able. There are subjects clinics which help students who have difficulty in their work. 

AA Only:
Registrar has comments about AA test, she felt it is too easy.
According to the head, there are 90 places each year for Y9 entry, 45 are reserved for Prep School students. 45 open to others. Each year, head will save 12 places for Y10 entry, this is school policy. Entry in L6 is very competitive. 
In senior school, students wears a light green tweed coat, B felt it is very classy.
The present head wishes to push academic to higher level, his aim is to become Brighton College...."|""|""|""
472|"20160513"|"20160703162456"|""|"Consultant's visit: Visited by Battie  20160513

Campus Location:
Train from  London Victoria to Polegates  is 1 hour journey, then 10 mins by car. 
Campus:
Visitor arrives at the gate of the campus, collect badge then walk to the main building, the walk is about 5 mins. Partially enclosed campus. No shops around. The school is located in rural area. 
Special Features:
Animal Management Centre: it is a department in school keeping all sorts of small animals, like reptiles, snakes…

Accommodation:
Boarding Houses: 3 boys 2 girls
2 boys houses and  2 girls houses are newly refurbished.
1 boys house is a bit old. 
Arrangement of house: Vertical
Only very few single rooms, sixth form also needed to share

Facilities:
Excellent sports facilities
Classrooms not so new
There are construction going on in the school

Academic:
No sat lessons
Good EAL support, teachers are very passionate about teaching EAL. They provide a good system of learning, there are different level of reading students are recommended to follow over the course. 
Head of Math is very passionate,  there are 7 Oxbridge in 2016. The school is confident that there will be 20 Oxbridge in 2017. Not only Asian does F.Math, many British and European does F.Math. 
For AL, school recommends 3 AL, F.Math is the 4th subject for bright students only, all sixth form will do EPQ
School has their own “Bede’s Diploma”  for sixth form to start in Sept 2016, (details not very solid at the moment)
Art is good, strong at ceramic 
Pastoral Care:
Individual attention is high, students  have lots of opportunity to explore themselves

AA comment:
B spotted that girls wear very short skirts.
Sixth form uniform seemed not consistent
B felt this is an uptrending school 

Suitable for:
Students are willing to work hard but not doing so well in HK system, need encouragement 
Students enjoy sports. 
Students whose academic result is average in HK but wish to be vet."|""|""|""
58|"20160520"|"20160728143152"|"AA00007"|"Consultant's visit by Battie: 20160520

Campus Location:
Train from London Euston to Berkhamsted  is under 30 mins, the school is located just 5 mins walk from the station.

Campus:
Town School 
The school is within 5 mins walk from the town, admission department where head’s office is located lies alongside the High Street. Further up to the back of the admissions office is the girl school and accommodation. The campus is blended with new and old buildings. 

Accommodation:

Most of the rooms have 2 beds, full boarder normally enjoy the room with a flexi or weekly boarder, there are many ensuite rooms available Rooms are spacious and clean. 

Facilities:
New Art department is very impressive

Central Dining

Academic:
No sat lessons

Pastoral Care:
Sixth formers have plenty of freedom, they can even quit meals and go to town for food.

AA comment:
Only work with AA in HK.  
AA student Matthew TAM studies art in Berkhamsted and will join Central St Martin in Sep 2016. 
The school works with Michael Couch. If we have students reside in China but apply through AAHK, the school still treats the students as AA students.
Weekends can be quite quiet, it is better for HK students to join in sixth form, if lower form, they may find it very boring. 

Suitable for:
Sixth form students who only want to achieve good result and don’t mind quiet weekends."|""|""|""
21|"20160513"|"20160724224554"|""|"Consultant's visit 20160513 By Battie

Campus Location:
Brighton is 1 to 1.25 hours train from London Victoria. Brighton College is within 30 min walk to Brighton town centre. Taxi from Brighton train station to school is under 10 minutes

Campus:
6 acres
Feel like a college in an university town, main buildings are all historial buildings situated in a quad
Front of the campus are boarding houses and the Admission office and headmaster’s office.
Back of the campus are teaching block and fields.
the size of the school is small 

Facilities:
In general, facilities are newish
New music school is impressive. Recital room is best acoustic

Accommodation:
Boarding House System: Vertical
5 boarding houses:
2 girls: dorm in Y9, double or 3 to share from Y10,  single room in Y13
2 boys: dorm in Y9, double in Y10, Y11,12,13 will likely have single room

Academic:
No sat AM school 
Activities are compulsory on sat 

AA comment: 
HK students complained heat is not sufficient at night in winter. Go off at10pm. Cold in midnight. This situation even happened in new house which is only 3 years old
Activities are compulsory on sat, students don’t like it
Abraham house. Boiler so old. Needed to renew"|""|""|""
159|"20160516"|"20160728191546"|"AA00007"|"Consultant's visit on 20160516 by B

Campus Location
Eastbourne is 1.5 hours by train from London Victoria, Eastbourne College is less than 10 min drive from Eastbourne Station. 

Campus 
The school is near town, surrounded by residential area, hotel and art centre. School located near seaside and the lovely pier and sea. Seaview is available from school buildings. The school is within 10 min walk to town centre.

Accommodation
2 Girls and 3 Boys : Vertical 
Y9 : double room
Y10: double or single
Y11+: single 

Facilities
a huge infrastructure called Project 150 is undergoing and will finish in Sep2017. After the project completed, there will be 32 state-of-the-art classrooms; a sports centre the equal of any in the region; a very large dining hall with function rooms and café; a three-storey pavilion; a foyer attached to the College theatre, a reception area, a new school shop and plentiful social and exhibition space.

There is a new music centre called Birley already in use, School rep said that Singing is strong at school. 

Academic:
Sat AM school

Student comments:
Good heating in school 
Food is sufficient. Can get second
Laundry done through 6th Form
Wifi all through, do not switch off

Activities
school is proud to have 350 pupils attending CCF.
50 pupils received gold awards for Duke of Edinburgh.
There is a Professional club  with 18 holes golf courts nearby which includes a 9 holes. 
3 tennis players in school reach national level


AA comment:
It feels like there are more white faces in school"|""|""|""
373|"20160514"|"20160728164240"|"AA00007"|"Consultants’ visit on 20160514

Campus Location:
School is located in Caversham, near Reading, drive from Heathrow is 45 mins
10 min drive to Reading station

Campus: 
35 acres, located near residential area, easy access to town centre. School fields are surrounded by school buildings.

Accommodation:

4 boarding houses:

2 Lowers boarding houses: max 3 people share a room
1 Lower sixth house – single or double, all ensuite
1 Upper sixth house – single or double, need to share bathroom and toilet 

Good conditions and spacious
Common rooms are spacious and there are plenty of desktop in the house.
Cosy and homely environment

Facilities:
Classrooms are spacious and well equipped with interactive white board, good conditions
6th form centre in construction, hopefully it will be ready in Sep2016.

Academic:
No Sat school
School has clinics for subjects, students are welcome to attend the clinics when teachers are around to help

Pastoral Care:
Students can go to town nearby or Reading, no need permission for it.
But if students want to go to London, school requires parents’ consent

Food: 
Central dining
Dining hall looks new and clean


B’s comment:
I visited the school on Saturday morning, nothing much going on.  School mainly wants me to have a meeting with them about recruiting students in HK.
B’s General feeling is that there are not many Asian in the school, the school head and staff are warm and friendly."|""|""|""
475|"20160511"|"20160728173148"|"AA00007"|"Consultant's visit 20160511 by B

Campus Location: 
Train from London Paddington to Oxford is 1 hour. St Clare is located north of Oxford,  15 mins drive from Oxford town centre or train station. 

Campus:
The college buildings lie along a street, one would not say the college has a campus as such. The college is formed by 28 buildings on a posh area of Oxford. Most of the buildings are red bricks buildings with some modern ones.

Accommodation:
Students taking Pre IB are accommodated in new modern building blending with a heritage building
Room facilities are in excellent condition. The view from the rooms is just amazing.
The accommodation is located along the busy road but the rooms are facing inside where environment is peaceful and quiet. I can hear bird sings.

Facilities: 
The library looks newish.
Atmosphere
Very international, lots of mixed nationalities and they do mix!
Met 2 clever students in random. They aim for medicine. Their EPQ project is impressive. They are researching for natural cure. 

AA comment:
Met a mainland Chinese girl at library, she said she enjoyed the course and the life as there are more freedom. Fee is not cheap but well spent. 
If students are thinking of doing foundation, they will be much more benefit studying in St Clare as they will meet more students from different countries rather than lots of Asian.

Suitable for:
Students not looking for traditional school environment.  Don’t mind lots of overseas students, but the overseas are not mainly Asian. The good thing of going to St Clare is that students can get to know friends from lots of different countries."|""|""|""
577|"20160509"|"20160728145241"|"AA00007"|"Visited by Consultant Battie: 20160509

Campus Location:
Train from London Paddington station to Exeter then change at Exeter to Barnstaple. Drive from Barnstaple station to school take about less than 30 min. 

Campus: 

The school is located in rural area and it is an enclosed campus,  you do feel like being in the middle of no where. The enclosed campus is a combination of a mix of old and new buildings. New buildings are art building (including art, DT, drama), Sixth Form house and common room, Sport centre, Library. 
New buildings are very impressive, modern style with lots of spaces and high technology. Each building is easy access to each other. 

Accommodation
1 Lower G: 35-40
1 Lower B: 35-40
Sixth form : 2 wings (B 35 G 35)
Sixth Form: The Parker's, day sixth form are allowed in Parker's in day time, but only confined to the common area in ground floor. The are separate girls wing and boys wing

Facilities:
New buildings are impressive
Wifi all around, switch off at night. 

Food: 
According to the students, the food quantity is sufficient, students are allowed to take second or third but not tasty

Airport pick up: school assists with airport pickup

Suitable for:
students prefer quiet and peaceful place school where teachers are friendly and helpful. looking for good art departement. But the school's academic is good, they do not take anyone, they are getting more selective these few years. 

AA only: 

School arranged AA students meeting with B : 6 students, 2 sixth forms and 4 lowers, 2 G 4 B, general feeling:
Like the school
Feel teachers are helpful
Food : so so
Weekend activities a bit boring, most of them said they have settled well 
No bullying
No racial discrimination

General feeling of B: 
Most of the pupils are white faces, not many Asian faces. 
Tour guide were two white guy but not so sociable 
Students are well mannered and in one class all students stood up when we entered"|""|""|""
36|"20160519"|"20160728205141"|""|"Consultant's visit: Visited by Battie 20160519

Campus Location:
Nearest train station is Hayward Heath, journey from London Victoria to Hayward Heath takes 42 mins. Drive from Hayward Heath to Ardingly College takes 10 mins. Hayward Heath is a small town with sufficient shops and restaurants to support the residents. 

Campus: 230 acres

Wifi available 
Prep School located in the same campus as the senior, Prep School students are in green uniform. 


Accommodation:
Boarding House System:

Vertical Y9 - Y12: stay in same house, 2 students share a room
2 Girls House (1 Day 1 boarding) 4 Boys House (1 Day,2 boarding, 1 day & flexi)
Upper Sixth Form House (Woodard) : newly furbished, new and spacious. Co-ed boarding  
No full boarders in prep school

Sports:
Football major



Academic:
no sat AM lessons

Visa:
must go through Mark Taylor, all parents are charged GBP500. 
AA cannot help with visa application

Feedback from students:
Boarding houses are warm in winter, Food is good, teachers are caring and able. There are subjects clinics which help students who have difficulty in their work. 

AA Only:
Registrar has comments about AA test, she felt it is too easy.
According to the head, there are 90 places each year for Y9 entry, 45 are reserved for Prep School students. 45 open to others. Each year, head will save 12 places for Y10 entry, this is school policy. Entry in L6 is very competitive. 
In senior school, students wears a light green tweed coat, B felt it is very classy.
The present head wishes to push academic to higher level, his aim is to become Brighton College....

Suitable For:
students prefer location not too far from London but in a safe town with good facilities

Not Suitable For:
poor academic students and shy"|""|""|""
21|"20160513"|"20160728205857"|"AA00007"|"Consultant's visit 20160513 By Battie

Campus Location:
Brighton is 1 to 1.25 hours train from London Victoria. Brighton College is within 30 min walk to Brighton town centre. Taxi from Brighton train station to school is under 10 minutes

Campus:
6 acres
Feel like a college in an university town, main buildings are all historial buildings situated in a quad
Front of the campus are boarding houses and the Admission office and headmaster’s office.
Back of the campus are teaching block and fields.
the size of the school is small 

Facilities:
In general, facilities are newish
New music school is impressive. Recital room is best acoustic

Accommodation:
Boarding House System: Vertical
5 boarding houses:
2 girls: dorm in Y9, double or 3 to share from Y10,  single room in Y13
2 boys: dorm in Y9, double in Y10, Y11,12,13 will likely have single room

Academic:
No sat AM school 
Activities are compulsory on sat 

AA comment: 
HK students complained heat is not sufficient at night in winter. Go off at10pm. Cold in midnight. This situation even happened in new house which is only 3 years old
Activities are compulsory on sat, students don’t like it
Abraham house. Boiler so old. Needed to renew


Suitable for:
Students only aim for academic result, prefers near town and don’t like too much activities

Not suitable for:
Students aiming huge campus with plenty of activities in weekend"|""|""|""
94|"20180401"|"20180401174545"|""|"Visit to Office: 08/Nov/2017

AL. Jan start 5 terms- start in Jan 2018
25 students do AL per yr, 10-12 eligible Oxbridge 4or5 to Oxbridge, 40% successful rate
more British, 40% int't 60% local
New House . Newly built
30 beds
mixed
4 houses
2 mixed 1 B, I G
£ 15000-19000
Max 8 class size
Boarding: 60% intl 40% British stay in weekends
GCSE 2yr
Leonard Scholars 8 students event, workshop, seminar by Camb U, learn from environment
8 students (50 % scholarship 14 yrs old
creative .
exciting.
mixed nat
All & go to Camb ideally
50% include accommodation fee First intake in Sep 2Ol8
164 total
AL: 25
Gcse: 50
Pre-programme .
Iyr AL: 20+
Nat mix: 25 nat
China. l0-12 Niigeria : 10 Thai : 6 Malaysia.. 4
EU : 25 Hk: 2
5 term AL: start Jan 2018 New Course"|""|""|""
373|"20160620"|"20160802143220"|"AA00007"|"20160620: School visit to AA

School:
-	1894 
-	Easy access to London, Reading and Oxford by train, within 30mins
-	Good caring and pastoral
-	No sat school but have activities programme on Sat (Apps Workshop, Silk Painting and felt making, cookery etc.)
-	Sixth form can go to town or London/Oxford/ Reading alone
-	Staff accompany students aged 11-16 when they need to go out  
-	Activities: Fitting centre, hiking, ball room dancing, ice-skating, skiing
-	Sunday activities: Harry Porter Tour, fashion show, Ice Skating, bowling, cinema, etc.
-	Wi-Fi assesses, but limited.
-	Less international students
-	Can arrange airport transfer, 25mins arrive Heathrow Airport T5
-	New – Sixth Form centre, entry Sept 2016.
-	New – Music Centre coming soon
-	EAL need extra charges  
-	NO SAT preparation for student
-	Sixth form enrichment ( public speaking, debuting, joint event with boys)
-	Encourage students attend PE and do sport
-	2 registration nurses at school and 1 assistant
-	Every girls has tutor
-	Class size, 1:12
-	Core values : Trust ,Respect, Honest, Tolerance, Compassion 
-	University Destination: Oxford, Bristol, Exeter, Durham

Academic:
-	GCSE: A* 28%, A*/A 63%, A*-C 97%
-	Offer 1 Year GCSE course
-	Alevel: A* 21%, A*-A 50%, A*-B 77%
-	A-level new subjects: Econ, Psy, Phil, government politic
-	Subjects will be changed. It depends on students’ demand
-	For Mandarin, school can offer 1:1 teaching in need, they have Mandarin teacher 

Boarding:
-	4 Boarding houses – Every boarding house have sitting room and common room 
(2 houses for 11-16; 1 house for lower sixth; 1 house for upper sixth)
-	Own laundry for sixth form students.

Sport:
-	Mainly- Lacrosse
-	Tennis, netball, fencing, polo, horse riding, rowing (2 clubs and just 15 mins),"|""|""|""
197|"20160429"|"20180322180159"|"AA00042"|"Godolphin School is one of the oldest girls’s boarding school in the UK (the school is ard 300 year-old!) The school is located on a hill to the east of the city of Salisbury with a lovely view of the cathedral. It is a town school. It is about 1.5 hours from London to Salisbury by train and just a 5-10 mins walk from Salisbury town centre. 

Godolphin has one junior boarding house (7-12 years) and two senior boarding houses (13-16 years). 
-normally 4-6 girls share a big bedroom
Sixth form centre comprises 2 boarding houses with common rooms, kitchens and relaxation areas. Houses accommodate both Upper and lower Sixth boarders and also day girls. There is a range of single and double study bedrooms for the boarders and each day girl has her own individual work area in the Centre. The school ensures that all the girls are fully integrated.
Each sixth former belongs to the same small tutor group for both her lower and upper sixth year so that her tutor can get to know her well and can guide her in her academic work and oversee her progress.
-There is no central dining room- even day girls will allocate to a houses and everyone who belongs to the house eats all meals there (I was told by a 6th form HK student that the food at Godolphin is excellent, especially the breakfast! They have Green Monday as well)
-6th formers can choose to have single or share bedrooms
-all rooms are bright and bathrooms are clean
-boarding facilities provide a warm environment in which the girls can work, relax and socialise 
-all boarders benefit from an extensive programme of activates for everyday of the week and weekend

Facilities
The playing fields are on-site however the sport hall is off-campus. I haven’t visit the sport hall but was told that it is easily accessible. Girls can join regular yoga, fitness and relaxation session held in the Sixth form Centre. There are many sporting options available at Godolphin: netball, hockey cross-country, swimming, tennis, cricket, fencing, basketball, volleyball etc. 

The Sixth form centre included facilities such as IT suites, conference room, relaxation suites and a Sixth Form Centre Café which they serve Costa drinks. 
Art has a huge and impressive building bursting with stunning work.  
There are so many opportunities to lean different things and to be ready for whatever you want to do after school. 
All of the girls and staff at the school belong to one of three houses. These houses come together for competitive purposes in activities ranging from debating, drama to sport."|""|""|""
136|"20160429"|"20180322180309"|"AA00042"|"Campus Location
Dauntsey’s School is situated in the village of Wiltshire. 
Nearby station is Westbury (25 mins away from the school). There is a direct train from Westbury to London Paddington. It takes around 1.5 hours. 

Accommodation
There are 5 boarding houses and 7 day houses. 
Lower school houses- 3 day houses,1 boarding houses-Manor (off-campus)
Upper school houses-2 day houses and 2 boarding houses for Boys, 2 day houses and 2 boarding houses for Girls
Every pupil joins either a boarding or day house, which are co-educational in the Lower School (ages11-13) and single sex in the Upper school (ages 14-18). 

The Manor is co-educational house. The boys and girls accommodation is on separate floors. It is a fabulous Victorian mansion set in 65 acres of grounds and ancient woodland. The house can accommodate approx. 70 lower school boarders. It is a very caring and friendly “home from home” atmosphere. As well as a large array of indoor leisure facilities, outside there are tennis courts, a seven-hole golf course. Boarders will have many activities and competitions in the Manor grounds.
Boarders will have breakfast and supper here and then walk with a group of 3 or take mini bus to the school.

Fitzmaurice (Upper school boarding, Boys 14-18 years)
Fitzmaurice is one of the two boys’ upper school boarding house at Dauntsey’s. The house accommodates around 60 boys, with each sixth former having his own room. 
For lower form boarders, they shared a room with 2-4. 

Evans (Upper School boarding, Girls 14-18 years)
The house has 36 single room and 12 double rooms is of high quality. Sixth formers can have ensuite bedroom. The rooms are bright and spacious. For lower form boarders, they shared a room with 2-4. 

Each house is run by a housemaster or housemistress and a team of tutors who take a close and active interest in pupils’ academic and social development, as well as encouraging them to make the most of the activities on offer. A student team in each house organises a range of activities and event throughout the year. There’s always something going on, from outdoor movie nights, themed parties, high teas, trips to the theatre, bowling etc.
Boarders and day pupils are fully integrated. Day pupils also benefit from the many events and opportunities on offer beyond the school day to which they are always welcome. Boarders often make friends with local day pupils, and are able to invite them to stay at no cost, in their boarding house at the weekend. 

Facilities
-Sport plays an important role in the school and pupils are expected and encouraged to take an active part. Sporting opportunities are everywhere. Major sports include basketball, football, cricket, hockey, netball, rugby and tennis. 
Excellent sport facilities including 8 rugby/football pitches,2 hockey pitches, 7netball/tennis courts, a huge sport hall, heated swimming pool, 2 squash courts 

-Tuck shop. Pupils can buy snacks, drinks. Cyber Café is next door, pupils keen to catch up with friends here and test the latest and hottest in computer games!

-Dining. There are always choices of two hot courses, with a vegetarian option available. Daily Salad bar offers many options! Homemade soups, hot and cold dessert, fresh fruit, yogurt etc…

-Good Art department. There is the exhibition area in the central of the Art block which hosts a wide range of pupils and guest artist’s works. Art teacher is very supportive. I can see it’s a stimulating and encouraging environment to work in. 

-Music is equally strong at Dauntsey’s. Around 400 pupils taking lessons in 20 different instruments. Pupils are participating in many concerts, competitions and master classes. 

-6 to7 drama productions every year and a major dance showcase, there is plenty of opportunity offer to pupils studying at Dauntsey’s


General
School uniform is worn by all pupils from the first to the fifth form. Sixth form pupils can wear smart casual. They are not expected to wear school uniform but their dress and appearance should be in a style that would be appropriate in a formal business environment. 
-16 pupils in GCSE class
-Max. 12 pupils in AL class
- EAL is included"|""|""|""
593|"20180615"|"20180620000407"|"AA00007"|"•	Mandarin SL possible in future 
•	Eng (B)
•	AL 55% IB 45%
•	Findings: less able do better in IB then AL
•	AL+EPQ (optional) like CAS opportunity 
•	Y9: MidYIS, CAT4, determine target grades, expect students to achieve 1 grade more, give grades every 5 weeks
•	Value added grade: aim to +1
•	Good predicted grades for U6
•	Prepare SAT, not SAT exam centre 
•	10% go to UCL
•	More German students
•	25% international 
•	Worth colour: Cambridge blue
•	School will extend Girls house, school encounters pressure on Girls boarding place 
•	6th girls popular 
•	Boys boarding Full Sep18
•	620 pupils in Sep2018 
•	Sport pitch development 
•	New art school last year
•	Archie, a boy from HK, and a fencer, he is the only boy in his year group 
•	8 tennis courts 
•	500 acres 
•	500 sheeps
•	Enclosed campus 
•	House: St Mary, Girls house
•	Vertical, under 100 just 1 girls house
•	Matron: cover till 6pm
•	Y11: 2 shares ensuite, good condition and wide corridor 
•	Y10 & 9: 2 shares, smaller room, no desk 
•	6th : single
•	6th uniform: suits 
•	Not many Asian faces
•	Boy house: 52-53 boarders Y9-13
•	All Housemasters are teachers
•	Y9&10: devices collected, cabinet has chargers
•	Bell for lessons
•	Smart uniform 
•	Friendly L6
•	Y9&19: 4 share
•	Clean and good condition, toilet are clean
•	Y12&13: need to clean their own room
•	Laundry done by school 
•	Friendly students say hi 
•	Sports centre: fencing available 
•	No pool
•	Swimming at K2 leisure centre outside school, K2 is Olympic size 
•	No athletic track
•	Art building 
•	Photography suite with dark room
•	Theatre: 200 seats 
•	Campus: quiet and peaceful 
•	Chapel: monthly AM assembly 
•	Monday and Wednesday: tutor
•	Sunday church compulsory 
•	2 monks live in campus 
•	Each house has a chaplain 
•	Central dining
•	All meals are in dining hall 
•	Met Kenneth and Archie: 
•	Feedback: in general, ok, small class, more German, 5 pupils in chem class in L6
•	L6: 20 boarders only 2 British
•	Food: sufficient, not tasty 
•	Teachers are nice, pupils are friendly, Asian really is minority
•	Enclosed campus
•	Helen gave big tick to uniform 
•	Well mannered students 
•	School measures value added"|""|""|""
130|"20160503"|"20180322180550"|"AA00042"|"Campus Location
Concord College has 77 acres campus and set in safe and beautiful English countryside. It is an international co-educational boarding and day college providing education for 13-19 year-old students. 

Accommodation

Concord College has 17 boarding houses within its campus. Girls and boys have separate accommodation and most have individual rooms. Each of the residences is overseen by a house parent who takes responsibility for student welfare and the students quickly feel at home with their “extended family” 
-	Lower form –single room, share bathroom
-	6th form- Y12 single room, share bathroom, Y13 single room, ensuite

Facilities
- Laboratories (4 physics, 4 Bio, 4 Chem and 1 General Science)
-Two sport halls are open after school and in the evening 7 days/week
-There is a huge range of sporting activities available that included archery, badminton, basketball, netball, squash, water polo, football, weight training and horse riding etc.
-3 tennis courts
-Golf court on site
-Music- Individual instrumental lessons are available on most orchestral instruments. There are many weekly music clubs that students can join, together with a wide variety of opportunities to perform. There are also opportunities to join Shrewsbury Symphony Orchestra or Shropshire Youth Orchestra and perform with talented musicians from the local area. The College will also encourage talented students to enter for regional or national level music competitions.
-Flexibility – day students can arrive at Concord at 8am before breakfast and leave at 10pm after evening activities or alternatively attend lessons and leave at the end of the school day
-students are tested weekly on a SAT morning. This provides students with the chance to reinforce and affirm their learning every week and helps to ensure that the exam room “holds no fears” by the end of the year
-On arrival, all students are further tested 
-EAL is included in the fees (unless 1:1)
- Students can choose to stay in the College during half term and exeat however must leave the College during Xmas and Summer
-Library has ard 7000 books. It opens 7 days/week until 10pm. There has 60 computers, music library, DVD borrowing facility
-Internet is not permitted through the College network between 12 midnight to 6am to encourage students to sleep well each night 

General

-85% international students (15% mainland Chinese), 42 nationalities, 15% British
-50% boys 50% Girls (Slightly more)
- Strong in Maths & Science
-No uniform for anybody"|""|""|""
316|"20180531"|"20180531144432"|"AA00054"|"Consultant's Visit made on 28th April 2016 By Leon

Mill Hill School

Campus Location
Mill Hill School located in Greater London which is around 8 miles to inner London. It is a lot easy if travel by tube then car and the traffic in London is really bad.  

It is situated in a quiet residential area in London.

Campus
It is an enclose campus school. The College was founded in 1804.

Mill Hill international is not in the main campus, it takes around 10 mins walk from the main school.

The school is not that massive. A very nice stoneground in front of the main building. Plenty of field for students to play football or mucking around.

Accommodation
Visited one boarding house.

Burton Bank house is a mixed house with vertical house system. For Year 9-10 around 4 student share one dorm and for year 11-13 student, they have their own room.  The house is a bit old seems like it need a little bit of renovation.

I heard that the TV room will be renovate this summer. Matron seems very nice. Table tennis and a pool table with plenty of sitting space.


Facilities
Sports hall facilities and swimming is really old.

Really nice rugby and football pitch.

Favell Building was built in 2007 with lots of modern classrooms

Science school in a big building.

Hockey and tennis court.

Studio theatre.
  
General
I think the school is very busy. People running around everywhere.   Students seems happy however Chinese students tend to stick together a lot.

I will definitely not recommend Mill Hill international to H.K students as it will never mixed in with the British."|""|""|""
316|"20180531"|"20180531144456"|"AA00054"|"Consultant's Visit made on 28th April 2016 By Leon

Mill Hill School

Campus Location
Mill Hill School located in Greater London which is around 8 miles to inner London. It is a lot easy if travel by tube then car as the traffic in London is really bad.  

It is situated in a quiet residential area in London.

Campus
It is an enclose campus school. The College was founded in 1804.

Mill Hill international is not in the main campus, it takes around 10 mins walk from the main school.

The school is not that massive. A very nice stoneground in front of the main building. Plenty of field for students to play football or mucking around.

Accommodation
Visited one boarding house.

Burton Bank house is a mixed house with vertical house system. For Year 9-10 around 4 student share one dorm and for year 11-13 student, they have their own room.  The house is a bit old seems like it need a little bit of renovation.

I heard that the TV room will be renovate this summer. Matron seems very nice. Table tennis and a pool table with plenty of sitting space.


Facilities
Sports hall facilities and swimming is really old.

Really nice rugby and football pitch.

Favell Building was built in 2007 with lots of modern classrooms

Science school in a big building.

Hockey and tennis court.

Studio theatre.
  
General
I think the school is very busy. People running around everywhere.   Students seems happy however Chinese students tend to stick together a lot.

I will definitely not recommend Mill Hill international to H.K students as it will never mixed in with the British."|""|""|""
154|"20160428"|"20180531150019"|"AA00054"|"Consultant's Visit made on 28th April 2016 By Leon

Dulwich College

Campus Location
Dulwich College located in Greater London which is around 5 miles to inner London. It is a lot easy if travel by tube then car and the traffic in London is really bad.  

It is situated in a quiet residential area in London. People around that area seems like travel by bike.

Campus
It is an enclose campus school. But need to cross a road for the sports centre. It is a member of the Eton Group. The College was founded in 1619 but it was re-establish in 1870. The main building is a north italian of the 13 century style.

The ground is so nice with lots of green spaces.


Accommodation
Visited one boarding house.

Blew house is a 6th form house for year 12-13 students. All rooms are en-suite single study bedroom. During the visit most of the boys were sleeping and it was already school time. Seems like everyone is from Hong Kong. The staff asked them to tell me about their life in Dulwich, they seems really annoyed and refuse to speak.
I can hear them speaking cantonese and swearing in almost every sentence.

Definitely not mixing in with British students. Some boys do their own laundry but they can choose, if they want the school can do it for them.


Facilities
A very modern sports hall with electronic entrance.
Gym's facilities is a bit old.
Swimming pool is very modern.
A nice huge athlete track.
Shooting range.
Humanities subject building is very modern.

D.T and Art Dept are massive. I would say the machines for D.T are excellent.
  


General
I think the school is very busy. People running around everywhere.  School campus and buildings surprised me however, I'm sorry to say that people here are really snobbish and cocky. Really full of themselves most importantly really ignorance with no common sense.  It might be suitable for students who is only looking for a place that has high academic level. Got to say the school ethos is quite shallow. Definitely not a place for all rounded “Harrow”, “Tonbridge” type of students."|""|""|""
