"school_id"|"visitdate"|"lastupdate"|"staffid"|"remarks"|"schoolcontact"|"visitlog"|"result"
384|"20160511"|"20160530194131"|"AA00007"|"Visited by Battie

Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other.

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social
All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year from the country in the Social."|""|""|""
384|"20160511"|"20160530194334"|"AA00007"|"Visited by Battie

Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other.

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year from the country in the Social."|""|""|""
384|"20160511"|"20160530194540"|"AA00007"|"Visited by Battie

Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other.

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year group from the country in the Social."|""|""|""
384|"20160511"|"20160530194859"|"AA00007"|"Consultant's visit: Visited by Battie  20160511
 
Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other.

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

Academic:
School provides Sat AM lessons 

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year group from the country in the Social."|""|""|""
36|"20160519"|"20160530203341"|"AA00007"|"Consultant's visit: Visited by Battie 20160519

Campus Location:
Nearest train station is Hayward Heath, journey from London Victoria to Hayward Heath takes 42 mins. Drive from Hayward Heath to Ardingly College takes 10 mins. Hayward Heath is a small town with sufficient shops and restaurants to support the residents. 

Campus:

Wifi available 
Prep School located in the same campus as the senior, Prep School students are in green uniform. 

Accommodation:
Y9 - Y11: stay in same house, 2 students share a room
Sixth Form House: newly furbished, new and spacious. 


Sports:
Football major



Academic:
no sat AM lessons

Visa:
must go through Mark Taylor, all parents are charged GBP500. 
AA cannot help with visa application

Feedback from students:
Boarding houses are warm in winter, Food is good, teachers are caring and able. There are subjects clinics which help students who have difficulty in their work. 

AA Only:
Registrar has comments about AA test, she felt it is too easy.
According to the head, there are 90 places each year for Y9 entry, 45 are reserved for Prep School students. 45 open to others. Each year, head will save 12 places for Y10 entry, this is school policy. Entry in L6 is very competitive. 
In senior school, students wears a light green tweed coat, B felt it is very classy."|""|""|""
384|"20160511"|"20160530195006"|"AA00007"|"Consultant's visit: Visited by Battie  20160511
 
Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other.

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
Uniform: All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

Academic:
School provides Sat AM lessons 

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year group from the country in the Social."|""|""|""
384|"20160511"|"20160530195053"|"AA00007"|"Consultant's visit: Visited by Battie  20160511
 
Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other. Most of them are what we call the ""Red Bricks"" buildings. 

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
Uniform: All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

Academic:
School provides Sat AM lessons 

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year group from the country in the Social."|""|""|""
384|"20160511"|"20160530195732"|"AA00007"|"Consultant's visit: Visited by Battie  20160511
 
Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 
Radley is a village, nothing much to shop, nearby town is Abingdon

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other. Most of them are what we call the ""Red Bricks"" buildings. 

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
Uniform: All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

Academic:
School provides Sat AM lessons 

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year group from the country in the Social."|""|""|""
11|"20180322"|"20180322180419"|"AA00042"|"Campus Location
Shrewsbury School is situated in Shrophire, to the northwest of Birmingham. As there is no direct train service to this location, one has to change train in Birmingham in order to get there. The train journey takes about 2 hours 45 mins. To reach the toun centre, however a 10 mins walk is required from Shrewsbury train station, whereas a 15 mins ride by taxi is needed in order to get from Shrewsbury train station to the institute.

Campus

-150 acres, red bricked buildings, lots of greens

Accommodation
A total of 9 boarding houses and 2 day houses can be found within the school campus. I was taken on a tour to the “School House” right next to the main school. The boarding house system is described as a vertical one which implies that one can find all year groups boarders under the same roof.
The school house can accommodate a total of 84 boarders spreading over a building 5 storeys high.
	
For lower form boarders, they can share a room with a minimum of two and a maximum of 5 occupants. No desk can be found in the room however to ensure that studying activities are confined to the study room. In order words, the sleeping room sole purpose is only meant for resting. 
The 6th formers, nonetheless, are entitled to have the privileges of staying alone in single rooms of their own. They enjoy more privacy.

I was also shown to a place called” Emma Darwin Hall” which incidentally is a boarding house for girls. Everything there was nice, brand new and modern. Here, one can enjoy the convenience of having desks to work and above all, elevators for climbing staircases instead. 

Facilities

- The resourceful library is well-stocked with materials of all kinds of tranquil and cosy environment make one feels like reading at home. 
- The Economics and Science building is a newly completed classroom block which looks a bit more modern in comparison to the order surrounding building complex.
- Sport is highly valued here in Shrewsbury School. Football is the most popular sport pursued by the majority of the students who find it most enjoyable with the numerous up-dated facilities available. 
Rowing has become a big sport here at Shrewsbury School too. The rowing teams here as can be expected, quite sizable in nature.
Other sports like Rugby, netball, fencing, badminton, basketball, rickets, and hockey also constitute part of the regular school curriculum. 
There is also an indoor swimming pool and a gym to cater for the needs of those who care to shape –up their bodies.
-A new design and technology centre was opened in September 2016 within the school campus. The building is new and modern with plenty of pupils’ works. Good DT!
-In addition, a new academic hall has recently been put into service as well. (just opened in 2015)
-Standard of Art is really impressive. Exhibits of the pupils’ Art works are displayed for appreciation.
-The school chapel is well-decorated with tinted-glasses, which makes the whole place look solemn yet colourful. 
-Pupils have their meals at a central dining hall. (I had my lunch there, foods-wide range, taste ok…)
- School will provide coach service for international students with small fees from Heathrow to Shrewsbury School on the first day/last day of term. 
General
-	School can prepare students for “SAT”
-	If students want to apply for sport scholarship, need to fly to the UK to do fitness test+ test 2 sports
-	6th formers can choose their tutor by their own tutor by their own, good relationship between tutors and students ie they go cinema, students will go to tutor’s house to sleepover, they meet at least 3-4 times a week
-	Big subjects at Shrewsbury: Maths, Bio, Chem, Physics, Econ, Eng, History"|""|""|""
11|"20160503"|"20180322180433"|"AA00042"|"Campus Location
Shrewsbury School is situated in Shrophire, to the northwest of Birmingham. As there is no direct train service to this location, one has to change train in Birmingham in order to get there. The train journey takes about 2 hours 45 mins. To reach the toun centre, however a 10 mins walk is required from Shrewsbury train station, whereas a 15 mins ride by taxi is needed in order to get from Shrewsbury train station to the institute.

Campus

-150 acres, red bricked buildings, lots of greens

Accommodation
A total of 9 boarding houses and 2 day houses can be found within the school campus. I was taken on a tour to the “School House” right next to the main school. The boarding house system is described as a vertical one which implies that one can find all year groups boarders under the same roof.
The school house can accommodate a total of 84 boarders spreading over a building 5 storeys high.
	
For lower form boarders, they can share a room with a minimum of two and a maximum of 5 occupants. No desk can be found in the room however to ensure that studying activities are confined to the study room. In order words, the sleeping room sole purpose is only meant for resting. 
The 6th formers, nonetheless, are entitled to have the privileges of staying alone in single rooms of their own. They enjoy more privacy.

I was also shown to a place called” Emma Darwin Hall” which incidentally is a boarding house for girls. Everything there was nice, brand new and modern. Here, one can enjoy the convenience of having desks to work and above all, elevators for climbing staircases instead. 

Facilities

- The resourceful library is well-stocked with materials of all kinds of tranquil and cosy environment make one feels like reading at home. 
- The Economics and Science building is a newly completed classroom block which looks a bit more modern in comparison to the order surrounding building complex.
- Sport is highly valued here in Shrewsbury School. Football is the most popular sport pursued by the majority of the students who find it most enjoyable with the numerous up-dated facilities available. 
Rowing has become a big sport here at Shrewsbury School too. The rowing teams here as can be expected, quite sizable in nature.
Other sports like Rugby, netball, fencing, badminton, basketball, rickets, and hockey also constitute part of the regular school curriculum. 
There is also an indoor swimming pool and a gym to cater for the needs of those who care to shape –up their bodies.
-A new design and technology centre was opened in September 2016 within the school campus. The building is new and modern with plenty of pupils’ works. Good DT!
-In addition, a new academic hall has recently been put into service as well. (just opened in 2015)
-Standard of Art is really impressive. Exhibits of the pupils’ Art works are displayed for appreciation.
-The school chapel is well-decorated with tinted-glasses, which makes the whole place look solemn yet colourful. 
-Pupils have their meals at a central dining hall. (I had my lunch there, foods-wide range, taste ok…)
- School will provide coach service for international students with small fees from Heathrow to Shrewsbury School on the first day/last day of term. 
General
-	School can prepare students for “SAT”
-	If students want to apply for sport scholarship, need to fly to the UK to do fitness test+ test 2 sports
-	6th formers can choose their tutor by their own tutor by their own, good relationship between tutors and students ie they go cinema, students will go to tutor’s house to sleepover, they meet at least 3-4 times a week
-	Big subjects at Shrewsbury: Maths, Bio, Chem, Physics, Econ, Eng, History"|""|""|""
545|"20160504"|"20180322181225"|"AA00042"|"Consultant's visit by Flora 04052016

Campus Location

Covering a total area of over 350 acres, RMS is located within easy access from the heart of London City. It is well-connected by the tube system. To get there, one can get on a faster train which runs from Marylebone to Rickmansworth in 20 mins. The school is then a short walk of 10-15 mins from the train station.

Apart from its ease of accessibility, the historical school premises offer a unique landscape design and tranquil environment conducive to a perfect learning atmosphere. 

Campus

The layout of the campus is rather unique and beautifully design. The boarding house and the prep department are arranged in a perfect semi-circle. The two ends are linked up by the main building of classrooms, In fact, it is only here that one can expect to find the longest classroom corridor in the whole of Europe, rather unusual but impressive!

Green areas can be found almost everywhere around the campus. 

Chapel is impressive! Interestingly, one student whom I talked to told me that a number of teachers had actually held their wedding ceremonies in the school chapel!

Accommodation

The 5 boarding houses currently operating provided fully-furnished yet spacious bedrooms to all boarding pupils who desire a cosy living condition. 
Starting from Sept 2016 onwards, however, the 5 boarding houses will be re-organized into 3 categories instead. 
Pupils in Year9 and 10 will share a room with room-mates 2 to 3. Those in Year 11, with 1-2, whereas Year 12 pupils will have the advantage of staying in a single room on their own.
To make living less monotonous, however rooms swapping would be implemented at the end of each school-term. It should be emphasized that in order to cultivate their independency as well as more enjoyable, Year 13 pupils are entitled to have access to a bigger kitchen which enable them to prepare their own foods on their own, hence, they might choose not to have their meals at the dining hall. 


Facilities

A well-equipped sports centre is established which offers all-round gymnastic-trainings. In essence the institute has been renowned for its outstanding gymnastic team for decades. Other popular facilities found include bicycle-tracks, squash counts and an indoor swimming pool. In addition, for tennis enthusiasts, a total of 14 tennis courts is available. Last but not least, one other special feature is the presence of a modern dance studio. 
Instead of the commonly used long-tables, round ones have been used instead which make the setting seen more like a “high school musical”!
I enjoyed my lunch provided by the school canteen together with several other RMS pupils during the visit and they unanimously told me that they really liked the food served there!  


General

-Art & textile, history and Geo are popular in GCSE
-RMS offer 32 subjects at AL
-Geo is very popular in AL
-GCSE class size –max. 18
-20 HK/ 6 mainland Chinese"|""|""|""
140|"20180531"|"20180531150222"|"AA00054"|"Consultant's Visit made on 27th April 2016 By Leon

Dean Close School

Campus Location
Dean Close School located in Cheltenham which is around 2-2.5 hours away from centre London. The school is very close to Cheltenham Spa train station, only 10 mins walk.

It is very close to town centre too, most students will talk to town during the weekend. It takes around 15-30 mins to walk to town.

Traffic is quite busy outside the school campus.

Campus
It is an enclose campus school. But there's one public road separate the school into two parts.

School ground has been taking care very well. I wouldn't say the campus is huge, I think it is rather small compare to most school in the U.K. Nursery, reception and junior school are location in the school campus too.

Buildings are close together and really easy to get to even the sports hall that is across the road. However Shelburne house, a girls' boarding house is located on the other end of the school campus and it could take up to 10 mins to walk to the school's main area.

Campus ground maintenance is excellent. . The school was founded in 1886.

Accommodation
Visited 2 boarding houses, one boys and one girls.

Tower  house, a boys' boarding house that is located in the main building. Nothing special, quite tidy. There's sky TV and Xbox in the common room which the boys can play on them after school. Each boys are assigned to a duty during the week, for example tidy up the common room. Around  4-6 people share one room. There's also a dry room in the house for boots and trainers. Housemaster seems very nice and students are welling to speak to him too.

Shelburne house a girl house, it takes around 7 mins from main school. It is across the road. The building is very modern and tidy. Most room are twin room and it is semi en-suite as the bath room shared by 2 rooms. Rooms'v view are fantastic, most of them are facing the school's main sport pitch. Each term girls need to change room and 6th formers need to do their own laundry. The house is separated into year group and each floor was painted in different colour. Junior must go to dining hall for foods but 6th formers can cook their own dinner or order take away but must need permission from matron or house mistress.

During the weekend students go to town centre. School also organise trips too, for example they love going to “Jumptastics” a trompoline park in gloucester.

Facilities
Theres an indoor swimming pool with diving board.
School farm to train students' responsibility.

Gym is a bit old fashion. Sports hall is alright.
Shooting range
Dance studio – open during the weekend too.
Got to say the library is very nice, plenty of study spaces. They have a 2nd floor and also a 6th form study room which is for 6th formers only.


General
I think the school is very family style and down to earn. I can feel the school's team spirit when walking through the school. Students seems more straight forward with well manners. Not many chinese and I think it is suitable for students who need more attention and would like to experience the British culture.    

Although the school doesn't has spectacular buildings.  I can feel the teachers have heart to teach and respect students a lot too.

I think drama, music and art is a big thing too at school."|""|""|""
1|"20120701"|"20120525120511"|""|"First Visit!!
Don't need to pay!! Yeah~~~~~~
New Row
Another new row..."|""|""|""
384|"20160511"|"20160530200048"|"AA00007"|"Consultant's visit: Visited by Battie  20160511
 
Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 
Radley is a village, nothing much to shop, nearby town is Abingdon

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other. Most of them are what we call the ""Red Bricks"" buildings. 

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
Uniform: All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

Academic:
School provides Sat AM lessons 

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year group from the country in the Social.
The school will look for high calibre, mainly scholarship applicants.

Suitable for: 
All round, good English, self-driven, confidence, willing to immerse in school life, will not feel uncomfortable with only white faces."|""|""|""
58|"20160520"|"20160703172558"|""|""|""|""|""
21|"20160513"|"20160724220723"|""|"Consultant's visit 20160513 By Battie

Campus Location:
Brighton is 1.5 hours by train from London Victoria
Brighton College
Feel like a college in an university town
Historial buildings situated in a quad
Front is boarding houses. Admiss office and headmaster.
Back is teaching block and fields.
Very small school
Facilities newish
Lower form shared 3 
Lower sixth also need to share
Hk students complained heatnot sufficient at night. Go off at10pm. Cold in midnight. New house 3 yrs
Sat compulsory act. Dont like
Abraham house. Boiler so old. Needed to renew
New music school is impressive. Recital room is best accoustic"|""|""|""
475|"20160511"|"20160728165338"|"AA00007"|""|""|""|""
384|"20160511"|"20160703154108"|""|"Consultant's visit: Visited by Battie  20160511
 
Campus Location:
Radley Station is within 15 mins walking distance to Radley College. Train from London Paddington to Radley take 58 min but need to change at Didcot Parkway. Alternatively, direct train from London Paddington to Oxford then half hour taxi. Drive from Heathrow takes 1 hour. 
Radley is a village, nothing much to shop, nearby town is Abingdon

Campus:
Huge! Enclosed campus.
700 acres. Registrar told me that it is very easy to remember because the school has 700 students, so 700 acres for 700 students. But I found the web stated 800 acres.
Buildings are close to each other. Most of them are what we call the ""Red Bricks"" buildings. 

Special features:
Don : school staff (tutor, teacher...etc)
Cocoa : an evening gathering in each social, Cocoa takes place every night
Uniform: All students wear gown to school

Accommodation:
Boarding House is called ""Social"", 10 Socials, each is differentiated by colour. The boarding system is Vertical, Y9 live in cubicles. Y10+ has single room. 
Cocoa Room: a don on duty will be in Cocoa Room in each house with biscuits and snacks for Cocoa. Boys can come and go as they wish. Cocoa ends at 10.30pm when boys go to bed. 
Single room is equipped with bed, desk, wardrobe and the style is very much like ikea. 

Facilities:
Sports: 9 hole golf courses, indoor swimming pool, Gym.
Teaching block: there is a huge building block like Tulou (土樓)

Academic:
School provides Sat AM lessons 
From previous exam results, at AL, more people took Eng Lit, Geog, Govt & Politics, Hist then Bio, Chem, Phys. 

AA comment:
According to the Registrar, the school is not intending to recruit a lot of overseas students, it is likely that overseas students will be the only one in that year group from the country in the Social.
The school will look for high calibre, mainly scholarship applicants.

Suitable for: 
All round, good English, self-driven, confidence, willing to immerse in school life, will not feel uncomfortable with only white faces."|""|""|""
58|"20160520"|"20160703172716"|""|"Campus Location:
Train from London Euston to Berkhamsted  is under 30 mins, the school is located just 5 mins walk from the station.

Campus:
Town School 
The school is within 5 mins walk from the town, admission department where head’s office is located lies alongside the High Street. Further up to the back of the admissions office is the girl school and accommodation. The campus is blended with new and old buildings. 

Special Features:

Accommodation:

Facilities:
New Art department is very impressive


Academic:
No sat lessons

Pastoral Care:

AA comment:
Only work with AA in HK.  
AA student Matthew TAM studies art in Berkhamsted and will join Central St Martin in Sep 2016. 
The school works with Michael Couch. If we have students reside in China but apply through AAHK, the school still treats the students as AA students.
Weekends can be quite quiet, it is better for HK students to join in sixth form, if lower form, they may find it very boring. 

Suitable for:
Sixth form students who only want to achieve good result and don’t mind quiet weekends."|""|""|""
58|"20160520"|"20160703172736"|""|"Consultant's visit by B: 20160520

Campus Location:
Train from London Euston to Berkhamsted  is under 30 mins, the school is located just 5 mins walk from the station.

Campus:
Town School 
The school is within 5 mins walk from the town, admission department where head’s office is located lies alongside the High Street. Further up to the back of the admissions office is the girl school and accommodation. The campus is blended with new and old buildings. 

Special Features:

Accommodation:

Facilities:
New Art department is very impressive


Academic:
No sat lessons

Pastoral Care:

AA comment:
Only work with AA in HK.  
AA student Matthew TAM studies art in Berkhamsted and will join Central St Martin in Sep 2016. 
The school works with Michael Couch. If we have students reside in China but apply through AAHK, the school still treats the students as AA students.
Weekends can be quite quiet, it is better for HK students to join in sixth form, if lower form, they may find it very boring. 

Suitable for:
Sixth form students who only want to achieve good result and don’t mind quiet weekends."|""|""|""
577|"20160509"|"20160707194039"|"AA00007"|"Campus Location:
Train from London Paddington station to Exeter then change at Exeter to Barnstaple. Drive from Barnstaple station to school take about less than 30 min. 

Campus: 
Acres
The school is located in rural area and it is an enclosed campus,  you do feel like being in the middle of no where. The enclosed campus is a combination of a mix of old and new buildings. New buildings are art building (including art, DT, drama), Sixth Form house and common room, Sport centre, Library. 
New buildings are very impressive, modern style with lots of spaces and high technology. Each building is easy access to each other. 

Accommodation
1 Lower G: 35-40
1 Lower B: 35-40
Sixth form : 2 wings (B 35 G 35)
Sixth Form: The Parker's, day sixth form are allowed in Parker's in day time, but only confined to the common area in ground floor. The are separate girls wing and boys wing

Facilities:
New buildings are impressive
Wifi all around, switch off at night. 

Food: 
According to the students, the food quantity is sufficient, students are allowed to take second or third but not tasty

Airport pick up: school assists with airport pickup

Suitable for:
students prefer quiet and peaceful place school where teachers are friendly and helpful. looking for good art departement. But the school's academic is good, they do not take anyone, they are getting more selective these few years. 

AA only: 

School arranged AA students meeting with B : 6 students, 2 sixth forms and 4 lowers, 2 G 4 B, general feeling:
Like the school
Feel teachers are helpful
Food : so so
Weekend activities a bit boring, most of them said they have settled well 
No bullying
No racial discrimination






General feeling"|""|""|""
322|"20160505"|"20180322181322"|"AA00042"|""|""|""|""
