"school_id"|"financialyear"|"description"|"feetype"|"fee"|"payable"|"startdate"|"enddate"|"lastupdate"|"staffid"|"remarks"
149|"2014-15"|"Year 11"|"Course"|10930|""|""|""|"20141219110805"|"AA00032"|""
149|"2014-15"|"Year 12"|"Course"|10930|""|""|""|"20141219110818"|"AA00032"|""
149|"2014-15"|"Year 13"|"Course"|10930|""|""|""|"20141219110829"|"AA00032"|""
149|"2014-15"|"Registration Fee"|"Registration Fee"|150|""|""|""|"20141219110841"|"AA00032"|""
149|"2014-15"|"Deposit"|"Deposit"|1500|""|""|""|"20141219110846"|"AA00032"|""
65|"2014-15"|"Deposit"|"Deposit"|1000|"Blundell's School"|""|""|"20141219111128"|"AA00032"|""
65|"2014-15"|"Registration Fee"|"Registration Fee"|100|"Blundell's School"|""|""|"20141219111137"|"AA00032"|""
530|"2014-15"|"Year 7"|"Course"|6786|""|""|""|"20141219111208"|"AA00032"|""
552|"2014-15"|"Year 8"|"Course"|6840|""|""|""|"20141227114329"|"AA00032"|""
530|"2014-15"|"Registration Fee"|"Registration Fee"|69|""|""|""|"20141219111227"|"AA00032"|""
530|"2014-15"|"Deposit"|"Deposit"|4023|""|""|""|"20141219111250"|"AA00032"|""
151|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141219111536"|"AA00032"|""
552|"2014-15"|"Year 9"|"Course"|6840|""|""|""|"20141227114333"|"AA00032"|""
156|"2014-15"|"Registration Fee"|"Registration Fee"|150|""|""|""|"20141219112812"|"AA00032"|""
552|"2014-15"|"Year 10"|"Course"|6840|""|""|""|"20141227114337"|"AA00032"|""
552|"2014-15"|"Year 11"|"Course"|6840|""|""|""|"20141227114342"|"AA00032"|""
552|"2014-15"|"Year 12"|"Course"|6840|""|""|""|"20141227114346"|"AA00032"|""
552|"2014-15"|"Year 13"|"Course"|6840|""|""|""|"20141227114350"|"AA00032"|""
557|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141227120144"|"AA00032"|""
558|"2014-15"|"Year 7"|"Course"|7900|""|""|""|"20141227121454"|"AA00032"|""
558|"2014-15"|"Year 8"|"Course"|7900|""|""|""|"20141227121500"|"AA00032"|""
558|"2014-15"|"Year 9"|"Course"|7900|""|""|""|"20141227121503"|"AA00032"|""
558|"2014-15"|"Year 10"|"Course"|7900|""|""|""|"20141227121507"|"AA00032"|""
558|"2014-15"|"Year 11"|"Course"|7900|""|""|""|"20141227121510"|"AA00032"|""
558|"2014-15"|"Year 12"|"Course"|7900|""|""|""|"20141227121514"|"AA00032"|""
558|"2014-15"|"Year 13"|"Course"|7900|""|""|""|"20141227121518"|"AA00032"|""
558|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141227121529"|"AA00032"|""
562|"2015-16"|"Deposit"|"Deposit"|2500|""|""|""|"20141227121937"|"AA00032"|""
567|"2014-15"|"Year 4"|"Course"|6815|""|""|""|"20141227123342"|"AA00032"|""
271|"2014-15"|"Deposit"|"Deposit"|1000|"KINGSLEY SCHOOL BIDEFORD"|""|""|"20150217172848"|"AA00044"|"(1)Day Pupil-£400;(2) Boarders-£1,000"
567|"2014-15"|"Year 5"|"Course"|6815|""|""|""|"20141227123350"|"AA00032"|""
567|"2014-15"|"Year 6"|"Course"|6981|""|""|""|"20141227123358"|"AA00032"|""
567|"2014-15"|"Year 7"|"Course"|6981|""|""|""|"20141227123402"|"AA00032"|""
159|"2014-15"|"Registration Fee"|"Registration Fee"|75|""|""|""|"20141219113514"|"AA00032"|""
59|"2014-15"|"Deposit"|"Deposit"|2000|"Bethany School Ltd"|""|""|"20150102104544"|"AA00032"|"On top of GBP2000, parent has to pay 1 term's fee in advance before school issues CAS."
567|"2014-15"|"Year 8"|"Course"|6981|""|""|""|"20141227123408"|"AA00032"|""
168|"2014-15"|"Year 4"|"Course"|7866|""|""|""|"20141219115733"|"AA00032"|""
168|"2014-15"|"Year 5"|"Course"|7866|""|""|""|"20141219115739"|"AA00032"|""
168|"2014-15"|"Year 6"|"Course"|7866|""|""|""|"20141219115745"|"AA00032"|""
168|"2014-15"|"Deposit"|"Deposit"|750|""|""|""|"20141219115809"|"AA00032"|""
168|"2014-15"|"Registration Fee"|"Registration Fee"|75|""|""|""|"20141219115817"|"AA00032"|""
173|"2014-15"|"Registration Fee"|"Registration Fee"|300|""|""|""|"20141219120029"|"AA00032"|""
567|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141227123416"|"AA00032"|""
567|"2014-15"|"Deposit"|"Deposit"|1500|""|""|""|"20141227123426"|"AA00032"|""
228|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141227123806"|"AA00032"|""
88|"2016-17"|"Deposit"|"Deposit"|1700|"Burford School Boarding Department Deposits"|""|""|"20170216163133"|"AA00065"|"Payment for THE DEPOSIT ONLY is payable to ‘Burford School Boarding Department Deposits’"
173|"2014-15"|"Year 9"|"Course"|11478|""|""|""|"20141219120756"|"AA00032"|""
173|"2014-15"|"Year 10"|"Course"|11478|""|""|""|"20141219120801"|"AA00032"|""
173|"2014-15"|"Year 11"|"Course"|11478|""|""|""|"20141219120806"|"AA00032"|""
173|"2014-15"|"Year 12"|"Course"|11478|""|""|""|"20141219120811"|"AA00032"|""
173|"2014-15"|"Year 13"|"Course"|11478|""|""|""|"20141219120815"|"AA00032"|""
174|"2014-15"|"Registration Fee"|"Registration Fee"|75|""|""|""|"20141219121001"|"AA00032"|""
174|"2014-15"|"Deposit"|"Deposit"|250|""|""|""|"20141219121040"|"AA00032"|""
261|"2015-16"|"Registration Fee"|"Registration Fee"|75|"King's College Taunton"|""|""|"20150717113710"|"AA00032"|""
4|"2015-16"|"Deposit"|"Deposit"|0|"GBC General"|""|""|"20150717113927"|"AA00032"|"one term's fee"
228|"2014-15"|"Deposit"|"Deposit"|1000|""|""|""|"20141227123833"|"AA00032"|"[27Dec14] If you accept the offer you will need to pay the Acceptance Deposit of £300 at least one term in advance of your child's start date. For pupils resident overseas (including British nationals) an additional default deposit of £700 is also payable."
597|"2015-16"|"Year 13"|"Course"|10190|"Wycliffe College"|""|""|"20150724110906"|"AA00044"|"Y12&Y13- New Sixth Form entrants-GBP 10190 (For current pupils: £9,790)
Sixth Form Study + EAL:  £10,495.00"
136|"2015-16"|"Year 8"|"Course"|11150|"Dauntsey's School"|""|""|"20150728162913"|"AA00044"|""
570|"2014-15"|"Year 4"|"Course"|6560|""|""|""|"20141227124028"|"AA00032"|""
570|"2014-15"|"Year 5"|"Course"|6560|""|""|""|"20141227124034"|"AA00032"|""
570|"2014-15"|"Year 6"|"Course"|6560|""|""|""|"20141227124037"|"AA00032"|""
570|"2014-15"|"Year 7"|"Course"|8875|""|""|""|"20141227124049"|"AA00032"|""
30003|"2014-15"|"Deposit"|"Deposit"|2000|""|""|""|"20141219121914"|"AA00032"|""
247|"2015-16"|"Deposit"|"Deposit"|1300|"John Leggott College"|""|""|"20141219123223"|"AA00032"|"£1,000 is deductible from fees"
136|"2015-16"|"Year 9"|"Course"|11150|"Dauntsey's School"|""|""|"20150728162917"|"AA00044"|""
500|"2014-15"|"Year 7"|"Course"|9855|""|""|""|"20141223183633"|"AA00032"|""
500|"2014-15"|"Year 8"|"Course"|9855|""|""|""|"20141223183637"|"AA00032"|""
500|"2014-15"|"Year 9"|"Course"|9855|""|""|""|"20141223183647"|"AA00032"|""
500|"2014-15"|"Year 10"|"Course"|9855|""|""|""|"20141223183657"|"AA00032"|""
500|"2014-15"|"Year 11"|"Course"|9855|""|""|""|"20141223183701"|"AA00032"|""
176|"2014-15"|"Year 4"|"Course"|6745|""|""|""|"20141219124850"|"AA00032"|""
176|"2014-15"|"Year 5"|"Course"|6745|""|""|""|"20141219124858"|"AA00032"|""
500|"2014-15"|"Year 12"|"Course"|9855|""|""|""|"20141223183705"|"AA00032"|""
500|"2014-15"|"Year 13"|"Course"|9855|""|""|""|"20141223183709"|"AA00032"|""
500|"2014-15"|"Registration Fee"|"Registration Fee"|200|""|""|""|"20141223183757"|"AA00032"|""
115|"2014-15"|"Registration Fee"|"Registration Fee"|50|"Christ College, Brecon"|""|""|"20141224113225"|"AA00032"|""
115|"2014-15"|"Deposit"|"Deposit"|1500|"Christ College, Brecon"|""|""|"20141224113247"|"AA00032"|""
517|"2014-15"|"Year 12"|"Course"|8500|""|""|""|"20141227102453"|"AA00032"|""
176|"2014-15"|"Year 6"|"Course"|6745|""|""|""|"20141219124905"|"AA00032"|""
176|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141219125744"|"AA00032"|""
178|"2014-15"|"Year 7"|"Course"|8610|""|""|""|"20141219130119"|"AA00032"|""
178|"2014-15"|"Year 8"|"Course"|8610|""|""|""|"20141219130124"|"AA00032"|""
178|"2014-15"|"Year 9"|"Course"|8610|""|""|""|"20141219130129"|"AA00032"|""
178|"2014-15"|"Year 10"|"Course"|8610|""|""|""|"20141219130133"|"AA00032"|""
178|"2014-15"|"Year 11"|"Course"|8610|""|""|""|"20141219130137"|"AA00032"|""
178|"2014-15"|"Year 12"|"Course"|8610|""|""|""|"20141219130141"|"AA00032"|""
178|"2014-15"|"Year 13"|"Course"|8610|""|""|""|"20141219130147"|"AA00032"|""
21|"2014-15"|"Deposit"|"Deposit"|16800|"Brighton College"|""|""|"20150102105235"|"AA00032"|"Deposit of £3,000.
Further additional deposit for overseas boarding pupils: £13,800."
178|"2014-15"|"Deposit"|"Deposit"|2000|""|""|""|"20141219130208"|"AA00032"|""
178|"2014-15"|"Registration Fee"|"Registration Fee"|75|""|""|""|"20141219130220"|"AA00032"|""
179|"2014-15"|"Year 5"|"Course"|6895|""|""|""|"20141219130837"|"AA00032"|""
179|"2014-15"|"Year 6"|"Course"|6895|""|""|""|"20141219130841"|"AA00032"|""
179|"2014-15"|"Year 7"|"Course"|6895|""|""|""|"20141219130845"|"AA00032"|""
179|"2014-15"|"Year 8"|"Course"|6895|""|""|""|"20141219130851"|"AA00032"|""
180|"2014-15"|"Year 9"|"Course"|9990|""|""|""|"20141219131614"|"AA00032"|""
180|"2014-15"|"Year 10"|"Course"|9990|""|""|""|"20141219131619"|"AA00032"|""
180|"2014-15"|"Year 11"|"Course"|9990|""|""|""|"20141219131624"|"AA00032"|""
180|"2014-15"|"Year 12"|"Course"|9990|""|""|""|"20141219131628"|"AA00032"|""
180|"2014-15"|"Year 13"|"Course"|9990|""|""|""|"20141219131632"|"AA00032"|""
181|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141219131951"|"AA00032"|""
181|"2014-15"|"Deposit"|"Deposit"|1000|""|""|""|"20141219132008"|"AA00032"|""
30022|"2015-16"|"Registration Fee"|"Registration Fee"|150|""|""|""|"20141219132132"|"AA00032"|""
183|"2014-15"|"Year 4"|"Course"|5765|""|""|""|"20141219132246"|"AA00032"|""
183|"2014-15"|"Year 5"|"Course"|5940|""|""|""|"20141219132255"|"AA00032"|""
183|"2014-15"|"Year 6"|"Course"|5940|""|""|""|"20141219132303"|"AA00032"|""
30022|"2015-16"|"Year 9"|"Course"|11900|""|""|""|"20141219132306"|"AA00032"|""
183|"2014-15"|"Year 7"|"Course"|7330|""|""|""|"20141219132323"|"AA00032"|""
30022|"2015-16"|"Year 10"|"Course"|11900|""|""|""|"20141219132322"|"AA00032"|""
183|"2014-15"|"Year 8"|"Course"|7330|""|""|""|"20141219132331"|"AA00032"|""
183|"2014-15"|"Year 9"|"Course"|7330|""|""|""|"20141219132337"|"AA00032"|""
30022|"2015-16"|"Year 11"|"Course"|11900|""|""|""|"20141219132339"|"AA00032"|""
183|"2014-15"|"Year 10"|"Course"|7735|""|""|""|"20141219132347"|"AA00032"|""
183|"2014-15"|"Year 11"|"Course"|7735|""|""|""|"20141219132352"|"AA00032"|""
30022|"2015-16"|"1 Year GCSE"|"Course"|11900|""|""|""|"20141219132400"|"AA00032"|""
183|"2014-15"|"Registration Fee"|"Registration Fee"|300|""|""|""|"20141219132404"|"AA00032"|""
30022|"2015-16"|"Pre-AL"|"Course"|11900|""|""|""|"20141219132412"|"AA00032"|""
183|"2014-15"|"Deposit"|"Deposit"|200|""|""|""|"20141219132439"|"AA00032"|""
183|"2014-15"|"Year 12"|"Course"|7735|""|""|""|"20141219132519"|"AA00032"|""
183|"2014-15"|"Year 13"|"Course"|7735|""|""|""|"20141219132524"|"AA00032"|""
184|"2014-15"|"Year 7"|"Course"|5238|""|""|""|"20141219132741"|"AA00032"|""
184|"2014-15"|"Year 8"|"Course"|5238|""|""|""|"20141219132746"|"AA00032"|""
184|"2014-15"|"Year 9"|"Course"|5238|""|""|""|"20141219132752"|"AA00032"|""
184|"2014-15"|"Year 10"|"Course"|5238|""|""|""|"20141219132759"|"AA00032"|""
184|"2014-15"|"Year 11"|"Course"|5238|""|""|""|"20141219132804"|"AA00032"|""
184|"2014-15"|"Year 12"|"Course"|5238|""|""|""|"20141219132809"|"AA00032"|""
184|"2014-15"|"Year 13"|"Course"|5238|""|""|""|"20141219132813"|"AA00032"|""
184|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141219132840"|"AA00032"|""
184|"2014-15"|"Deposit"|"Deposit"|400|""|""|""|"20141219132849"|"AA00032"|""
215|"2014-15"|"Deposit"|"Deposit"|125000|""|""|""|"20141219133418"|"AA00032"|""
215|"2014-15"|"Registration Fee"|"Registration Fee"|5000|""|""|""|"20141219133431"|"AA00032"|""
517|"2014-15"|"Year 13"|"Course"|8500|""|""|""|"20141227102500"|"AA00032"|""
32|"2014-15"|"Deposit"|"Deposit"|9707|""|""|""|"20150102153746"|"AA00032"|"One term's fees"
188|"2014-15"|"Registration Fee"|"Registration Fee"|150|""|""|""|"20150124184126"|"AA00032"|""
30006|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141227104118"|"AA00032"|""
30006|"2014-15"|"Deposit"|"Deposit"|500|""|""|""|"20141227104137"|"AA00032"|""
318|"2014-15"|"Deposit"|"Deposit"|11150|"Millfield"|""|""|"20150102124624"|"AA00032"|"One term's fee"
518|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141227105922"|"AA00032"|""
519|"2014-15"|"Year 4"|"Course"|6940|""|""|""|"20141227110202"|"AA00032"|""
519|"2014-15"|"Year 5"|"Course"|6940|""|""|""|"20141227110208"|"AA00032"|""
519|"2014-15"|"Year 6"|"Course"|6940|""|""|""|"20141227110212"|"AA00032"|""
519|"2014-15"|"Year 7"|"Course"|6940|""|""|""|"20141227110217"|"AA00032"|""
519|"2014-15"|"Year 8"|"Course"|6940|""|""|""|"20141227110221"|"AA00032"|""
187|"2014-15"|"Year 7"|"Course"|7770|""|""|""|"20141219151414"|"AA00032"|""
187|"2014-15"|"Year 8"|"Course"|7770|""|""|""|"20141219151420"|"AA00032"|""
187|"2014-15"|"Year 9"|"Course"|8755|""|""|""|"20141219151429"|"AA00032"|""
187|"2014-15"|"Year 10"|"Course"|8755|""|""|""|"20141219151434"|"AA00032"|""
187|"2014-15"|"Year 11"|"Course"|8755|""|""|""|"20141219151438"|"AA00032"|""
187|"2014-15"|"Registration Fee"|"Registration Fee"|60|""|""|""|"20141219151447"|"AA00032"|""
187|"2014-15"|"Deposit"|"Deposit"|750|""|""|""|"20141219151500"|"AA00032"|""
520|"2014-15"|"Registration Fee"|"Registration Fee"|85|""|""|""|"20141227111025"|"AA00032"|""
520|"2014-15"|"Deposit"|"Deposit"|1600|""|""|""|"20141227111038"|"AA00032"|""
188|"2014-15"|"Year 7"|"Course"|7190|""|""|""|"20141219151930"|"AA00032"|""
188|"2014-15"|"Year 8"|"Course"|7190|""|""|""|"20141219151935"|"AA00032"|""
188|"2014-15"|"Year 9"|"Course"|7255|""|""|""|"20141219151946"|"AA00032"|""
188|"2014-15"|"Year 10"|"Course"|8590|""|""|""|"20141219151957"|"AA00032"|""
523|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141227111140"|"AA00032"|""
523|"2014-15"|"Deposit"|"Deposit"|0|""|""|""|"20141227111203"|"AA00032"|"[27Dec14] One term's fees."
189|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141219152708"|"AA00032"|""
525|"2014-15"|"Year 7"|"Course"|6366|""|""|""|"20141227112107"|"AA00032"|""
141|"2015-16"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20151216101431"|"AA00044"|""
672|"2014-15"|"Year 7"|"Course"|3940|""|""|""|"20141219153636"|"AA00032"|""
672|"2014-15"|"Year 8"|"Course"|3940|""|""|""|"20141219153647"|"AA00032"|""
672|"2014-15"|"Year 9"|"Course"|3940|""|""|""|"20141219153651"|"AA00032"|""
672|"2014-15"|"Year 10"|"Course"|3940|""|""|""|"20141219153656"|"AA00032"|""
672|"2014-15"|"Year 11"|"Course"|3940|""|""|""|"20141219153703"|"AA00032"|""
672|"2014-15"|"Year 12"|"Course"|3940|""|""|""|"20141219153724"|"AA00032"|""
672|"2014-15"|"Year 13"|"Course"|3940|""|""|""|"20141219153733"|"AA00032"|""
672|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141219153836"|"AA00032"|""
66|"2014-15"|"Year 7"|"Course"|10500|""|""|""|"20141219154956"|"AA00032"|"[19Dec14] £3,500 per term."
66|"2014-15"|"Year 8"|"Course"|10500|""|""|""|"20141219155004"|"AA00032"|"[19Dec14] £3,500 per term."
66|"2014-15"|"Year 9"|"Course"|10500|""|""|""|"20141219155013"|"AA00032"|"[19Dec14] £3,500 per term."
66|"2014-15"|"Year 10"|"Course"|10500|""|""|""|"20141219155023"|"AA00032"|"[19Dec14] £3,500 per term."
66|"2014-15"|"Year 11"|"Course"|10500|""|""|""|"20141219155029"|"AA00032"|"[19Dec14] £3,500 per term."
191|"2014-15"|"Year 7"|"Course"|10419|""|""|""|"20141219155556"|"AA00032"|""
191|"2014-15"|"Year 8"|"Course"|10419|""|""|""|"20141219155619"|"AA00032"|""
191|"2014-15"|"Year 9"|"Course"|10419|""|""|""|"20141219155626"|"AA00032"|""
191|"2014-15"|"Year 10"|"Course"|10419|""|""|""|"20141219155632"|"AA00032"|""
191|"2014-15"|"Year 11"|"Course"|10419|""|""|""|"20141219155637"|"AA00032"|""
525|"2014-15"|"Year 8"|"Course"|6366|""|""|""|"20141227112111"|"AA00032"|""
525|"2014-15"|"Year 9"|"Course"|6366|""|""|""|"20141227112115"|"AA00032"|""
57|"2014-15"|"Year 10"|"Course"|11150|""|""|""|"20150102154943"|"AA00032"|""
136|"2015-16"|"Year 10"|"Course"|11150|"Dauntsey's School"|""|""|"20150728162921"|"AA00044"|""
127|"2014-15"|"Deposit"|"Deposit"|8900|""|""|""|"20150102120314"|"AA00032"|"One term's fees"
191|"2014-15"|"Year 12"|"Course"|10419|""|""|""|"20141219155645"|"AA00032"|""
191|"2014-15"|"Year 13"|"Course"|10419|""|""|""|"20141219155650"|"AA00032"|""
191|"2014-15"|"Registration Fee"|"Registration Fee"|35|""|""|""|"20141219155811"|"AA00032"|""
78|"2013-14"|"Year 12"|"Course"|12280|""|""|""|"20150102105433"|"AA00032"|"Y12 & Y13: GBP6950 (tuition fees) + GBP 5330 (Accommodation) per academic year"
631|"2015-16"|"Deposit"|"Deposit"|1000|""|""|""|"20141223173304"|"AA00032"|""
192|"2014-15"|"Year 7"|"Course"|7136|""|""|""|"20141219160052"|"AA00032"|""
192|"2014-15"|"Year 8"|"Course"|7136|""|""|""|"20141219160100"|"AA00032"|""
192|"2014-15"|"Year 9"|"Course"|9884|""|""|""|"20141219160109"|"AA00032"|""
192|"2014-15"|"Year 10"|"Course"|9884|""|""|""|"20141219160114"|"AA00032"|""
192|"2014-15"|"Year 11"|"Course"|9884|""|""|""|"20141219160119"|"AA00032"|""
192|"2014-15"|"Year 12"|"Course"|9884|""|""|""|"20141219160123"|"AA00032"|""
192|"2014-15"|"Year 13"|"Course"|9884|""|""|""|"20141219160128"|"AA00032"|""
192|"2014-15"|"Registration Fee"|"Registration Fee"|150|""|""|""|"20141219160205"|"AA00032"|""
645|"2015-16"|"Year 7"|"Course"|7265|""|""|""|"20160426112701"|"AA00044"|""
195|"2014-15"|"Year 4"|"Course"|7570|""|""|""|"20141219161333"|"AA00032"|""
195|"2014-15"|"Year 5"|"Course"|7570|""|""|""|"20141219161339"|"AA00032"|""
195|"2014-15"|"Year 6"|"Course"|7570|""|""|""|"20141219161344"|"AA00032"|""
195|"2014-15"|"Year 7"|"Course"|10100|""|""|""|"20141219161356"|"AA00032"|""
195|"2014-15"|"Year 8"|"Course"|10100|""|""|""|"20141219161400"|"AA00032"|""
195|"2014-15"|"Year 9"|"Course"|10100|""|""|""|"20141219161405"|"AA00032"|""
195|"2014-15"|"Year 10"|"Course"|10100|""|""|""|"20141219161414"|"AA00032"|""
195|"2014-15"|"Year 11"|"Course"|10100|""|""|""|"20141219161426"|"AA00032"|""
195|"2014-15"|"Year 12"|"Course"|10100|""|""|""|"20141219161431"|"AA00032"|""
195|"2014-15"|"Year 13"|"Course"|10100|""|""|""|"20141219161436"|"AA00032"|""
195|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141219161645"|"AA00032"|""
498|"2014-15"|"Year 6"|"Course"|6770|""|""|""|"20141223174313"|"AA00032"|""
200|"2014-15"|"Year 9"|"Course"|10295|""|""|""|"20141219162133"|"AA00032"|""
200|"2014-15"|"Year 10"|"Course"|10295|""|""|""|"20141219162141"|"AA00032"|""
200|"2014-15"|"Year 11"|"Course"|10295|""|""|""|"20141219162147"|"AA00032"|""
498|"2014-15"|"Year 7"|"Course"|7465|""|""|""|"20141223174321"|"AA00032"|""
498|"2014-15"|"Year 8"|"Course"|7465|""|""|""|"20141223174325"|"AA00032"|""
498|"2014-15"|"Registration Fee"|"Registration Fee"|75|""|""|""|"20141223175700"|"AA00032"|""
201|"2014-15"|"Year 7"|"Course"|5995|""|""|""|"20141219162955"|"AA00032"|""
201|"2014-15"|"Year 8"|"Course"|6400|""|""|""|"20141219163007"|"AA00032"|""
201|"2014-15"|"Year 9"|"Course"|6400|""|""|""|"20141219163011"|"AA00032"|""
201|"2014-15"|"Year 10"|"Course"|6750|""|""|""|"20141219163101"|"AA00032"|""
201|"2014-15"|"Year 11"|"Course"|6750|""|""|""|"20141219163106"|"AA00032"|""
201|"2014-15"|"Year 12"|"Course"|6995|""|""|""|"20141219163118"|"AA00032"|""
201|"2014-15"|"Year 13"|"Course"|6995|""|""|""|"20141219163123"|"AA00032"|""
203|"2014-15"|"Deposit"|"Deposit"|500|""|""|""|"20141219164222"|"AA00032"|""
204|"2014-15"|"Registration Fee"|"Registration Fee"|10|""|""|""|"20141219164533"|"AA00032"|""
204|"2014-15"|"Deposit"|"Deposit"|300|""|""|""|"20141219164541"|"AA00032"|""
212|"2014-15"|"Year 7"|"Course"|6373|""|""|""|"20141219170330"|"AA00032"|""
212|"2014-15"|"Year 8"|"Course"|6373|""|""|""|"20141219170340"|"AA00032"|""
212|"2014-15"|"Year 9"|"Course"|10046|""|""|""|"20141219170403"|"AA00032"|""
212|"2014-15"|"Year 10"|"Course"|10046|""|""|""|"20141219170409"|"AA00032"|""
212|"2014-15"|"Year 11"|"Course"|10046|""|""|""|"20141219170414"|"AA00032"|""
212|"2014-15"|"Year 12"|"Course"|10046|""|""|""|"20141219170418"|"AA00032"|""
212|"2014-15"|"Year 13"|"Course"|10046|""|""|""|"20141219170423"|"AA00032"|""
212|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141219170605"|"AA00032"|""
507|"2014-15"|"Year 7"|"Course"|9330|""|""|""|"20141223180527"|"AA00032"|""
676|"2014-15"|"Registration Fee"|"Registration Fee"|350|""|""|""|"20141219171154"|"AA00032"|""
507|"2014-15"|"Year 8"|"Course"|9330|""|""|""|"20141223180532"|"AA00032"|""
507|"2014-15"|"Year 9"|"Course"|9330|""|""|""|"20141223180542"|"AA00032"|""
507|"2014-15"|"Year 10"|"Course"|9330|""|""|""|"20141223180548"|"AA00032"|""
645|"2015-16"|"Year 8"|"Course"|7265|""|""|""|"20160426112709"|"AA00044"|""
78|"2013-14"|"Year 13"|"Course"|12280|""|""|""|"20150102105438"|"AA00032"|"Y12 & Y13: GBP6950 (tuition fees) + GBP 5330 (Accommodation) per academic year"
676|"2014-15"|"Year 4"|"Course"|10310|""|""|""|"20141219171411"|"AA00032"|""
676|"2014-15"|"Year 5"|"Course"|11020|""|""|""|"20141219171421"|"AA00032"|""
676|"2014-15"|"Year 6"|"Course"|11020|""|""|""|"20141219171431"|"AA00032"|""
676|"2014-15"|"Year 7"|"Course"|10840|""|""|""|"20141219171439"|"AA00032"|""
676|"2014-15"|"Year 8"|"Course"|11160|""|""|""|"20141219171457"|"AA00032"|""
507|"2014-15"|"Year 11"|"Course"|9330|""|""|""|"20141223180553"|"AA00032"|""
217|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141219171958"|"AA00032"|""
217|"2014-15"|"Year 7"|"Course"|7621|""|""|""|"20141219172015"|"AA00032"|""
217|"2014-15"|"Year 8"|"Course"|7621|""|""|""|"20141219172020"|"AA00032"|""
218|"2014-15"|"Year 7"|"Course"|10437|""|""|""|"20141219172537"|"AA00032"|""
218|"2014-15"|"Year 8"|"Course"|10437|""|""|""|"20141219172544"|"AA00032"|""
218|"2014-15"|"Year 9"|"Course"|10750|""|""|""|"20141219172553"|"AA00032"|""
218|"2014-15"|"Year 10"|"Course"|10750|""|""|""|"20141219172557"|"AA00032"|""
218|"2014-15"|"Year 11"|"Course"|10750|""|""|""|"20141219172602"|"AA00032"|""
218|"2014-15"|"Year 12"|"Course"|10750|""|""|""|"20141219172607"|"AA00032"|""
218|"2014-15"|"Year 13"|"Course"|10750|""|""|""|"20141219172612"|"AA00032"|""
220|"2014-15"|"Year 7"|"Course"|8100|""|""|""|"20141219173318"|"AA00032"|""
220|"2014-15"|"Year 8"|"Course"|8100|""|""|""|"20141219173322"|"AA00032"|""
220|"2014-15"|"Year 9"|"Course"|8100|""|""|""|"20141219173326"|"AA00032"|""
220|"2014-15"|"Year 10"|"Course"|8100|""|""|""|"20141219173331"|"AA00032"|""
220|"2014-15"|"Year 11"|"Course"|8100|""|""|""|"20141219173336"|"AA00032"|""
220|"2014-15"|"Year 12"|"Course"|8100|""|""|""|"20141219173347"|"AA00032"|""
220|"2014-15"|"Year 13"|"Course"|8100|""|""|""|"20141219173352"|"AA00032"|""
220|"2014-15"|"Registration Fee"|"Registration Fee"|50|""|""|""|"20141219173425"|"AA00032"|""
220|"2014-15"|"Deposit"|"Deposit"|1000|""|""|""|"20141219173435"|"AA00032"|""
222|"2014-15"|"Year 4"|"Course"|6825|""|""|""|"20141219173645"|"AA00032"|""
222|"2014-15"|"Year 5"|"Course"|7200|""|""|""|"20141219173654"|"AA00032"|""
222|"2014-15"|"Year 6"|"Course"|7200|""|""|""|"20141219173659"|"AA00032"|""
222|"2014-15"|"Year 7"|"Course"|7575|""|""|""|"20141219173706"|"AA00032"|""
222|"2014-15"|"Year 8"|"Course"|7575|""|""|""|"20141219173710"|"AA00032"|""
222|"2014-15"|"Registration Fee"|"Registration Fee"|100|""|""|""|"20141219173722"|"AA00032"|""
222|"2014-15"|"Deposit"|"Deposit"|1000|""|""|""|"20141219173728"|"AA00032"|""
225|"2015-16"|"Year 7"|"Course"|4077|""|""|""|"20141219174021"|"AA00032"|""
225|"2015-16"|"Year 8"|"Course"|4077|""|""|""|"20141219174037"|"AA00032"|""
225|"2015-16"|"Year 9"|"Course"|4077|""|""|""|"20141219174046"|"AA00032"|""
225|"2015-16"|"Year 10"|"Course"|4077|""|""|""|"20141219174052"|"AA00032"|""
225|"2015-16"|"Year 11"|"Course"|4077|""|""|""|"20141219174059"|"AA00032"|""
