"aa_id"|"examschool"|"examschooltype"|"subject"|"result"|"gov"|"cat"|"qualification"|"piece"|"composer"|"piority"|"lastupdate"|"staffid"|"remarks"|"event"
"S031078"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G8 [123] September 2014"|"Sonata Opus 38 2nd Movement Allegretto quasi Menuetto"|"Johannes Brahms"|1|"20150912145547"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031078"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G6 (Trevor took the exam in 2 Sept 2015, now awaiting result)"|"Carangueijo No.3 from Guia prático"|"Heitor Villa-Lobos"|2|"20150912150334"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 [109] April 2012"|"Spring Sonata 1st Movement"|"Beethoven"|1|"20150912151009"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 [109] April 2012"|"Spring Sonata 1st Movement"|"Beethoven"|1|"20150912151032"|"AA00061"|"Hong Kong Kowloon Youth Chinese Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Erhu"|""|"N/A"|""|""|"Kwan Ming Yu"|"Lan Huahua's Narration"|3|"20150912151844"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033427"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 2015 (Pending Result)"|"Sonatina I"|"William Alwyn"|1|"20150912152919"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031195"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [109] September 2010"|"Valse KK IVb Nr.11"|"Frédéric Chopin"|2|"20150912155943"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031195"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G7 [117] September 2010"|"Legende Opus 17"|"Henryk Wieniawski"|1|"20150912155746"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033393"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [134] April 2011"|""|""|1|"20150912161218"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033393"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity LTCL [65] May 2015"|"Sonata No.10 in G major Op 96 1st Movement"|"Beethovwn"|1|"20150912160829"|"AA00061"|"School Orchestra
School Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033393"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL [82] April 2013"|"Zigeunerweisen Op 20"|"Sarasate"|1|"20150912161024"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033370"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"AMRSM G5 [128] September 2010"|"Concertino for Tenor Trombone 1st Movement"|"Ferdinand David"|1|"20150914153947"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033370"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"AMRSM G5 [128] September 2010"|"Concertino for Tenor Trombone 1st Movement"|"Ferdinand David"|1|"20150914154306"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033370"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"AMRSM G7 [128] May 2012"|"Concertino for Tenor Trombone 1st Movement"|"Ferdinand David"|1|"20150914154549"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033096"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [117] October 2013"|"Sonata in F minor Kp.239 (L.281)"|"D.Scarlatti"|1|"20150914155552"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033096"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [117] October 2013"|"Sonata in F minor Kp.239 (L.281)"|"D.Scarlatti"|1|"20150914155604"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Paino"|""|"N/A"|""|"ABRSM G4 [117] Oct 2013"|""|""|2|"20150908132818"|"AA00061"|"A member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G6 [108] May 2015"|"Allergo No. 5 from Five Short Pieces, Op.4"|"Lennox Berkeley"|2|"20150908132758"|"AA00061"|"A member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Singing"|""|"N/A"|""|"ABRSM G5 [144] May 2015"|"Panis Angelicus"|"Saint Thomas Aquinas/Cesar Franck"|1|"20150908132243"|"AA00061"|"A member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Singing"|""|"N/A"|""|""|"I Could Have Danced All Night, from My Fair Lady"|"Music by Frederick Loewe; Words by Alan Jay Lerner"|1|"20150908162636"|"AA00061"|"A member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [134] April 2015"|"Praeambulum: 1st Movement from Parita No.5 in G. BMV 829.J.S.Bach Partitas Nos.4-6"|"J.S.Bach"|1|"20150912111243"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [130] October 2013"|"Auegro Molto E Con Brio: Third Movement from Sonata in C minor Op.10 No.1"|"Ludwig Van Beethoven"|1|"20150912110713"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033433"|""|"Music Audition"|"Violin"|""|"N/A"|""|"LTCL Recital [67] April 2015"|"Sonata in A major 2nd Movement"|"César Franck"|1|"20150914164136"|"AA00061"|"Hong Kong Children's Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033433"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL Recital"|"Concerto No.3 in G major K216 1st Movement"|"Wolfgang A.Mozart"|1|"20150914164341"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033433"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity LTCL Recital [67] April 2015"|"Sonata in A major 2nd Movement"|"César Franck"|1|"20150914164353"|"AA00061"|"Hong Kong Children's Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Singing"|""|"N/A"|""|"ABRSM G5 [144] May 2015"|"Panis Angelicus"|"Saint Thomas Aquinas/Cesar Franck"|1|"20150914160845"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G6 [108] May 2015"|"Allegro No. 5 from Five Short Pieces, Op.4"|"Lennox Berkeley"|2|"20150914160828"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G8 [121] Sep 2013"|"Bach Suite III Sarabande"|"Bach"|1|"20150901105824"|"AA00003"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G5 [120] May 2012"|"Martinu Variations on a Theme of Rossini"|"Bohuslav Martinů"|1|"20150901105824"|"AA00003"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [108] Oct 2014"|"Waltz in A flat Op.69 No.1"|"Chopin"|2|"20150901110657"|"AA00003"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [130] Aug 2012"|""|""|2|"20150901110703"|"AA00003"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G4 [117] Oct 2013"|""|""|2|"20150914160733"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Singing"|""|"N/A"|""|""|"I Could Have Danced All Night, from My Fair Lady"|"Music by Frederick Loewe; Words by Alan Jay Lerner"|1|"20150914160900"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032886"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G5 [137] May 2012"|"Romance No.2 in F major, Op. 50"|"L.Van.Beethoven"|1|"20150910170516"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009226"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity ATCL Recital, Unit 1 [87] November 2014"|"Prelude & Figure in D minor BWV 851"|"J.S.bach"|1|"20150912144624"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009226"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity ATCL Recital [87] November 2014"|"Prelude & Figure in D minor BWV 851"|"J.S.bach"|1|"20150915120652"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009226"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity ATCL Recital [87] November 2014"|"Prelude & Fugue in D minor BWV 851"|"J.S.bach"|1|"20150915121037"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009226"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity ATCL Recital [87] November 2014"|"Prelude & Fugue in D minor BWV 851"|"J.S.bach"|1|"20150915121347"|"AA00061"|"Senior Member of Wah Yan College, Kowloon's Chinese Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031993"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"Trinity ATCL Recital,Unit 1 [74] Apriil 2015"|"Konzert No.1 1st Movement"|"Franz Anton Hoffmeister"|1|"20150912122428"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031993"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"Trinity ATCL Recital [74] Apriil 2015"|"Konzert No.1 1st Movement"|"Franz Anton Hoffmeister"|1|"20150915122040"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032759"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G3 [100] September 2009"|"Sonatina in A minor Op.88 No.3 1st Movement"|"Kuhlau"|2|"20150908170735"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032759"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G3 [117] September 2008"|""|""|2|"20150908170156"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [109] April 2012"|"KV332"|"Mozart"|2|"20150912151603"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033183"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM G6 [124] October 2013"|"Siciliene - Flute & Piano Op.78"|"Gabriel Fauré"|2|"20150908180910"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033183"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Advanced Certificate [91] September 2013"|"Tha Lark - L'Alouette"|"Glinka-Balakirev"|1|"20150908180102"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033305"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL Recital, Unit 1 [78] April 2014"|"Sonata in A major Opus12 No.2 1st Movement"|"Beethoven"|1|"20150912124532"|"AA00061"|"DGS String Orchestra
DGS Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033305"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL Recital [78] April 2014"|"Sonata in A major Opus12 No.2 1st Movement"|"Beethoven"|1|"20150915143825"|"AA00061"|"DGS String Orchestra
DGS Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033433"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity LTCL Recital, Unit 1 [67] April 2015"|"Sonata in A major 2nd Movement"|"César Franck"|1|"20150914164442"|"AA00061"|"Hong Kong Children's Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033433"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL Recital [68] October 2011"|"Concerto No.3 in G major K216 1st Movement"|"Wolfgang A.Mozart"|1|"20150914164420"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [130] October 2013"|"Allegro Molto E Con Brio: Third Movement from Sonata in C minor Op.10 No.1"|"Ludwig Van Beethoven"|1|"20150914161238"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [134] April 2015"|"Praeambulum: 1st Movement from Partita No.5 in G. BMV 829.J.S.Bach"|"J.S.Bach"|1|"20150914161144"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Oboe"|""|"N/A"|""|"ABRSM G8 [132] October 2014"|"Six Metamorphoses Afterovid Op.49 Niobe"|"Benjamin Britten"|2|"20150912110935"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Oboe"|""|"N/A"|""|"ABRSM G8 [132] October 2014"|"Six Metamorphoses after Ovid Op.49 Niobe"|"Benjamin Britten"|2|"20150915151721"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033180"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 [133] April 2015"|"Zigeuner Weisen (Gypsy Airs) Op.20 No.1"|"Pablo de Sarasate"|1|"20150912113712"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Viola and Violin"|""|"N/A"|""|"Trinity Viola ATCL [85] May 2014"|"Passacaglia"|"Heinrich Ignaz Franz Biber"|1|"20150915180203"|"AA00061"|"Member of APA"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Viola and Violin"|""|"N/A"|""|"Trinity Viola ATCL [85] May 2014"|"Passacaglia"|"Heinrich Ignaz Franz Biber"|1|"20150915180554"|"AA00061"|"Member of APA
Member of Quartet, School Orchestra, Senior String Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Viola and Violin"|""|"N/A"|""|"Trinity Viola ATCL [85] May 2014"|"Passacaglia"|"Heinrich Ignaz Franz Biber"|1|"20150915181353"|"AA00061"|"Member of APA
Member of Quartet, School Orchestra, Senior String Orchestra
Grade 9 School Intermediate Choir
Grade 10 School Senior Choir and Senior Mixed Choir
Grade 11 School Senior Choir
Started having individual vocal lesson from June 2015"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031993"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"Trinity ATCL Recital [74] April 2015"|"Konzert No.1 1st Movement"|"Franz Anton Hoffmeister"|1|"20150915122237"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033370"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"ABRSM G8 [111] May 2013"|"Concertino för basun och stråkorkester op. 45 nr 7 3rd Movement"|"Lars Erik Larsson"|1|"20150914152446"|"AA00061"|"Member of APA"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033427"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [118] September 2014"|"1st Movement Sonata Hoboken XVI:20"|"Haydn"|2|"20150912153237"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033475"|""|"Music Audition"|"Saxophone"|""|"N/A"|""|"Trinity ATCL Recital [64] August 2013"|"Divertimento 3rd Movement"|"Roger Boutry"|1|"20150917104816"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033272"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Diploma [73] August 2014"|"Sonata in D major Op.9 No.3 Tambourin"|"Leclair"|1|"20150917105604"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Voila and Violin"|""|"N/A"|""|"ABRSM Viola G8 [126] 2012"|"Violin Concerto No.2"|"Wolfgang Amadeus Mozart"|1|"20150915180509"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Viola and Violin"|""|"N/A"|""|"Trinity Violin ATCL (Charles will take the exam on 6 Oct)"|""|""|1|"20150915180727"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033180"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [122] October 2014"|"Prelude from Partita in G major No.5"|"J.S.Bach Henle"|2|"20150912114305"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Viola and Violin"|""|"N/A"|""|"Trinity Viola ATCL [85] May 2014"|"Passacaglia"|"Heinrich Ignaz Franz Biber"|1|"20150915181621"|"AA00061"|"Member of APA
Member of Quartet, School Orchestra, Senior String Orchestra
Grade 9 School Intermediate Choir
Grade 10 School Senior Choir and Senior Mixed Choir
Grade 11 School Senior Choir
Start individual vocal lesson from June 2015"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031969"|""|"Music Audition"|"Saxophone"|""|"N/A"|""|"ABRSM G8 [110] April 2014"|"Aria"|"Eugène Bozza"|1|"20150915114102"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Voila and Violin"|""|"N/A"|""|"ABRSM Viola G8 [126] April 2012"|"Violin Concerto No.2"|"Wolfgang Amadeus Mozart"|1|"20150917110543"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033902"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Grade 8 Nov 2014 [105]"|"Parita for Solo Violin No.2 in D Minor, BWV1004, 3rd & 1st Movement"|"J.S. Bach"|1|"20160905152712"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033902"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Grade 6 Apr 2013 [117]"|"4 Romantic Pieces, Op.75, 1st Movement"|"Dvorak"|1|"20160905152712"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033902"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Grade 8 Apr 2015 [130]"|"Parita for Solo Violin No.2 in D Minor, BWV1004, 3rd & 1st Movement"|"J.S. Bach"|1|"20160906121443"|"AA00061"|"International School of Beijing - 
2016 Hong Kong Youth Music Camp Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 3, May 2011 [130]"|""|""|2|"20160906162226"|"AA00032"|"Grade 8, Aug 2016 [pending]"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 8, Aug 2016 [awaiting results]"|""|""|2|"20160906162617"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034240"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Diploma, Aug 2015 [61]"|"Prelude, Violin Concerto No.1 in G minor, Op.26"|"Max Bruch"|1|"20160906164635"|"AA00032"|"Member of Hong Kong Youth Symphony"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034457"|""|"Music Audition"|"Cello"|""|"N/A"|""|"Grade 7, Apr 2015 [121]"|"Largo and Allegro poco: 1st and 2nd movts from Sonata in A minior, RV44"|"Vivaldi"|1|"20160906170354"|"AA00032"|"Aidan will take G8 Cello exam in mid-Oct 2016"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034457"|""|"Music Audition"|"Cello"|""|"N/A"|""|"Grade 7, Apr 2015 [121]"|"Largo and Allegro poco: 1st and 2nd movts from Sonata in A minior, RV44"|"Vivaldi"|1|"20160906172138"|"AA00032"|"Aidan will take G8 Cello exam in mid-Oct 2016
Member of Metropolitan Youth Orchestra (2010-2016)
Member of School Primary Orchestra (2010-2014)
Member of School Secondary Orchestra (2014-2016)
Member of School Secondary Choir (2014-2016)
Member of School Acapella Team (2015-2016)
Member of Kowloon Methodist Church Children's Choir (2014-2016)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033264"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 8 Oct 2014 [110]"|"Trois Nocturnes Op.9, No.1, 1st Movement"|"F. Chopin"|1|"20160906180205"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033264"|""|"Music Audition"|"Paino"|""|"N/A"|""|"Grade 7 Nov 2012 [123]"|"Mouvements perpétuels, 3rd Movement"|"F. Poulenc"|1|"20160906174117"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033264"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Grade 8 Nov 2013 [104]"|""|""|2|"20160906180152"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034374"|""|"Music Audition"|"Flute"|""|"N/A"|""|"Grade 8, Oct 2014 [104]"|"Concerto in G for Flute, K313, 1st Movement"|"W.A.Mozart"|1|"20160906183434"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033374"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 8, May 2016 [120]"|"Sonata No.14 in C-sharp Minor ""Quasi una Fantasia"", op.27, No.2 (Moonlight Sonata)"|"Beethoven"|1|"20160906181025"|"AA00032"|"Member of Marymount Secondary School Choir HKG
Winner of Youth Choir & Special Prize for the Outstanding Interpretation of a choral piece composed after 2011
2016 Bela Bartok 27th International Choir Competition, Debrecen, Hungary"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033374"|""|"Music Audition"|"Viola"|""|"N/A"|""|"Grade 3 [to be taken on 13 sep 2016]"|"Presto from Battalia, C.61"|"Heinrich Ignaz Franz von Biber"|2|"20160906181212"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034762"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Performance Diploma ATCL of Violin Recital, Sep 2014 [91]"|"Zigeunerweisen Op. 20"|"P. de Sarasate"|1|"20160906155028"|"AA00032"|"Member of APA"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 8, Aug 2016 [Awaiting results]"|""|""|2|"20160906162630"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 5, Apr 2013 [124]"|"Waltz in B minor, op.69, No.2"|"Fryderyk Chopin"|2|"20160906162226"|"AA00032"|"Grade 8, Aug 2016 [pending]"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 8, Aug 2016 [Awaiting result]"|"Waltz in B Minor, Op.69, No.2"|"Fryderyk Chopin"|2|"20160908211152"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 8, Aug 2016 [Awaiting result]"|""|""|2|"20160908210956"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Cello"|""|"N/A"|""|"Grade 8, Apr 2015 [132]"|"Cello Concerto in E minor, op.85, 1st Movement"|"E. Elgar"|1|"20160906161946"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Cello"|""|"N/A"|""|"Grade 8, Apr 2015 [132]"|"Cello Concerto in E minor, Op.85, 1st Movement"|"E. Elgar"|1|"20160908211609"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 8, Aug 2016 [Awaiting result]"|"Waltz in B Minor Op.69, No. 2"|"Fryderyk Chopin"|2|"20160908211449"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033155"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Grade 5, April 2013 [124]"|""|""|2|"20160908212233"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034240"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Diploma, Aug 2015 [61]"|"Prelude, Violin Concerto No.1 in G Minor, Op.26"|"Max Bruch"|1|"20160909122919"|"AA00061"|"Member of Hong Kong Youth Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034252"|""|"Music Audition"|"Alto Saxophone"|""|"N/A"|""|"Grade 8, Aug 2013 [116]"|"Concerto, 1st Movement"|"Ronald Binge"|1|"20160906202125"|"AA00061"|"Member of Hong Kong Youth Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034252"|""|"Music Audition"|"Alto Saxophone"|""|"N/A"|""|"Grade 5, Aug 2011 [126]"|"Tableaux De Provence 2nd Movement"|"Paule Maurice"|1|"20160906202149"|"AA00061"|"Member of Hong Kong Youth Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034585"|""|"Music Audition"|"Paino"|""|"N/A"|""|"Grade 5 Nov 2013 [137]"|""|""|2|"20160906164910"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034585"|""|"Music Audition"|"Cello"|""|"N/A"|""|"Grade 7 Sep 2015 [139]"|"Sonata in G Major 3rd Movement - Vivace"|"Giovanni Battista Sammartini"|1|"20160906163341"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
