"aa_id"|"event"|"school_id"|"eventsubject"|"qualification"|"piece"|"composer"|"eventscore"|"offer"|"piority"|"lastupdate"|"staffid"|"remarks"
"S006866"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006866"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006866"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006866"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S006866"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S004604"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S004604"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S010162"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010162"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010162"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S007155"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007155"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007155"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007155"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007155"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008648"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008648"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008648"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008648"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008648"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008648"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009580"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009580"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009557"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009557"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009557"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009557"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009557"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009557"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009558"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009558"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009558"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009558"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"D"|0|"20121004120918"|"AA00003"|""
"S009558"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009558"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009943"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009943"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009943"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009943"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009545"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009545"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009545"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009545"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009545"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009545"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009836"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009836"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009836"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009878"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009298"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S002788"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008079"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S006304"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006304"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010071"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S010071"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009924"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008028"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120919012615"|"AA00007"|""
"S009924"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009924"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007538"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007538"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010173"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S003572"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009035"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009035"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009700"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009700"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009700"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009236"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009236"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009236"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009595"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009946"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009561"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009561"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009561"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006827"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006827"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006827"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006827"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009954"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009954"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009954"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010039"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010039"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009923"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120919012615"|"AA00007"|""
"S010039"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007146"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007146"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S006132"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006132"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006132"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006132"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009602"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009602"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009602"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009602"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009913"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009913"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009913"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009913"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009707"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008196"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008196"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008196"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009630"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009630"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009630"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009630"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S005775"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010234"|"TOP SCHOOLS WEEKEND 2012"||" "|" "|" "|" "|" "|" "|0|"20120919012615"|"AA00007"|" "
"S005775"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S005775"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S005775"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S005775"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009662"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009995"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008630"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S010201"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007156"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007156"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007156"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008633"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008633"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010162"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S007161"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S001552"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S001552"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S001552"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S001552"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009605"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S010029"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010029"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010029"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S010030"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010030"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008189"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008189"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007813"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007813"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006709"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S006709"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S008028"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120919101419"|"AA00007"|""
"S006709"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006709"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006709"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S006709"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S006709"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S007791"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010199"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120919180356"|"AA00020"|""
"S009084"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120919180356"|"AA00020"|""
"S009455"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009453"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009908"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009969"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"D"|0|"20121004120918"|"AA00003"|""
"S007241"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120920184946"|"AA00002"|""
"S009969"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009969"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009969"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009969"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009969"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008532"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008532"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009987"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009987"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009987"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S003557"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008702"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008702"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008702"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008702"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009371"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009909"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009909"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009909"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S008580"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009606"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S002522"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120920171249"|"AA00019"|""
"S010040"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|""|0|"20120920172432"|"AA00019"|""
"S010250"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010250"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010250"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009696"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009696"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009696"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009696"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008668"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009714"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"D"|0|"20121004120918"|"AA00003"|""
"S009700"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009942"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009839"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009839"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009839"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S008992"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S008992"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008992"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008816"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010234"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009900"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009900"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009900"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009900"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010097"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010097"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S010097"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009776"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009776"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009776"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009776"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009776"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009364"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009637"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009637"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009637"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009358"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009358"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009358"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009358"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009911"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009911"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S009090"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S009090"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"Y"|0|"20121004120918"|"AA00003"|""
"S008840"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
"S008840"|"TOP SCHOOLS WEEKEND 2012"||""|""|""|""|""|"N"|0|"20121004120918"|"AA00003"|""
