"event_id"|"school_id"|"applyyear"|"entranceexamdate"|"confirmed"|"applicationdeadline"|"lastupdate"|"staffid"|"remarks"
4|250|"Year 12"|"20140901"|"Y"|"20140901"|""|""|"Everything is OK"
