"school_id"|"detailtype"|"detail"|"case"|"lastupdate"|"staffid"
110|"SPORTS"|"1841 | town school
* 10 Houses | All boarders are full boarders | vertical
* LC = Lower College (3rd Form - 5th Form)
* UC = Upper College (6th Form) 
* each student has his/her own tutor
* sat school tilll 12.30pm
* within 15 mins walk to Cheltenham Town 
* Head from 2010, Dr Peterken was educated at The Prebendal School, Chichester where he was head boy and head chorister, thence to Eton College as a Music Exhibitioner. BA in theology from Durham, MA in educational management from London and a doctorate in education from Surrey. After 11 years at Charterhouse where he was head of higher education and careers and latterly housemaster of Saunderites, he joined the College in 2008 as deputy head and still teaches in the religious studies department. 
* The College is also the first UK independent school to run an innovative accredited leadership and life skills course in the sixth form based on Sean Covey’s book ‘The 7 Habits of Highly Effective Teenagers’.
* individual attention is strong
* can go to town on Sundays only
* Was a boys school, The first sixth form house was opened in 1981 and College became fully co-educational in 1998.
* a Eco School"|"N"|"20140518200440"|""
110|"AA ONLY"|"Oct Expo_school
separate interview from expo, arranged before or after expo
test on a fixed date
* Since change of Head in 2010, academic is improving
* have a small separate library for most of subjects"|"N"|"20140518195511"|""
17|"AA ONLY"|"* school facilities: basic
* school normally aim science students from HK"|"N"|"20140518200835"|""
17|"AA ONLY"|"Oct Expo_school, interview only (pls refer to separate interview arrangement)
* school facilities: basic
* school normally aim science students from HK"|"N"|"20140518200939"|""
1|"SCHOOL"|"1256 |
* A total of 125 boarders are accommodated in 3 houses: 2 for pupils aged 13 to 18 and another for pupils aged 17 and 18.
* a female head (Miss Felicity Lusk, An organist; director of music in New Zealand schools)
* about less than 20 Oxbridge every year
* work experience available in Abingdon Hospital for aspiring medics.
* 6th: suits
* About 50% boarders are from overseas

GSG View:
A premier league boys’ school, with a strong commitment to a broad education and academic success. Best suits those robust boys who will knuckle down and do ‘a hell of a lot of hard work’, but understands that boys need to be amused and not just fed facts."|"N"|"20140515224836"|""
29|"AA ONLY"|"Oct Expo_school_interview students at expo
see separate interview arrangement at expo
normally, will not consider further application after expo, but can try"|"N"|"20140518155324"|""
47|"AA ONLY"|"* Expo school
* for students who do not like school with many asian, like outdoors, may be better for students from intl schools in HK. expat parents may like it"|"N"|"20140518161231"|""
47|"APPLICATION PROCEDURE"|"* Expo school"|"N"|"20140518201621"|""
50|"Others"|"Oct Expo_School
AA view: other than those Top boys school, if parents want a boy school, Bedford is a good choice. Facilites are good, location near London, Harpur Trust"|"N"|"20140513172002"|""
50|"School"|"Sports:

rugby, cricket, hockey are major. golf and fencing, archery, tai kwan do also available

Key sports Rugby Cricket Hockey Rowing"|"N"|"20140513173429"|""
6|"School"|"* 100% Full Boarders
* Since 2011, Mr Jim Hawkins MA (forties), read maths at Oxford (he was a year above David Cameron and knew the PM slightly).
* super wide range of activities
*"|"N"|"20140515224250"|""
29|"SCHOOL"|"* Academy
* selective
* 4 houses : Vertical"|"N"|"20140518160224"|""
29|"SCHOOL"|"* 10 min walk to Newport Town Centre
* Academy
* selective
* 4 houses : Vertical"|"N"|"20140519211224"|""
50|"School"|"1556/40acres
* provide AL and IB, IB (25-30%)
*separate science for all boys at GCSE, ESOL extra 
GCSE: Separate sciences and all boys learn at least two languages 
*75% full boarders, boarders come from 30countries, with overseas pupils comprising around a sixth of the school roll.
*Six senior boarding houses
*13+ Boarding, 3 houses are situated on the boundaries of the School campus while 2 are sites in a suburban area just 5 minutes walk away from the School. Boys typically share rooms with 5 other boys whilst sixth formers occupy single or twin rooms.
*Sixth Form Boarding, all boys joining Bedford exclusively for the sixth form, to follow either A level or International Baccalaureate programmes, are allocated either a single study bedroom or share a twin or triple room.

GSG View
An oasis in the middle of a busy town, a predominantly day school with a boarding school ethos. An unpretentious school which has everything a boy could need."|"N"|"20140513173340"|""
50|"APPLICATION PROCEDURE"|"Oct Expo_School"|"N"|"20140518201723"|""
58|"Others"|"AA only:

Oct Expo_School"|"N"|"20140513180404"|""
58|"AA ONLY"|"Oct Expo_School
After TS: General Procedure"|"N"|"20140518201904"|""
58|"School"|"Sports:

Major sports for girls are Lacrosse, Netball and Tennis, and Rugby, Football, Hockey and Cricket for boys. A number of other sports are also pursued including Athletics, Badminton, Cross-Country, Eton Fives, Golf, Horse-riding, Judo, Rowing, Shooting, Squash and Swimming."|"N"|"20140513180653"|""
58|"School"|"1541
*79% full boarders, Boarders come largely from overseas, mainly from the Far East and Africa
*IGCSEs in English, maths, sciences and RS (full course) to ensure they remain challenged
*2 boarding houses, 1 for girls and 1 for boys, Both are located within a few minutes walk of both our senior campuses - Castle and Kings - and the town centre, many en-suite
*Seven to Oxbridge in 2013; other popular destinations include Exeter, Birmingham, King's College London, Leicester, Nottingham, Warwick, Bristol and Durham. over 50% of whom go on to a Russell Group university. 

GSG View

Combines the best of a single sex and co-ed school. Study with strong spiritual basis and community ethos produces confident all-round achievers."|"N"|"20140513180633"|""
59|"Others"|"AA Only:
*Oct Expo_School
* Suitable for students who are not very academic
*Easy intake"|"N"|"20140513182339"|""
110|"AA ONLY"|"Oct Expo_school
separate interview from expo, arranged before or after expo
test on a fixed date
* Since change of Head in 2010, academic is improving
* have a small separate library for most of subjects
* have online test"|"N"|"20140518200711"|""
110|"APPLICATION PROCEDURE"|"Oct Expo_school
separate interview from expo, arranged before or after expo
test on a fixed date
After Expo: General Procedure"|"N"|"20140518202158"|""
17|"AA ONLY"|"Oct Expo_school, interview only (pls refer to separate interview arrangement)
* at expo, school can interview both 6th boys and 6th girls (Girls : host family, no boarding)
* students studying in the UK have to go to the UK to interview, they will not be interviewed in HK.
* school facilities: basic
* school normally aim science students from HK"|"N"|"20140518201151"|""
17|"SCHOOL"|"* 2 boarding houses for 6th only, boys need to share"|"N"|"20140518200858"|""
17|"SCHOOL"|"* 2 boarding houses for 6th only, boys need to share"|"N"|"20140518202412"|""
17|"APPLICATION PROCEDURE"|"Oct Expo_school, interview only (pls refer to separate interview arrangement)
* at expo, school can interview both 6th boys and 6th girls (Girls : host family, no boarding)
* students studying in the UK have to go to the UK to interview, they will not be interviewed in HK."|"N"|"20140518202320"|""
17|"SCHOOL"|"* 2 boarding houses for 6th only, boys need to share
* (100 Oxbridge offers over the last 3 years, over 20 students entered Medical School this year 2013)"|"N"|"20140518203159"|""
687|"School"|"- Fencing
- Sport Strong
- zoo"|"Y"|"20140411172631"|""
687|"AA ONLY"|"* very professional staff 
* strong head
* have peacock at school"|"N"|"20140518204620"|""
687|"SCHOOL"|"* have peacock at school"|"N"|"20140518204951"|""
687|"SPORTS"|"- Fencing
- Sport Strong
- zoo"|"Y"|"20140518204632"|""
687|"ACTIVITIES"|"extra-curricular activities are outstandingly good"|"N"|"20140518204921"|""
687|"SCHOOL"|"* have a zoo at school, peacock walking at school 
* about 20 Oxbridge
* Sixth Form: AL & IB
* no sat school"|"N"|"20140518205138"|""
687|"SPORTS"|"Fencing strong

Athletics,  Badminton,   Basketball ,  Cricket,  Cross Country ,Cycling,   Fencing , Fives,  Football,    Golf, Hockey,  Hockey Indoor,  Hockey Sevens,  Judo, Karate, Modern Pentathlon , Rowing,  Rugby Nines,  Rugby Sevens,  Rugby Union,  Sports Development Programme,  Squash, Swimming,  Tennis"|"Y"|"20140518205901"|""
687|"AA ONLY"|"* very professional staff 
* strong head
* equate with Dulwich, same area in Croydon, next to each other, they are competitors. 
* Vibrant"|"N"|"20140518204943"|""
687|"SCHOOL"|"1596 |
* 80% boarders are full boarders | full boarders are mainly from Eastern Europe and HK

* have a zoo at school, peacock walking at school 
* about 20 Oxbridge
* Sixth Form: AL & IB
* no sat school"|"N"|"20140518212208"|""
322|"ACTIVITIES"|"Year 12 activities week, 
programme of university links enabling sixth formers to get placements in science research departments

Robotic programme"|"N"|"20160625164700"|"AA00061"
687|"SCHOOL"|"1596 |
* 80% boarders are full boarders | full boarders are mainly from Eastern Europe and HK

* have a zoo at school, peacock walking at school 
* about 20 Oxbridge
* Sixth Form: AL & IB
* no sat school
* zoo in school with red squirrels, peacocks, pink flamingos and exotic ducks, MAZE in school, Archive 
* meals in dining hall

GSG View: 
Superb cosmopolitan boys' school, with outstanding facilities, reasonable prices and a strong academic reputation – an example of what education is really about."|"N"|"20140518212845"|""
687|"SPORTS"|"Overall Sports are strong

Fencing strong

Athletics,  Badminton,   Basketball ,  Cricket,  Cross Country ,Cycling,   Fencing , Fives,  Football,    Golf, Hockey,  Hockey Indoor,  Hockey Sevens,  Judo, Karate, Modern Pentathlon , Rowing,  Rugby Nines,  Rugby Sevens,  Rugby Union,  Sports Development Programme,  Squash, Swimming,  Tennis"|"Y"|"20140518212450"|""
29|"SCHOOL"|"1656 |

* 10 min walk to Newport Town Centre
* Academy
* selective
* 4 houses : Vertical"|"N"|"20140519211413"|""
507|"SCHOOL"|"*1895/80 acres
* Around 15% overseas
* Leith Food and wine certificate"|"N"|"20140612165245"|"AA00006"
687|"SCHOOL"|"1596 |
* 80% boarders are full boarders | full boarders are mainly from Eastern Europe and HK
* Dr Christopher A Barnett read history
* have a zoo at school, peacock walking at school 
* about 20 Oxbridge
* Sixth Form: AL & IB
* no sat school
* zoo in school with red squirrels, peacocks, pink flamingos and exotic ducks, MAZE in school, Archive 
* meals in dining hall

GSG View: 
Superb cosmopolitan boys' school, with outstanding facilities, reasonable prices and a strong academic reputation – an example of what education is really about."|"N"|"20140518213232"|""
687|"AA ONLY"|"* very professional staff 
* strong head
* equate with Dulwich, same area in Croydon, next to each other, they are competitors. 
* Vibrant"|"N"|"20140518212505"|""
12|"Others"|"Tonbridge is going to hold their open morning / pre-test for prospective families for Tuesday 24th Feb 2015 from 11am."|"N"|"20140424101527"|"AA00007"
12|"SCHOOL"|"15 mins walk to Tonbridge Town
about 30+ Oxbridge 
have sat school till noon"|"N"|"20140518214845"|""
12|"SCHOOL"|"* 15 mins walk to Tonbridge Town
* about 30+ Oxbridge 
* have sat school till noon
* Since 2005, Mr THP (Tim) Haynes BA PGCE (early fifties), a historian, 
* a blue chip school
* Mandarin now a curricular option and can be taken to A level
GSG View:
'It's like a beautifully made watch,' a delighted parent enthused, 'it just works.'"|"N"|"20140518215216"|""
12|"SCHOOL"|"1553 | 150 acre | school near town
* 15 mins walk to Tonbridge Town
* about 30+ Oxbridge 
* have sat school till noon
* Since 2005, Mr THP (Tim) Haynes BA PGCE (early fifties), a historian, 
* Outstanding programme of visiting speakers 
* a blue chip school
* Mandarin now a curricular option and can be taken to A level
GSG View:
'It's like a beautifully made watch,' a delighted parent enthused, 'it just works.'"|"N"|"20140518215816"|""
12|"AA ONLY"|"Tonbridge is going to hold their open morning / pre-test for prospective families for Tuesday 24th Feb 2015 from 11am."|"N"|"20140518214505"|""
12|"SCHOOL"|"1553 | 150 acre | school near town
* 15 mins walk to Tonbridge Town
* about 30+ Oxbridge 
* have sat school till noon
* Since 2005, Mr THP (Tim) Haynes BA PGCE (early fifties), a historian, 
* House Dining
* Outstanding programme of visiting speakers 
* a blue chip school
* Mandarin now a curricular option and can be taken to A level
GSG View:
'It's like a beautifully made watch,' a delighted parent enthused, 'it just works.'"|"N"|"20140518215849"|""
12|"APPLICATION PROCEDURE"|"TS_School
After TS: General Procedure
* must use original reg form (school prefers not to receive electronic reg form copy)
* all applicants have to do the group exam at the same date and time, if special case, pls get approval from school"|"N"|"20140518214702"|""
4|"APPLICATION PROCEDURE"|"TS_School (may need to interview at AA office on tues after TS weekend)
After TS: General Procedure
* normally school will not consider Y10 applicant, but if outstanding students, we can ask school 
* school will refer all applicants from Asia Pacific to HK to interview at TS. 
* For entry exam, sixth form have to come to HK but lower form can take exam at home school. (TBC for Sep15 entry)
* 6th form scholarship: awarded based on entrance exam
* lower form scholarship: fly to UK in March to attend exam
* if students are musicians, school may consider even not match benchmark"|"N"|"20140515230054"|""
11|"School"|"* Charles Darwin studied in this school before."|"N"|"20140506180302"|""
11|"SCHOOL"|"* Charles Darwin studied in this school before."|"N"|"20140518220427"|""
11|"SPORTS"|"* Rowing is strong
* A leading Fives school"|"N"|"20140518221311"|""
11|"SCHOOL"|"1552 |

* all boarders are full boarders
* Charles Darwin studied in this school before.
* Since 2010, Head Mr Mark Turner read geography at Oxford 
* The school offers tuition for SATs and is a registered SAT centre."|"N"|"20140518221230"|""
11|"SCHOOL"|"1552 |

* all boarders are full boarders
* Charles Darwin studied in this school before.
* Since 2010, Head Mr Mark Turner read geography at Oxford 
* The school offers tuition for SATs and is a registered SAT centre.

ART:
Buzzing art department with Mezzanine art gallery where upper sixth students can hold solo art exhibitions – particularly strong ceramics. A number go on to art school each year."|"N"|"20140518221547"|""
11|"SCHOOL"|"1552 | 100 acres

* all boarders are full boarders
* Charles Darwin studied in this school before.
* Since 2010, Head Mr Mark Turner read geography at Oxford 
* The school offers tuition for SATs and is a registered SAT centre.
* Central dining hall
* satelitte school_Bangkok

ART:
Buzzing art department with Mezzanine art gallery where upper sixth students can hold solo art exhibitions – particularly strong ceramics. A number go on to art school each year.

GSG View

A school where individuals and individual talent are truly celebrated and where there is a ‘breadth of opportunity without pressure cooker atmosphere’ Produces people with a wonderful and quirky sense of humour who are not afraid to be different."|"N"|"20140518222054"|""
11|"SCHOOL"|"1552 | 100 acres

* all boarders are full boarders
* Charles Darwin studied in this school before.
* Since 2010, Head Mr Mark Turner read geography at Oxford 
* The school offers tuition for SATs and is a registered SAT centre.
* Central dining hall
* satellite school_Bangkok

ART:
Buzzing art department with Mezzanine art gallery where upper sixth students can hold solo art exhibitions – particularly strong ceramics. A number go on to art school each year.

GSG View

A school where individuals and individual talent are truly celebrated and where there is a ‘breadth of opportunity without pressure cooker atmosphere’ Produces people with a wonderful and quirky sense of humour who are not afraid to be different."|"N"|"20140518222128"|""
9|"SCHOOL"|"* 10 min drive from Lancing town centre or station
* Head from 2014, Dominic Oliver, currently managing head of Bedales senior school and deputy head of Bedales schools. read English


GSG View

A friendly and beautiful place to grow up. Pupils are happy, and unselfconsciously themselves. This is a place where individuals will flourish, and there is evidently great care and attention to ensure this is so. Not for those who like to take things easy - a culture of keeping busy."|"N"|"20140518222941"|""
9|"SCHOOL"|"1848 | 500 acres | a Woodard School
* 10 min drive from Lancing town centre or station
* Head from 2014, Dominic Oliver, currently managing head of Bedales senior school and deputy head of Bedales schools. read English


GSG View

A friendly and beautiful place to grow up. Pupils are happy, and unselfconsciously themselves. This is a place where individuals will flourish, and there is evidently great care and attention to ensure this is so. Not for those who like to take things easy - a culture of keeping busy."|"N"|"20140518223407"|""
12|"MUSIC"|"* Famous for music – excellent facilities"|"N"|"20140518215610"|""
9|"SCHOOL"|"1848 | 500 acres | a Woodard School
* 10 min drive from Lancing town centre or station
* Head from 2014, Dominic Oliver, currently managing head of Bedales senior school and deputy head of Bedales schools. read English
* 7 houses


GSG View

A friendly and beautiful place to grow up. Pupils are happy, and unselfconsciously themselves. This is a place where individuals will flourish, and there is evidently great care and attention to ensure this is so. Not for those who like to take things easy - a culture of keeping busy."|"N"|"20140518223610"|""
9|"SCHOOL"|"1848 | 500 acres | a Woodard School
* 10 min drive from Lancing town centre or station
* Head from 2014, Dominic Oliver, currently managing head of Bedales senior school and deputy head of Bedales schools. read English
* 7 houses
* a farm in school campus


GSG View

A friendly and beautiful place to grow up. Pupils are happy, and unselfconsciously themselves. This is a place where individuals will flourish, and there is evidently great care and attention to ensure this is so. Not for those who like to take things easy - a culture of keeping busy."|"N"|"20140518232832"|""
9|"SCHOOL"|"1848 | 500 acres | a Woodard School
* 10 min drive from Lancing town centre or station
* Head from 2014, Dominic Oliver, currently managing head of Bedales senior school and deputy head of Bedales schools. read English
* 7 houses
* cathedral in campus, residents in Lancing attend service on sundays
* a farm in school campus


GSG View

A friendly and beautiful place to grow up. Pupils are happy, and unselfconsciously themselves. This is a place where individuals will flourish, and there is evidently great care and attention to ensure this is so. Not for those who like to take things easy - a culture of keeping busy."|"N"|"20140518233652"|""
9|"SCHOOL"|"1848 | 500 acres | a Woodard School
* all boarders are full boarders
* 10 min drive from Lancing town centre or station
* Head from 2014, Dominic Oliver, currently managing head of Bedales senior school and deputy head of Bedales schools. read English
* 7 houses
* chapel in campus, residents in Lancing attend service on sundays
* uniform shop in campus
* a farm in school campus


GSG View

A friendly and beautiful place to grow up. Pupils are happy, and unselfconsciously themselves. This is a place where individuals will flourish, and there is evidently great care and attention to ensure this is so. Not for those who like to take things easy - a culture of keeping busy."|"N"|"20140518234641"|""
16|"School"|"New Application Procedure for applicants for Sep2015+

*TS_school
* students will do AA test for screening for TS
* after interview, if school is happy for them to register, all applicants will need to apply and attend UKiset exam, the cost of UKiset is GBP150. At this point, parents are not required to pay Epsom's reg fee
* when Epsom offers a place, Epsom will then charge their reg fee as well as deposit"|"N"|"20140514182547"|""
16|"APPLICATION PROCEDURE"|"New Application Procedure for applicants for Sep2015+

*TS_school
* students will do AA test for screening for TS
* after interview, if school is happy for them to register, all applicants will need to apply and attend UKiset exam, the cost of UKiset is GBP150. At this point, parents are not required to pay Epsom's reg fee
* when Epsom offers a place, Epsom will then charge their reg fee as well as deposit"|"N"|"20140518235319"|""
16|"SCHOOL"|"1855
Epsom College was founded in 1855 as the Royal Medical Benevolent College to support orphans and widows of members of the medical profession.
* out of the boarders 40% are full, The great majority of the 143 full boarders live overseas, mainly Hong Kong, Malaysia and Russia, but altogether 26 nationalities are represented.
* (12 Houses)  Eleven of the houses are single sex all-age houses for day pupils (five houses) or boarders (six houses) from Years 9 to 13. The twelfth house, for sixth-form girls, accommodates both day pupils and boarders."|"N"|"20140519000018"|""
16|"SCHOOL"|"1855
Epsom College was founded in 1855 as the Royal Medical Benevolent College to support orphans and widows of members of the medical profession.
* out of the boarders 40% are full, The great majority of the 143 full boarders live overseas, mainly Hong Kong, Malaysia and Russia, but altogether 26 nationalities are represented.
* (12 Houses)  Eleven of the houses are single sex all-age houses for day pupils (five houses) or boarders (six houses) from Years 9 to 13. The twelfth house, for sixth-form girls, accommodates both day pupils and boarders.
* satellite school in Malaysia"|"N"|"20140519000521"|""
16|"AA ONLY"|"* all round, balanced
* for students who aim at medic but not the top flier, since the school has close link with"|"N"|"20140519000432"|""
16|"SPORTS"|"the main sports for boys are Rugby, Hockey, Cricket, Tennis and Athletics. The main sports for girls are Hockey, Netball, Tennis, Athletics, and Rounders

Badminton, Basketball, Cross-Country, Fencing, Football, Golf, Judo, Martial Arts, Sailing, Squash, Swimming, Table Tennis, Target Rifle, Water Polo and Volleyball"|"N"|"20140519001259"|""
16|"SPORTS"|"the main sports for boys are Rugby, Hockey, Cricket, Tennis and Athletics. The main sports for girls are Hockey, Netball, Tennis, Athletics, and Rounders

Badminton, Basketball, Cross-Country, Fencing, Football, Golf, Judo, Martial Arts, Sailing, Squash, Swimming, Table Tennis, Target Rifle, Water Polo and Volleyball

Football is also good"|"N"|"20140519001401"|""
16|"SCHOOL"|"1855
Epsom College was founded in 1855 as the Royal Medical Benevolent College to support orphans and widows of members of the medical profession.
* out of the boarders 40% are full, The great majority of the 143 full boarders live overseas, mainly Hong Kong, Malaysia and Russia, but altogether 26 nationalities are represented.
* (12 Houses)  Eleven of the houses are single sex all-age houses for day pupils (five houses) or boarders (six houses) from Years 9 to 13. The twelfth house, for sixth-form girls, accommodates both day pupils and boarders.
* satellite school in Malaysia
* six to Oxbridge in 2013 

GSG View

Mark of success, reckons head, will be when boarding - effectively last chance to buy before London - matches pressure on day places. With demographics and parent power going his way, could be done. ‘A brilliant school for my son,’ said parent. Another commented that school had got everything there was to get out of her son. ‘You really can't ask much more than that’."|"N"|"20140519000727"|""
16|"AA ONLY"|"* all round, balanced
* for students who aim at medic but not the top flier, since the school has good medical connections through the Royal Medical Foundation"|"N"|"20140519000821"|""
6|"AA ONLY"|"* TS_school
* handle with care
* Y9 : apply 2 years ahead, Y12 : apply 1 year ahead (pls check with their website)
* 
* School Visit: only available on Tues & Thur afternoon"|"N"|"20140515224519"|""
6|"APPLICATION PROCEDURE"|"* TS_school
* handle with care
* Y9 : apply 2 years ahead, Y12 : apply 1 year ahead (pls check with their website)
* 
* School Visit: only available on Tues & Thur afternoon"|"N"|"20140519002107"|""
655|"SCHOOL"|"* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Strange uniform"|"N"|"20140519213902"|""
655|"SCHOOL"|"* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only.
* Central Dining Hall
* Sat AM school
* Strange uniform
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band"|"N"|"20140519214325"|""
655|"SCHOOL"|"* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only.
* Central Dining Hall
* Sat AM school
* Strange uniform
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band"|"N"|"20140519214442"|""
655|"SCHOOL"|"* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only.
* Central Dining Hall
* Sat AM school
* Strange uniform
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band
* Blue Coats sports centre is used by the public 60 per cent of the time."|"N"|"20140519214551"|""
655|"AA ONLY"|"c"|"N"|"20140519215154"|""
655|"SCHOOL"|"* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only.
* Central Dining Hall
* Sat AM school
* Strange uniform  – mustard coloured socks and long blue coats.
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band
* Blue Coats sports centre is used by the public 60 per cent of the time."|"N"|"20140519214737"|""
655|"AA ONLY"|"The school starts to recruit HK students from 2011. Change of new head from Ardingly felt that the school needed a mixture of int'l students and also income to support the school. In the past, the school rely heavily on donation from old blues, but UK economy is dropping in last few years, donation income decreased."|"N"|"20140519215443"|""
180|"ACTIVITIES"|"˙high number of DoE, no fewer than 26 gold awards in the upper 6th
˙220 in CCF
˙involve in local communities activities
˙Model united nations
˙Golf available as an option in games
˙Football"|"N"|"20140812105235"|"AA00006"
554|"ACADEMIC"|"* Arts and speakers programme run by 6th form students for inviting guess from different sectors for talk
* Adventure train such as high rope course, rock climbing, Sub Aqua, Orienteering
* Leadership training for students"|"N"|"20140814105733"|"AA00006"
344|"SCHOOL"|"* 50 acres"|"N"|"20140821120043"|"AA00006"
655|"SCHOOL"|"1553 |

* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only.
* Central Dining Hall
* Sat AM school
* Strange uniform  – mustard coloured socks and long blue coats.
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band
* Blue Coats sports centre is used by the public 60 per cent of the time."|"N"|"20140519215601"|""
655|"SCHOOL"|"1553 |

* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only (Grecian houses)
* Central Dining Hall
* Sat AM school
* Strange uniform  – mustard coloured socks and long blue coats.
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band
* Blue Coats sports centre is used by the public 60 per cent of the time."|"N"|"20140519215808"|""
655|"AA ONLY"|"The school starts to recruit HK students from 2011. Change of new head from Ardingly felt that the school needed a mixture of int'l students and also income to support the school. In the past, the school rely heavily on donation from old blues, but UK economy is dropping in last few years, donation income decreased.
around 15% still receive full funding from school"|"N"|"20140519215632"|""
655|"AA ONLY"|"The school starts to recruit HK students from 2011. Change of new head from Ardingly felt that the school needed a mixture of int'l students and also income to support the school. In the past, the school rely heavily on donation from old blues, but UK economy is dropping in last few years, donation income decreased.
* Since 2011, five per cent each from the UK, Europe and the rest of the world pay full fees"|"N"|"20140519220716"|""
36|"SCHOOL"|"GSG Review

Wide-ranging staff, confident and down-to-earth pupils, beautiful grounds and improving facilities – bit of a mystery as to why more people are not raving about this school, one of Sussex's best-kept secrets."|"N"|"20140520152207"|""
556|"SCHOOL"|"* within 25km of both the Dartmoor National Park and the Jurassic Coast World Heritage Site"|"N"|"20141127123659"|"AA00006"
655|"SCHOOL"|"1553 |

* all are full boarders, 11%  international pupils – mostly Europe (three and a half per cent) or the Far East (five per cent). 
* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only (Grecian houses)
* Central Dining Hall
* Sat AM school
* Strange uniform  – mustard coloured socks and long blue coats.
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band
* Blue Coats sports centre is used by the public 60 per cent of the time."|"N"|"20140519220511"|""
655|"AA ONLY"|"The school starts to recruit HK students from 2011. Change of new head from Ardingly felt that the school needed a mixture of int'l students and also income to support the school. In the past, the school rely heavily on donation from old blues, but UK economy is dropping in last few years, donation income decreased.
* Since 2011, five per cent each from the UK, Europe and the rest of the world pay full fees
* Only 42 per cent of pupils have both parents resident at home"|"N"|"20140519220837"|""
655|"SCHOOL"|"1553 |

* all are full boarders, 11%  international pupils – mostly Europe (three and a half per cent) or the Far East (five per cent). 
* Since 2007, Mr John Franklin BA Dip Teaching MEd admin (early sixties), came from nine years of headship at Ardingly. Born in Australia and is quietly-spoken yet firm.
* Train from London Victoria to Christ’s Hospital is only 1 hour direct train
* 18 boarding houses: 8 boys and 8 girls for Y7-12, 2 houses were built for Upper Sixth only (Grecian houses)
* Central Dining Hall
* Sat AM school
* In 2013, 11 to Oxbridge
* Strange uniform  – mustard coloured socks and long blue coats.
* Royal Mathematical School is a branch of Christ's Hospital, founded by Charles II. It is currently Christ's Hospital's Maths Department.
* Marching band takes place at 1pm six days a week if weather allows, all students have to walk round the school behind the school band
* Blue Coats sports centre is used by the public 60 per cent of the time."|"N"|"20140519220945"|""
655|"SPORTS"|"Main sports are hockey, netball, football, rugby, cricket and tennis,"|"N"|"20140519214526"|""
