"school_id"|"detailtype"|"detail"|"case"|"lastupdate"|"staffid"
293|"SCHOOL"|"1897
* in the centre of the small West Wales town in the beautiful Tywi Valley
* 2/3 of the school are boys"|"N"|"20141219170229"|"AA00006"
141|"ACCOMMODATION"|"Girls boarders are in Moss Moor
* Up to 38 girls aged between 14 - 18 sleep here in 19 twin-bedded rooms. Each room has its own basin and along with their bed
* The younger girls (aged 11 – 14) sleep in Endways which has one four bedded room, one three bedded room and two twin rooms
* Boys - Boarding pupils occupy single or double bedsits including superb en suite rooms on the first floor. Upper Sixth day pupils occupy shared study cloisters, whilst Lower Sixth day pupils are introduced to a more university style existence, choosing to work in an array of venues such as the senior school work suite"|"N"|"20141229122037"|"AA00006"
155|"SCHOOL"|"* 1414
*  five minutes' walk from city centre
* very good rowing facilities"|"N"|"20141229125304"|"AA00006"
155|"SCHOOL"|"* 1414
*  five minutes' walk from city centre
* very good rowing facilities
* Chapel plays a central role - four assemblies a week
* an induction day just before term starts and a 'buddy' in their house when they arrive
* Several of boarders from overseas (including Forces children) - most from Hong Kong, mainland China and Germany."|"N"|"20141229125647"|"AA00006"
159|"SCHOOL"|"* 1867
* Strong in DT
* main sports fields are a five minute drive away
* close to the railway 
* Head of boarding from Sevenoaks
* Good system of buddies and sages for the new boarders
* The school is run as a full boarding school, 50/50 full boarders to day boarders"|"N"|"20141229173857"|"AA00006"
159|"ACCOMMODATION"|"* The boarding houses are all spacious, light; all have good facilities with their own garden
* Junior boarders share three to five to a room, reducing up to the sixth form, where they have large single rooms."|"N"|"20141229173954"|"AA00006"
159|"SCHOOL"|"* 1867
* Strong in DT
* main sports fields are a five minute drive away
* close to the railway 
* Head of boarding from Sevenoaks
* Good system of buddies and sages for the new boarders
* The school is run as a full boarding school, 50/50 full boarders to day boarders
* The international contingent makes up only eight per cent of the school – Chinese, Nigerians, Germans
* Overseas pupils are accepted provided their level of English is proficient
* four to Oxbridge in 2014; about a third take a gap year; Nottingham most popular closely followed by Exeter, Leeds, Manchester and Newcastle. Durham, Warwick and Reading also feature. 

GSG View

Good for all abilities and school is snug in its own skin. More about developing integrity in the pupil than about clawing its way up the league table, but equally relishes seeing top notch scores from those capable of such."|"N"|"20141229175143"|"AA00006"
30021|"ACTIVITIES"|"* At Rockport all children learn to lead by giving service to others. Whether this is through our community service projects, participation in the Duke of Edinburgh’s Award or involvement in Round Square international projects"|"N"|"20150209132236"|"AA00006"
476|"SCHOOL"|"* Around 40% of pupils have a diagnosis of dyslexia or another specific learning difficulty. Nineteen per cent of pupils have a statement of special educational needs and their placements are funded by their home local authorities. The school offers a high level of additional specialist support
* not academically selective. School SEN department has an enviable international reputation, especially in the area of dyslexia. Offer Occupational Therapy and have Speech and Language specialists on site."|"N"|"20141208170407"|"AA00006"
476|"SCHOOL"|"* Around 40% of pupils have a diagnosis of dyslexia or another specific learning difficulty. Nineteen per cent of pupils have a statement of special educational needs and their placements are funded by their home local authorities. The school offers a high level of additional specialist support
* not academically selective. School SEN department has an enviable international reputation, especially in the area of dyslexia. Offer Occupational Therapy and have Speech and Language specialists on site.
* Average class size
* The school academic day continues until 5pm Monday to Friday and there are additional lessons, activities and games sessions timetabled on Saturday mornings"|"N"|"20141208170848"|"AA00006"
476|"SCHOOL"|"* 1965
* Around 40% of pupils have a diagnosis of dyslexia or another specific learning difficulty. Nineteen per cent of pupils have a statement of special educational needs and their placements are funded by their home local authorities. The school offers a high level of additional specialist support
* not academically selective. School SEN department has an enviable international reputation, especially in the area of dyslexia. Offer Occupational Therapy and have Speech and Language specialists on site.
* Average class size
* The school academic day continues until 5pm Monday to Friday and there are additional lessons, activities and games sessions timetabled on Saturday mornings
* The vast majority do go on to further or higher education, including Durham, Edinburgh, Manchester and Bath in 2014 (GSG)

GSG View

This is a very special school, almost a magical place. Pupils develop in an unsentimental atmosphere of love and generosity. The staff are almost as amazing as the pupils and, yes, there is plenty of banter along with the seriousness. Over the years a strong bond has matured with Kampala. Pupils and gap year students are deeply and genuinely involved. ‘The projects we are involved in come from the dreams of our own pupils,’ says that handbook. The same could be said about the school as a whole."|"N"|"20141208171542"|"AA00006"
566|"SCHOOL"|"* 1859/
* Victoria College is just a 12 minute walk from Adelaide Station, A fast, direct train service runs from Bangor Station (and Bangor West) directly to Adelaide Station. Journey time is around 40 minutes, there are train to various cities in within 1hr journey.
* The College is the only all girls’ school in Northern Ireland providing education for girls from the age of 2 -18 years with a Boarding Department
* Long term boarding:  £10,500 per annum with tuition fee if not a UK or EU citizen of 6600, including Transport to and from George Best Belfast City Airport at the beginning and end of each term, EAL
* This year all three Oxbridge applicants have been successful in securing places in Murray Edwards and Queen’s College Cambridge and Exeter College, Oxford (on website but not sure which year)"|"N"|"20141219150957"|"AA00006"
566|"SPORTS"|"Main sports:"|"N"|"20141219151845"|"AA00006"
566|"SCHOOL"|"* 1859/
* Victoria College is just a 12 minute walk from Adelaide Station, A fast, direct train service runs from Bangor Station (and Bangor West) directly to Adelaide Station. Journey time is around 40 minutes, there are train to various cities in within 1hr journey.
* The College is the only all girls’ school in Northern Ireland providing education for girls from the age of 2 -18 years with a Boarding Department
* Long term boarding:  £10,500 per annum with tuition fee if not a UK or EU citizen of 6600, including Transport to and from George Best Belfast City Airport at the beginning and end of each term, EAL
* This year all three Oxbridge applicants have been successful in securing places in Murray Edwards and Queen’s College Cambridge and Exeter College, Oxford, there are 2 Chinese girls achieved 4 A*/A"|"N"|"20141219151802"|"AA00006"
293|"SCHOOL"|"1897
* in the centre of the small West Wales town in the beautiful Tywi Valley
* 2/3 of the school are boys
* very few EAL students
* around 6% of pupils in the secondary school, speak Welsh as a first language or to an equivalent standard
* 49 students need special need"|"N"|"20141219182315"|"AA00006"
141|"SCHOOL"|"* 1868
* Woodard School
* 23 of whom receive support for English as an additional language (EAL).
* Buddy system to help students to settle quickly"|"N"|"20141229115905"|"AA00006"
155|"ACADEMIC"|"* All do GCSE short course RS"|"N"|"20141229124736"|"AA00006"
159|"SCHOOL"|"* 1867
* Strong in DT
* main sports fields are a five minute drive away
* close to the railway 
* Head of boarding from Sevenoaks
* Good system of buddies and sages for the new boarders
* The school is run as a full boarding school, 50/50 full boarders to day boarders
* The international contingent makes up only eight per cent of the school – Chinese, Nigerians, Germans, around 1/5 boarders are foreign nationals
* Overseas pupils are accepted provided their level of English is proficient
* four to Oxbridge in 2014; about a third take a gap year; Nottingham most popular closely followed by Exeter, Leeds, Manchester and Newcastle. Durham, Warwick and Reading also feature. 

GSG View

Good for all abilities and school is snug in its own skin. More about developing integrity in the pupil than about clawing its way up the league table, but equally relishes seeing top notch scores from those capable of such."|"N"|"20141229175804"|"AA00006"
12|"APPLICATION PROCEDURE"|"TS_School_Music Audition
After TS: General Procedure
* must use original reg form (school prefers not to receive electronic reg form copy)
* For Y9 applicants, school prefers they register asap, at age around 10-11, they are invited to go to the school to attend a Pre-test. After they have done the pre-test, if school felt the students are not strong, the school will discourage the students to continue to proceed to entrance exam. If strong, students will receive a letter from the school offering a conditional place subject to entrance exam one year ahead.
* all applicants have to do the group exam at the same date and time, if special case, pls get approval from school"|"N"|"20140522001737"|""
148|"ACCOMMODATION"|"* Most lower sixth boarders live in one of two co-ed boarding houses close by. Double rooms with en-suite bathrooms or  singles with shared bathrooms. Girls and boys live in separate ‘zones 
* Upper sixth boarders live with host families, all carefully vetted and regularly inspected. 
* There’s also a privately run girls’ boarding house – Benson’s."|"N"|"20150105151629"|"AA00006"
235|"SCHOOL"|"* late 1960s/25acres
* Average class size is between 8 and 12, often smaller
* No SEN dept 
* Arts and media all to professional standards"|"N"|"20150108130730"|"AA00006"
476|"SCHOOL"|"* 1965
* Around 40% of pupils have a diagnosis of dyslexia or another specific learning difficulty. Nineteen per cent of pupils have a statement of special educational needs and their placements are funded by their home local authorities. The school offers a high level of additional specialist support
* not academically selective. School SEN department has an enviable international reputation, especially in the area of dyslexia. Offer Occupational Therapy and have Speech and Language specialists on site.16 staff in the department of whom 3 teach numeracy and 13 teach literacy
* Average class size
* The school academic day continues until 5pm Monday to Friday and there are additional lessons, activities and games sessions timetabled on Saturday mornings
* The vast majority do go on to further or higher education, including Durham, Edinburgh, Manchester and Bath in 2014 (GSG)

GSG View

This is a very special school, almost a magical place. Pupils develop in an unsentimental atmosphere of love and generosity. The staff are almost as amazing as the pupils and, yes, there is plenty of banter along with the seriousness. Over the years a strong bond has matured with Kampala. Pupils and gap year students are deeply and genuinely involved. ‘The projects we are involved in come from the dreams of our own pupils,’ says that handbook. The same could be said about the school as a whole."|"N"|"20141208172736"|"AA00006"
566|"ACTIVITIES"|"* Football, Rugby, Swimming, Hockey, Netball, Orchestra,"|"N"|"20141219151403"|"AA00006"
566|"ACADEMIC"|"* Offer AL Health and Social Care. 
* Moving Image Arts 
* Govt and Politics in AL"|"N"|"20141219151209"|"AA00006"
293|"ACADEMIC"|"* Offer Chinese, Computing, Govt & Politics, Psychology, Welsh in AL"|"N"|"20141229105442"|"AA00006"
293|"ACTIVITIES"|"* DoE, twenty-five pupils achieved the Duke of Edinburgh’s Gold Award in 2012
* CCF"|"N"|"20141219182413"|"AA00006"
141|"ACADEMIC"|"* Offer Business & Economics in GCSE"|"N"|"20141229122715"|"AA00006"
155|"SCHOOL"|"* 1414
*  five minutes' walk from city centre
* very good rowing facilities
* Chapel plays a central role - four assemblies a week
* an induction day just before term starts and a 'buddy' in their house when they arrive
* Several of boarders from overseas (including Forces children) - most from Hong Kong, mainland China and Germany.
* Leavers 2013 - 1 Oxford for fine art, average destination, Northumbria, York, Newcastle popular

Our View

Fees are relatively high, but parents we spoke to felt the school was worth it, in particular because of the extracurricular and pastoral virtues. Work to do on the academic front, but produces well rounded, decent young people, who have opportunities to develop a wide range of talents to a high level in a supportive, peaceful and very attractive environment."|"N"|"20141229130205"|"AA00006"
159|"ACADEMIC"|"4"|"N"|"20141229180841"|"AA00006"
376|"SCHOOL"|"* 1912/
* conveniently situated 25 minutes from York and Harrogate and a 10 minute drive 
* High percentage of overseas students means that science and maths are a strength
* Very happy to be judged by its positioning within school league tables. However, this is achieved largely by separating off the less-academic children from year 10 upwards into the Faculty, a school-within-a-school which offers more vocational courses and serious mentoring. Although this is on the same site and with the same uniform, its results are supplied – and judged – separately. In 2014, 28 per cent A*/A grades at GCSE and 75 per cent at A level (many take BTecs and A levels in their native language). 
* About 60 per cent of Faculty students are from abroad.
* Art good and strong, with sewing machines in the art department"|"N"|"20150105111317"|"AA00006"
376|"SCHOOL"|"* 1912/100acres
* conveniently situated 25 minutes from York and Harrogate and a 10 minute drive 
* High percentage of overseas students means that science and maths are a strength
* Very happy to be judged by its positioning within school league tables. However, this is achieved largely by separating off the less-academic children from year 10 upwards into the Faculty, a school-within-a-school which offers more vocational courses and serious mentoring. Although this is on the same site and with the same uniform, its results are supplied – and judged – separately. In 2014, 28 per cent A*/A grades at GCSE and 75 per cent at A level (many take BTecs and A levels in their native language). 
*  No Saturday school
* students from abroad – Chinese, Germans, Russians, Scandinavians, with a number just coming for the sixth form.
* About 60 per cent of Faculty students are from abroad.
* Art good and strong, with sewing machines in the art department
* About forty per cent of sixth formers to top universities

* Our View

Has come a long way, not just in its facilities but also in its academic provision, and is quietly and deservedly gaining more respect amongst its competitors."|"N"|"20150105111728"|"AA00006"
376|"ACCOMMODATION"|"* Modern boarding accommodation consists of smart and well-equipped bedrooms, the majority now with private bathrooms, all with flat screen TVs (in fact two TVs in some twin rooms – just in case these lucky pupils wish to watch different programmes...)"|"N"|"20150105111330"|"AA00006"
525|"SCHOOL"|"* 1863/33acres
* Around 90% boarders are full boarders
* Majority boarders are overseas
* 59 SEN
* has CReSTeD register
* In recent years students have gone on to study at well regarded universities across the country such as ; Bristol, Cambridge, London, Newcastle and Nottingham.  Architecture, medicine, engineering, economics and law are just a few examples of the wide variety of courses that have been followed.(sch website)"|"N"|"20141211124943"|"AA00006"
376|"SCHOOL"|"* 1912/100acres
* conveniently situated 25 minutes from York and Harrogate and a 10 minute drive 
* High percentage of overseas students means that science and maths are a strength
* Very happy to be judged by its positioning within school league tables. However, this is achieved largely by separating off the less-academic children from year 10 upwards into the Faculty, a school-within-a-school which offers more vocational courses and serious mentoring. Although this is on the same site and with the same uniform, its results are supplied – and judged – separately. In 2014, 28 per cent A*/A grades at GCSE and 75 per cent at A level (many take BTecs and A levels in their native language). 
*  No Saturday school
* students from abroad – Chinese, Germans, Russians, Scandinavians, with a number just coming for the sixth form.
* About 60 per cent of Faculty students are from abroad.
* Art good and strong, with sewing machines in the art department
* About forty per cent of sixth formers to top universities

* Our View

Has come a long way, not just in its facilities but also in its academic provision, and is quietly and deservedly gaining more respect amongst its competitors."|"N"|"20150105125549"|"AA00006"
148|"SCHOOL"|"* 1977/
* Town school
*  Lower sixth students must get a minimum of CCCD grades at AS level to continue into the upper sixth
* Class sizes are small – no more than 15 up to GCSE and an average of seven at A level.
* students are expected to do at least one extracurricular activity in the lower sixth – everything from hockey, rugby and netball to film club, yoga and first aid available, plus Young Enterprise and D of E. 
* Lower sixth students also have compulsory enrichment programme – variety of outside speakers, from university professors and admissions tutors to writers, scientists and entrepreneurs. Sport is not compulsory for sixth form
* Does not have its ow playing field but use minibus to take students to Oxford Brookes for sports
*"|"N"|"20150105151433"|"AA00006"
486|"SCHOOL"|"* 1880
* Use humberside airport which is about 30 mins drive from the school
* Manchester is only 100 miles from the school and there is a regular direct train to Grimsby Town station
* School can arrange guardian families for home stay at 20 pounds per night
* There are around 20 boys and 20 girls currently boarding here.
* have boarders from UK Forces families, Germany, Hong Kong, China, France and Sweden"|"N"|"20141208181722"|"AA00006"
486|"SCHOOL"|"* 1880
* Use humberside airport which is about 30 mins drive from the school
* Manchester is only 100 miles from the school and there is a regular direct train to Grimsby Town station
* School can arrange guardian families for home stay at 20 pounds per night
* There are around 20 boys and 20 girls currently boarding here.
* have boarders from UK Forces families, Germany, Hong Kong, China, France and Sweden
* Sixth Form wear suit
* Linked with Grimsby College, students have access to the College Fitness Suite before & after school and weekends, all at reduced rates."|"N"|"20141208182433"|"AA00006"
214|"SCHOOL"|"1893/22 acres
*5 mins walk from Harogate town centre
*A buddy system for new students
*almost 100% boarders are full boarders, 136 come from overseas, mainly from China, Thailand, Russia and Germany
* the college has 5 boarding houses, 3 of them most catering for a range of age groups, up unitl Year 12, and 2 houses are for Year 13 students, 4 on site with a Year 13 house is a short walk away.
*4 Oxbridge in 2013, 1 HKU. with some went to UCL, Royal Hollaway, King's, Warwick, York, Queen Mary's, Durham
*Meals are eaten in the school's main dining room
*Strong in Business


GSG View,

An ‘in-town’ girls boarding/day school that shouts ‘girl-centred’ education, is proud of it and walks the talk. A new whole school approach aims to provide a ‘traditionally modern’ experience for its pupils. A convincing start to re-balancing the school, with sixth form retention and diversifying overseas pupils. A tide of change and one to keep on the radar."|"N"|"20140529124620"|"AA00006"
293|"ACCOMMODATION"|"* 3 Houses for boys and 1 house for girls, mostly dorms but there are also some double and single rooms for 6th form"|"N"|"20141229111400"|"AA00006"
293|"SPORTS"|"Main sports, rugby for boys, hockey and netball for girls. Also Cricket, Rounders, Athletics, Tennis, Volleyball, Gymnastics, Fitness"|"N"|"20141229111648"|"AA00006"
293|"SPORTS"|"Main sports, rugby for boys, hockey and netball for girls. Also Cricket, Rounders, Athletics, Tennis, Volleyball, Gymnastics, Fitness, Badminton, Dance, Aerobics, Squash, Boys Football"|"N"|"20141229111722"|"AA00006"
141|"SCHOOL"|"* 1868/over 100acres
* Woodard School
* 23 of whom receive support for English as an additional language (EAL).
* Buddy system to help students to settle quickly"|"N"|"20141229122355"|"AA00006"
141|"SPORTS"|"* They have represented Great Britain in a number of sports including hockey, rounders, golf and windsurfing, and, in rugby and cricket, pupils have gained professional contracts with
clubs and counties. The show-jumping team has enjoyed national success."|"N"|"20141229115236"|"AA00006"
155|"SCHOOL"|"* 1414/35acres
*  five minutes' walk from city centre
* very good rowing facilities
* Chapel plays a central role - four assemblies a week
* an induction day just before term starts and a 'buddy' in their house when they arrive
* Several of boarders from overseas (including Forces children) - most from Hong Kong, mainland China and Germany.
* Leavers 2013 - 1 Oxford for fine art, average destination, Northumbria, York, Newcastle popular

Our View

Fees are relatively high, but parents we spoke to felt the school was worth it, in particular because of the extracurricular and pastoral virtues. Work to do on the academic front, but produces well rounded, decent young people, who have opportunities to develop a wide range of talents to a high level in a supportive, peaceful and very attractive environment."|"N"|"20141229130558"|"AA00006"
155|"SCHOOL"|"* 1414/35acres
*  five minutes' walk from city centre
* Durham to London by train in less than 3 hrs, Edinburgh in less than 2 hrs
* very good rowing facilities
* Chapel plays a central role - four assemblies a week
* an induction day just before term starts and a 'buddy' in their house when they arrive
* Several of boarders from overseas (including Forces children) - most from Hong Kong, mainland China and Germany.
* Leavers 2013 - 1 Oxford for fine art, average destination, Northumbria, York, Newcastle popular

Our View

Fees are relatively high, but parents we spoke to felt the school was worth it, in particular because of the extracurricular and pastoral virtues. Work to do on the academic front, but produces well rounded, decent young people, who have opportunities to develop a wide range of talents to a high level in a supportive, peaceful and very attractive environment."|"N"|"20141229130706"|"AA00006"
159|"ACADEMIC"|"* Offer DT - Architecture, DT - Textiles, BS, Economics, Music Tech in AL"|"N"|"20141229181002"|"AA00006"
441|"ACADEMIC"|"1699 | 160 acre
* IB (taken up by about one in five) average score was 33 in 2014
* school has CReSTeD status
*  The equestrian centre opened to the public for livery, Pony Club and equestrian studies in 2010."|"N"|"20141211154935"|"AA00006"
159|"SCHOOL"|"* 1867
* Eastbourne railway station is five minutes’ walk from the College. Trains for London Victoria (1hr 26 mins) and Gatwick (51 mins) leave at least once an hour
* Strong in DT
* main sports fields are a five minute drive away
* close to the railway 
* Head of boarding from Sevenoaks
* Good system of buddies and sages for the new boarders
* The school is run as a full boarding school, 50/50 full boarders to day boarders
* The international contingent makes up only eight per cent of the school – Chinese, Nigerians, Germans, around 1/5 boarders are foreign nationals
* Overseas pupils are accepted provided their level of English is proficient
* four to Oxbridge in 2014; about a third take a gap year; Nottingham most popular closely followed by Exeter, Leeds, Manchester and Newcastle. Durham, Warwick and Reading also feature. 

GSG View

Good for all abilities and school is snug in its own skin. More about developing integrity in the pupil than about clawing its way up the league table, but equally relishes seeing top notch scores from those capable of such."|"N"|"20141229180822"|"AA00006"
159|"ACCOMMODATION"|"* The boarding houses are all spacious, light; all have good facilities with their own garden
* Junior boarders share three to five to a room, reducing up to the sixth form, where they have large single rooms.
* Boarders are accommodated in houses, 3 for boys and 2 for girls, day pupils are also allocated to houses, 3 each for boys and girls"|"N"|"20141229175620"|"AA00006"
376|"SCHOOL"|"* High percentage of overseas students means that science and maths are a strength"|"N"|"20150105110302"|"AA00006"
376|"ACADEMIC"|"* Russian and Chinese all on offer. No classics. 
* Single science available"|"N"|"20150105110251"|"AA00006"
148|"ACTIVITIES"|"* students are expected to do at least one extracurricular activity in the lower sixth – everything from hockey, rugby and netball to film club, yoga and first aid available, plus Young Enterprise and D of E."|"N"|"20150108104918"|"AA00006"
486|"SCHOOL"|"* 1880
* Use humberside airport which is about 30 mins drive from the school
* Manchester is only 100 miles from the school and there is a regular direct train to Grimsby Town station
* The School is situated near the town centre of Grimsby. It is within a short walk of People's Park, Weelsby Woods and the shopping centre, with a short bus ride to take you to the Leisure Centre, swimming pool, cinema
* School can arrange guardian families for home stay at 20 pounds per night
* There are around 20 boys and 20 girls currently boarding here.
* have boarders from UK Forces families, Germany, Hong Kong, China, France and Sweden
* Sixth Form wear suit
* Linked with Grimsby College, students have access to the College Fitness Suite before & after school and weekends, all at reduced rates."|"N"|"20141208182557"|"AA00006"
486|"ACADEMIC"|"* Limited subject choices, Mathematics, Further Mathematics, Biology, Physics, Chemistry, Latin, German, French, History, Geography, Computing, Business Studies, Art and English/English Literature/English as an Alternative Language for Year 12
* All Year 11 take either AS Maths or Geography"|"N"|"20141208182214"|"AA00006"
486|"SCHOOL"|"* 1880
* Use humberside airport which is about 30 mins drive from the school
* Manchester is only 100 miles from the school and there is a regular direct train to Grimsby Town station
* The School is situated near the town centre of Grimsby. It is within a short walk of People's Park, Weelsby Woods and the shopping centre, with a short bus ride to take you to the Leisure Centre, swimming pool, cinema
* School can arrange guardian families for home stay at 20 pounds per night
* There are around 20 boys and 20 girls currently boarding here.
* have boarders from UK Forces families, Germany, Hong Kong, China, France and Sweden
* Sixth Form wear suit
* Linked with Grimsby College, students have access to the College Fitness Suite before & after school and weekends, all at reduced rates.
* School can arrange guardians for international studens, and  most are families and friends of St. James' and many have been guardians for many years."|"N"|"20141208182807"|"AA00006"
492|"SCHOOL"|"* boarders sunday evening chapel
* About 10 per cent need some SEN help
* School has CReSTeD status
* About 60 pupils receive some EAL support with a determined focus upon integration; now offers intensive EAL course for lower sixth entry. Lots of support tailored to individual needs, most take English GCSE and a few do ESOL. IELTS
* Saturday lessons and afternoon sport from year 9 upwards, with years 7 and 8 doing activities on Saturday mornings"|"N"|"20141211104834"|"AA00006"
492|"SCHOOL"|"* 1879/45acres
* boarders sunday evening chapel
* About 10 per cent need some SEN help
* School has CReSTeD status
* About 60 pupils receive some EAL support with a determined focus upon integration; now offers intensive EAL course for lower sixth entry. Lots of support tailored to individual needs, most take English GCSE and a few do ESOL. IELTS
* Saturday lessons and afternoon sport from year 9 upwards, with years 7 and 8 doing activities on Saturday mornings
* An Organ in the chapel"|"N"|"20141211105804"|"AA00006"
492|"SCHOOL"|"* 1879/45acres
* boarders sunday evening chapel
* About 10 per cent need some SEN help
* School has CReSTeD status
* About 60 pupils receive some EAL support with a determined focus upon integration; now offers intensive EAL course for lower sixth entry. Lots of support tailored to individual needs, most take English GCSE and a few do ESOL. IELTS
* Saturday lessons and afternoon sport from year 9 upwards, with years 7 and 8 doing activities on Saturday mornings
* An Organ in the chapel
* Strong house loyalty and plenty of friendly inter-house rivalry 
* 30 per cent of pupils are foreign nationals from 27 countries including a sizeable contingent of Nepalis from the Gurkha barracks in Folkestone
* Strong Nigerian connection and particularly popular with the Germans in sixth form"|"N"|"20141211110107"|"AA00006"
492|"SCHOOL"|"* 1879/45acres
* boarders sunday evening chapel
* About 10 per cent need some SEN help
* School has CReSTeD status
* About 60 pupils receive some EAL support with a determined focus upon integration; now offers intensive EAL course for lower sixth entry. Lots of support tailored to individual needs, most take English GCSE and a few do ESOL. IELTS
* Saturday lessons and afternoon sport from year 9 upwards, with years 7 and 8 doing activities on Saturday mornings
* An Organ in the chapel
* Strong house loyalty and plenty of friendly inter-house rivalry 
* 30 per cent of pupils are foreign nationals from 27 countries including a sizeable contingent of Nepalis from the Gurkha barracks in Folkestone
* Strong Nigerian connection and particularly popular with the Germans in sixth form"|"N"|"20141211110145"|"AA00006"
525|"SCHOOL"|"* 1863/33acres
* a few minutes walk away from the College
* Around 90% boarders are full boarders
* Majority boarders are overseas
* 59 SEN
* has CReSTeD register
* In recent years students have gone on to study at well regarded universities across the country such as ; Bristol, Cambridge, London, Newcastle and Nottingham.  Architecture, medicine, engineering, economics and law are just a few examples of the wide variety of courses that have been followed.(sch website)"|"N"|"20141211125513"|"AA00006"
492|"SCHOOL"|"* 1879/45acres
* boarders sunday evening chapel
* About 10 per cent need some SEN help
* School has CReSTeD status
* About 60 pupils receive some EAL support with a determined focus upon integration; now offers intensive EAL course for lower sixth entry. Lots of support tailored to individual needs, most take English GCSE and a few do ESOL. IELTS
* Saturday lessons and afternoon sport from year 9 upwards, with years 7 and 8 doing activities on Saturday mornings
* An Organ in the chapel
* Strong house loyalty and plenty of friendly inter-house rivalry 
* 30 per cent of pupils are foreign nationals from 27 countries including a sizeable contingent of Nepalis from the Gurkha barracks in Folkestone
* Strong Nigerian connection and particularly popular with the Germans in sixth form

GSG View

A school on the up with a new energy and buzz since our last visit all helped by the raising of standards in all areas, especially sport, and the influx of London commuters taking advantage of property bargains. ‘The school has so much potential and is just beginning to realise this,’ says one parent"|"N"|"20141211110316"|"AA00006"
494|"SCHOOL"|"*1749/74acres
* 80% boarders are full
* 2012: 2 Oxbridge, 2 HKU (Law & Medicine), Leeds, Nottingham, UCL, Warwick, Birmingham, a few to Nottingham Trent
* New Head from Sept 14
* down to earth
* Economics is popular
* Valued added
* 30mins to Heathrow
* Older students can visit london in small group"|"N"|"20140612162637"|"AA00006"
293|"SCHOOL"|"1897
* in the centre of the small West Wales town in the beautiful Tywi Valley
* 2/3 of the school are boys
* very few EAL students
* around 6% of pupils in the secondary school, speak Welsh as a first language or to an equivalent standard
* 49 students need special need
* has a 9 hole  golf course"|"N"|"20141229105305"|"AA00006"
141|"SPORTS"|"* They have represented Great Britain in a number of sports including hockey, rounders, golf and windsurfing, and, in rugby and cricket, pupils have gained professional contracts with
clubs and counties. The show-jumping team has enjoyed national success.
* The main sports for girls are hockey and netball, with tennis and rounders in the summer, and the main sports for boys are rugby, hockey and cricket
* golf on our own 9 hole EGU affiliated course"|"N"|"20141229123411"|"AA00006"
492|"SCHOOL"|"* 1879/45acres
* boarders sunday evening chapel
* About 10 per cent need some SEN help
* School has CReSTeD status
* About 60 pupils receive some EAL support with a determined focus upon integration; now offers intensive EAL course for lower sixth entry. Lots of support tailored to individual needs, most take English GCSE and a few do ESOL. IELTS
* Saturday lessons and afternoon sport from year 9 upwards, with years 7 and 8 doing activities on Saturday mornings
* An Organ in the chapel
* Strong house loyalty and plenty of friendly inter-house rivalry 
* 30 per cent of pupils are foreign nationals from 27 countries including a sizeable contingent of Nepalis from the Gurkha barracks in Folkestone
* Strong Nigerian connection and particularly popular with the Germans in sixth form
* Pupils in Years 7 and 8 occupy a separate building on
the same site, Kirby House.

GSG View

A school on the up with a new energy and buzz since our last visit all helped by the raising of standards in all areas, especially sport, and the influx of London commuters taking advantage of property bargains. ‘The school has so much potential and is just beginning to realise this,’ says one parent"|"N"|"20141211110553"|"AA00006"
492|"ACCOMMODATION"|"* Five houses: a boys’ and girls’ day house, two boys’ and one girls’ boarding house all with common room"|"N"|"20141211105812"|"AA00006"
492|"SPORTS"|"* strong in hockey
* runs a cricket and netball academy during the winter
* Major sports, hockey, tennis, cricket, Athletics, rounders, other sports squash, football, golf, badminton, and basketball. 
*  Sports Excellence Programme provides a structured training and development route across a number of sports for talented young athletes (aged 12-18 years) who have a real chance of excelling in their sport"|"N"|"20141211112556"|"AA00006"
492|"ACCOMMODATION"|"* Five houses: a boys’ and girls’ day house, two boys’ and one girls’ boarding house all with common room
* senior pupils are housed in single or double rooms with en-suite facilitie
*  Our younger students are placed in rooms of between 2 and 5 pupils, with en-suite modern streamlined bathrooms"|"N"|"20141211112905"|"AA00006"
492|"ACCOMMODATION"|"* Five houses: a boys’ and girls’ day house, two boys’ and one girls’ boarding house all with common room
* Girl house, open in 2013, The accommodation is split over three floors and has a range of very modern en-suite single, double and quadruple rooms.
*  Our younger students are placed in rooms of between 2 and 5 pupils, with en-suite modern streamlined bathrooms
* our senior pupils are housed in single or double rooms with en-suite facilities"|"N"|"20141211120710"|"AA00006"
